Configurations	Weights(%)
0.1.2.6.8	0.0
0.1.2.6.9	0.0
0.1.2.7.8	-5.41
0.1.2.7.9	-6.54
0.1.3.6.8	0.0
0.1.3.6.9	0.0
0.1.3.7.8	-5.12
0.1.3.7.9	-6.81
0.1.4.6.8	0.0
0.1.4.6.9	0.0
0.1.4.7.8	-5.65
0.1.4.7.9	-6.38
0.1.5.6.8	0.0
0.1.5.6.9	0.0
0.1.5.7.8	-5.48
0.1.5.7.9	-6.79
0.2.3.6.8	0.0
0.2.3.6.9	0.0
0.2.3.7.8	-5.19
0.2.3.7.9	-6.92
0.2.4.6.7	-6.16
0.2.4.6.8	0.0
0.2.4.6.9	0.0
0.2.4.7.8	-6.23
0.2.4.7.9	-6.74
0.2.4.8.9	0.0
0.2.5.6.7	-5.41
0.2.5.6.8	0.0
0.2.5.6.9	0.0
0.2.5.7.8	-5.65
0.2.5.7.9	-6.94
0.2.5.8.9	0.0
0.2.6.7.8	-5.77
0.2.6.7.9	-6.61
0.2.6.8.9	0.0
0.2.7.8.9	-6.27
0.3.4.6.7	-6.12
0.3.4.6.8	0.0
0.3.4.6.9	0.0
0.3.4.7.8	-5.35
0.3.4.7.9	-6.7
0.3.4.8.9	0.0
0.3.5.6.7	-5.6
0.3.5.6.8	0.0
0.3.5.6.9	0.0
0.3.5.7.8	-5.27
0.3.5.7.9	-7.16
0.3.5.8.9	0.0
0.3.6.7.8	-5.19
0.3.6.7.9	-6.71
0.3.6.8.9	0.0
0.3.7.8.9	-6.35
0.4.5.6.8	0.0
0.4.5.6.9	0.0
0.4.5.7.8	-5.86
0.4.5.7.9	-6.74
0.4.6.7.8	-6.01
0.4.6.7.9	-6.47
0.4.6.8.9	0.0
0.4.7.8.9	-6.17
0.5.6.7.8	-5.56
0.5.6.7.9	-6.66
0.5.6.8.9	0.0
0.5.7.8.9	-6.36
1.2.3.6.8	0.0
1.2.3.6.9	0.0
1.2.3.7.8	-4.93
1.2.3.7.9	-6.68
1.2.4.6.7	-5.88
1.2.4.6.8	0.0
1.2.4.6.9	0.0
1.2.4.7.8	-5.65
1.2.4.7.9	-6.28
1.2.4.8.9	0.0
1.2.5.6.7	-5.4
1.2.5.6.8	0.0
1.2.5.6.9	0.0
1.2.5.7.8	-5.31
1.2.5.7.9	-6.64
1.2.5.8.9	0.0
1.2.6.7.8	-5.35
1.2.6.7.9	-6.41
1.2.6.8.9	0.0
1.2.7.8.9	-6.01
1.3.4.6.7	-6.16
1.3.4.6.8	0.0
1.3.4.6.9	0.0
1.3.4.7.8	-5.12
1.3.4.7.9	-6.47
1.3.4.8.9	0.0
1.3.5.6.7	-5.85
1.3.5.6.8	0.0
1.3.5.6.9	0.0
1.3.5.7.8	-5.26
1.3.5.7.9	-7.06
1.3.5.8.9	0.0
1.3.6.7.8	-5.09
1.3.6.7.9	-6.74
1.3.6.8.9	0.0
1.3.7.8.9	-6.3
1.4.5.6.8	0.0
1.4.5.6.9	0.0
1.4.5.7.8	-5.55
1.4.5.7.9	-6.45
1.4.6.7.8	-5.63
1.4.6.7.9	-6.25
1.4.6.8.9	0.0
1.4.7.8.9	-5.91
1.5.6.7.8	-5.4
1.5.6.7.9	-6.61
1.5.6.8.9	0.0
1.5.7.8.9	-6.24
2.3.4.6.8	0.0
2.3.4.6.9	0.0
2.3.4.7.8	-5.37
2.3.4.7.9	-6.61
2.3.5.6.8	0.0
2.3.5.6.9	0.0
2.3.5.7.8	-5.11
2.3.5.7.9	-7.0
2.4.5.6.8	0.0
2.4.5.6.9	0.0
2.4.5.7.8	-5.89
2.4.5.7.9	-6.62
2.4.6.7.8	-6.1
2.4.6.7.9	-6.45
2.4.6.8.9	0.0
2.4.7.8.9	-6.12
2.5.6.7.8	-5.5
2.5.6.7.9	-6.58
2.5.6.8.9	0.0
2.5.7.8.9	-6.25
3.4.5.6.8	0.0
3.4.5.6.9	0.0
3.4.5.7.8	-5.27
3.4.5.7.9	-6.75
3.4.6.7.8	-5.34
3.4.6.7.9	-6.46
3.4.6.8.9	0.0
3.4.7.8.9	-6.12
3.5.6.7.8	-5.19
3.5.6.7.9	-6.84
3.5.6.8.9	0.0
3.5.7.8.9	-6.48
