Configurations	Weights(%)
0.1.2.3.4.5.6.7	-3.32
0.1.2.3.4.5.6.8	0.0
0.1.2.3.4.5.6.9	0.0
0.1.2.3.4.5.7.8	-2.76
0.1.2.3.4.5.7.9	-4.17
0.1.2.3.4.5.8.9	0.0
0.1.2.3.4.6.7.8	-2.84
0.1.2.3.4.6.7.9	-3.81
0.1.2.3.4.6.8.9	0.0
0.1.2.3.4.7.8.9	-3.64
0.1.2.3.5.6.7.8	-2.74
0.1.2.3.5.6.7.9	-4.19
0.1.2.3.5.6.8.9	0.0
0.1.2.3.5.7.8.9	-4.01
0.1.2.3.6.7.8.9	-3.68
0.1.2.4.5.6.7.8	-3.05
0.1.2.4.5.6.7.9	-3.8
0.1.2.4.5.6.8.9	0.0
0.1.2.4.5.7.8.9	-3.66
0.1.2.4.6.7.8.9	-3.43
0.1.2.5.6.7.8.9	-3.65
0.1.3.4.5.6.7.8	-2.75
0.1.3.4.5.6.7.9	-3.96
0.1.3.4.5.6.8.9	0.0
0.1.3.4.5.7.8.9	-3.81
0.1.3.4.6.7.8.9	-3.51
0.1.3.5.6.7.8.9	-3.86
0.1.4.5.6.7.8.9	-3.49
0.2.3.4.5.6.7.8	-2.92
0.2.3.4.5.6.7.9	-4.09
0.2.3.4.5.6.8.9	0.0
0.2.3.4.5.7.8.9	-3.94
0.2.3.4.6.7.8.9	-3.66
0.2.3.5.6.7.8.9	-3.91
0.2.4.5.6.7.8.9	-3.65
0.3.4.5.6.7.8.9	-3.71
1.2.3.4.5.6.7.8	-2.69
1.2.3.4.5.6.7.9	-3.86
1.2.3.4.5.6.8.9	0.0
1.2.3.4.5.7.8.9	-3.7
1.2.3.4.6.7.8.9	-3.45
1.2.3.5.6.7.8.9	-3.77
1.2.4.5.6.7.8.9	-3.42
1.3.4.5.6.7.8.9	-3.59
2.3.4.5.6.7.8.9	-3.64
