Configurations	Weights(%)
0.1.2.6.8	-5.48
0.1.2.6.9	-4.7
0.1.2.7.8	0.0
0.1.2.7.9	0.0
0.1.3.6.8	-5.21
0.1.3.6.9	-4.18
0.1.3.7.8	0.0
0.1.3.7.9	0.0
0.1.4.6.8	-5.02
0.1.4.6.9	-4.65
0.1.4.7.8	0.0
0.1.4.7.9	0.0
0.1.5.6.8	-5.36
0.1.5.6.9	-4.35
0.1.5.7.8	0.0
0.1.5.7.9	0.0
0.2.3.6.8	-5.27
0.2.3.6.9	-4.22
0.2.3.7.8	0.0
0.2.3.7.9	0.0
0.2.4.6.7	-4.19
0.2.4.6.8	-5.06
0.2.4.6.9	-4.64
0.2.4.7.8	0.0
0.2.4.7.9	0.0
0.2.4.8.9	0.0
0.2.5.6.7	-4.54
0.2.5.6.8	-5.52
0.2.5.6.9	-4.44
0.2.5.7.8	0.0
0.2.5.7.9	0.0
0.2.5.8.9	0.0
0.2.6.7.8	-5.11
0.2.6.7.9	-4.19
0.2.6.8.9	-4.26
0.2.7.8.9	0.0
0.3.4.6.7	-4.58
0.3.4.6.8	-4.98
0.3.4.6.9	-4.29
0.3.4.7.8	0.0
0.3.4.7.9	0.0
0.3.4.8.9	0.0
0.3.5.6.7	-4.98
0.3.5.6.8	-5.41
0.3.5.6.9	-4.26
0.3.5.7.8	0.0
0.3.5.7.9	0.0
0.3.5.8.9	0.0
0.3.6.7.8	-4.94
0.3.6.7.9	-3.89
0.3.6.8.9	-3.96
0.3.7.8.9	0.0
0.4.5.6.8	-5.03
0.4.5.6.9	-4.39
0.4.5.7.8	0.0
0.4.5.7.9	0.0
0.4.6.7.8	-4.6
0.4.6.7.9	-4.19
0.4.6.8.9	-4.24
0.4.7.8.9	0.0
0.5.6.7.8	-5.09
0.5.6.7.9	-4.04
0.5.6.8.9	-4.12
0.5.7.8.9	0.0
1.2.3.6.8	-5.58
1.2.3.6.9	-4.79
1.2.3.7.8	0.0
1.2.3.7.9	0.0
1.2.4.6.7	-4.08
1.2.4.6.8	-5.49
1.2.4.6.9	-5.58
1.2.4.7.8	0.0
1.2.4.7.9	0.0
1.2.4.8.9	0.0
1.2.5.6.7	-4.3
1.2.5.6.8	-5.84
1.2.5.6.9	-4.94
1.2.5.7.8	0.0
1.2.5.7.9	0.0
1.2.5.8.9	0.0
1.2.6.7.8	-5.36
1.2.6.7.9	-4.89
1.2.6.8.9	-4.94
1.2.7.8.9	0.0
1.3.4.6.7	-4.33
1.3.4.6.8	-5.31
1.3.4.6.9	-4.94
1.3.4.7.8	0.0
1.3.4.7.9	0.0
1.3.4.8.9	0.0
1.3.5.6.7	-4.58
1.3.5.6.8	-5.57
1.3.5.6.9	-4.55
1.3.5.7.8	0.0
1.3.5.7.9	0.0
1.3.5.8.9	0.0
1.3.6.7.8	-5.07
1.3.6.7.9	-4.37
1.3.6.8.9	-4.41
1.3.7.8.9	0.0
1.4.5.6.8	-5.34
1.4.5.6.9	-4.98
1.4.5.7.8	0.0
1.4.5.7.9	0.0
1.4.6.7.8	-4.85
1.4.6.7.9	-4.99
1.4.6.8.9	-5.02
1.4.7.8.9	0.0
1.5.6.7.8	-5.24
1.5.6.7.9	-4.45
1.5.6.8.9	-4.51
1.5.7.8.9	0.0
2.3.4.6.8	-5.16
2.3.4.6.9	-4.87
2.3.4.7.8	0.0
2.3.4.7.9	0.0
2.3.5.6.8	-5.56
2.3.5.6.9	-4.59
2.3.5.7.8	0.0
2.3.5.7.9	0.0
2.4.5.6.8	-5.3
2.4.5.6.9	-4.96
2.4.5.7.8	0.0
2.4.5.7.9	0.0
2.4.6.7.8	-4.86
2.4.6.7.9	-4.89
2.4.6.8.9	-4.94
2.4.7.8.9	0.0
2.5.6.7.8	-5.36
2.5.6.7.9	-4.46
2.5.6.8.9	-4.54
2.5.7.8.9	0.0
3.4.5.6.8	-5.26
3.4.5.6.9	-4.75
3.4.5.7.8	0.0
3.4.5.7.9	0.0
3.4.6.7.8	-4.78
3.4.6.7.9	-4.52
3.4.6.8.9	-4.57
3.4.7.8.9	0.0
3.5.6.7.8	-5.26
3.5.6.7.9	-4.3
3.5.6.8.9	-4.39
3.5.7.8.9	0.0
