Configurations	Weights(%)
0.1.2.3.4.6.7	-2.07
0.1.2.3.4.6.8	-2.81
0.1.2.3.4.6.9	-1.89
0.1.2.3.4.7.8	-2.5
0.1.2.3.4.7.9	-1.82
0.1.2.3.4.8.9	-1.82
0.1.2.3.5.6.7	-2.06
0.1.2.3.5.6.8	-2.87
0.1.2.3.5.6.9	-2.07
0.1.2.3.5.7.8	-2.55
0.1.2.3.5.7.9	-1.95
0.1.2.3.5.8.9	-1.97
0.1.2.3.6.7.8	-2.61
0.1.2.3.6.7.9	-1.84
0.1.2.3.6.8.9	-1.86
0.1.2.3.7.8.9	-1.77
0.1.2.4.5.6.7	0.0
0.1.2.4.5.6.8	0.0
0.1.2.4.5.6.9	0.0
0.1.2.4.5.7.8	0.0
0.1.2.4.5.7.9	0.0
0.1.2.4.5.8.9	0.0
0.1.2.4.6.7.8	0.0
0.1.2.4.6.7.9	0.0
0.1.2.4.6.8.9	0.0
0.1.2.4.7.8.9	0.0
0.1.2.5.6.7.8	0.0
0.1.2.5.6.7.9	0.0
0.1.2.5.6.8.9	0.0
0.1.2.5.7.8.9	0.0
0.1.2.6.7.8.9	0.0
0.1.3.4.5.6.7	-2.12
0.1.3.4.5.6.8	-2.77
0.1.3.4.5.6.9	-2.07
0.1.3.4.5.7.8	-2.45
0.1.3.4.5.7.9	-1.93
0.1.3.4.5.8.9	-1.95
0.1.3.4.6.7.8	-2.5
0.1.3.4.6.7.9	-1.87
0.1.3.4.6.8.9	-1.88
0.1.3.4.7.8.9	-1.79
0.1.3.5.6.7.8	-2.57
0.1.3.5.6.7.9	-2.01
0.1.3.5.6.8.9	-2.04
0.1.3.5.7.8.9	-1.89
0.1.3.6.7.8.9	-1.81
0.1.4.5.6.7.8	0.0
0.1.4.5.6.7.9	0.0
0.1.4.5.6.8.9	0.0
0.1.4.5.7.8.9	0.0
0.1.4.6.7.8.9	0.0
0.1.5.6.7.8.9	0.0
0.2.3.4.5.6.7	-2.11
0.2.3.4.5.6.8	-2.67
0.2.3.4.5.6.9	-2.1
0.2.3.4.5.7.8	-2.39
0.2.3.4.5.7.9	-1.94
0.2.3.4.5.8.9	-1.97
0.2.3.4.6.7.8	-2.43
0.2.3.4.6.7.9	-1.85
0.2.3.4.6.8.9	-1.87
0.2.3.4.7.8.9	-1.76
0.2.3.5.6.7.8	-2.55
0.2.3.5.6.7.9	-2.05
0.2.3.5.6.8.9	-2.09
0.2.3.5.7.8.9	-1.93
0.2.3.6.7.8.9	-1.82
0.2.4.5.6.7.8	0.0
0.2.4.5.6.7.9	0.0
0.2.4.5.6.8.9	0.0
0.2.4.5.7.8.9	0.0
0.2.4.6.7.8.9	0.0
0.2.5.6.7.8.9	0.0
0.3.4.5.6.7.8	-2.43
0.3.4.5.6.7.9	-2.08
0.3.4.5.6.8.9	-2.12
0.3.4.5.7.8.9	-1.94
0.3.4.6.7.8.9	-1.87
0.3.5.6.7.8.9	-2.05
0.4.5.6.7.8.9	0.0
1.2.3.4.5.6.7	-2.01
1.2.3.4.5.6.8	-2.96
1.2.3.4.5.6.9	-2.05
1.2.3.4.5.7.8	-2.58
1.2.3.4.5.7.9	-1.94
1.2.3.4.5.8.9	-1.95
1.2.3.4.6.7.8	-2.69
1.2.3.4.6.7.9	-1.9
1.2.3.4.6.8.9	-1.89
1.2.3.4.7.8.9	-1.82
1.2.3.5.6.7.8	-2.75
1.2.3.5.6.7.9	-1.98
1.2.3.5.6.8.9	-2.01
1.2.3.5.7.8.9	-1.88
1.2.3.6.7.8.9	-1.81
1.2.4.5.6.7.8	0.0
1.2.4.5.6.7.9	0.0
1.2.4.5.6.8.9	0.0
1.2.4.5.7.8.9	0.0
1.2.4.6.7.8.9	0.0
1.2.5.6.7.8.9	0.0
1.3.4.5.6.7.8	-2.6
1.3.4.5.6.7.9	-2.07
1.3.4.5.6.8.9	-2.08
1.3.4.5.7.8.9	-1.95
1.3.4.6.7.8.9	-1.92
1.3.5.6.7.8.9	-1.99
1.4.5.6.7.8.9	0.0
2.3.4.5.6.7.8	-2.49
2.3.4.5.6.7.9	-2.04
2.3.4.5.6.8.9	-2.07
2.3.4.5.7.8.9	-1.92
2.3.4.6.7.8.9	-1.86
2.3.5.6.7.8.9	-2.0
2.4.5.6.7.8.9	0.0
3.4.5.6.7.8.9	-2.1
