ChipID	Half	Layer0	Layer1	Layer2	Layer3	Layer4	Layer5	Layer6	Layer7	Layer8	Peff(%)
229	h0	0.0	0.64	0.0	0.0	1	0.0	1	0.0	1	0.0
230	h0	0.0	0.667	0.0	0.0	1	0.0	1	0.0	1	0.0
231	h0	0.0	0.4	0.0	0.0	1	0.0	1	0.0	1	0.0
232	h0	0.958	0.64	0.481	0.963	1	0.668	1	0.765	1	14.51
233	h0	1.0	0.727	0.5	1.0	1	0.692	1	0.765	1	19.24
234	h0	0.667	0.45	0.25	0.407	1	0.198	1	0.446	1	0.27
235	h0	0.697	0.8	0.721	0.963	1	0.742	1	0.824	1	23.67
236	h0	0.727	0.777	0.75	1.0	1	0.769	1	0.824	1	26.85
237	h0	0.697	0.483	0.5	0.407	1	0.604	1	0.48	1	1.99
238	h0	0.958	0.72	0.801	0.963	1	0.742	1	0.824	1	32.53
239	h0	0.943	0.75	0.897	1.0	1	0.769	1	0.824	1	40.2
240	h0	0.606	0.517	0.458	0.407	1	0.604	1	0.48	1	1.69
241	h0	0.61	0.48	0.962	0.0	1	0.668	1	0.0	1	0.0
242	h0	0.697	0.5	1.0	0.0	1	0.692	1	0.0	1	0.0
243	h0	0.485	0.3	0.5	0.0	1	0.198	1	0.0	1	0.0
288	h0	0.697	0.96	0.801	0.722	1	0.742	1	0.824	1	23.66
289	h0	0.727	1.0	0.833	0.75	1	0.769	1	0.824	1	28.78
290	h0	0.727	1.0	0.75	0.75	1	0.769	1	0.518	1	16.29
291	h0	0.697	0.88	0.519	0.417	1	0.302	1	0.052	1	0.21
292	h0	0.784	0.8	0.962	0.722	1	0.742	1	0.824	1	26.63
293	h0	0.818	0.833	1.0	0.75	1	0.769	1	0.824	1	32.38
294	h0	0.818	0.833	1.0	0.75	1	0.769	1	0.824	1	32.38
295	h0	0.784	0.733	0.692	0.417	1	0.442	1	0.366	1	2.68
296	h0	0.958	0.72	0.801	0.722	1	0.742	1	0.824	1	24.39
297	h0	1.0	0.75	0.833	0.75	1	0.769	1	0.824	1	29.69
298	h0	1.0	0.75	0.833	0.75	1	0.769	1	0.824	1	29.69
299	h0	0.958	0.63	0.577	0.417	1	0.769	1	0.356	1	3.98
300	h0	0.667	0.72	0.75	0.744	1	0.769	1	0.824	1	16.98
301	h0	0.727	0.75	0.75	0.75	1	0.769	1	0.824	1	19.43
302	h0	0.727	0.75	0.737	0.627	1	0.769	1	0.745	1	14.43
303	h0	0.727	0.32	0.426	0.049	1	0.549	1	0.196	1	0.05
304	h0	0.727	0.833	0.75	0.917	1	0.923	1	0.824	1	31.68
305	h0	0.727	0.833	0.75	0.917	1	0.923	1	0.824	1	31.68
306	h0	0.727	0.833	0.75	0.917	1	0.923	1	0.824	1	31.68
307	h0	0.576	0.567	0.372	0.306	1	0.066	1	0.21	1	0.05
308	h0	0.727	1.0	0.75	1.0	1	1.0	1	0.824	1	44.93
309	h0	0.727	1.0	0.75	1.0	1	1.0	1	0.824	1	44.93
310	h0	0.727	1.0	0.75	1.0	1	1.0	1	0.824	1	44.93
311	h0	0.606	0.72	0.372	0.333	1	0.107	1	0.223	1	0.13
312	h0	1.0	0.75	1.0	0.833	1	0.923	1	0.824	1	47.52
313	h0	1.0	0.75	1.0	0.833	1	0.923	1	0.824	1	47.52
314	h0	1.0	0.75	1.0	0.833	1	0.923	1	0.817	1	47.11
315	h0	0.833	0.517	0.538	0.278	1	0.066	1	0.196	1	0.08
316	h0	0.818	0.683	0.917	0.738	1	0.769	1	0.824	1	23.96
317	h0	0.818	0.75	0.917	0.75	1	0.769	1	0.824	1	26.74
318	h0	0.818	0.75	0.917	0.725	1	0.769	1	0.775	1	24.31
319	h0	0.307	0.467	0.141	0.059	1	0.687	1	0.212	1	0.02
320	h0	0.697	0.72	0.721	0.722	1	0.742	1	0.824	1	15.97
321	h0	0.727	0.75	0.75	0.75	1	0.769	1	0.824	1	19.43
322	h0	0.727	0.75	0.75	0.75	1	0.769	1	0.824	1	19.43
323	h0	0.697	0.63	0.519	0.417	1	0.769	1	0.366	1	2.67
324	h0	0.697	0.96	0.721	0.722	1	0.742	1	0.824	1	21.3
325	h0	0.727	1.0	0.75	0.75	1	0.769	1	0.824	1	25.91
326	h0	0.727	1.0	0.75	0.75	1	0.769	1	0.824	1	25.91
327	h0	0.697	0.84	0.519	0.417	1	0.489	1	0.366	1	2.27
328	h0	0.958	0.8	0.801	0.722	1	0.742	1	0.824	1	27.1
329	h0	1.0	0.833	0.772	0.75	1	0.769	1	0.824	1	30.56
330	h0	1.0	0.833	0.667	0.75	1	0.769	1	0.505	1	16.18
331	h0	0.958	0.7	0.404	0.417	1	0.302	1	0.026	1	0.09
697	h1	0.0	0.69	0.0	0.074	1	0.0	1	0.0	1	0.0
698	h1	0.0	0.75	0.0	0.0	1	0.0	1	0.0	1	0.0
699	h1	0.0	0.48	0.0	0.0	1	0.0	1	0.0	1	0.0
700	h1	0.958	0.72	0.481	0.889	1	0.668	1	0.765	1	15.07
701	h1	1.0	0.75	0.5	1.0	1	0.692	1	0.824	1	21.38
702	h1	0.667	0.48	0.25	0.407	1	0.198	1	0.49	1	0.32
703	h1	0.697	0.72	0.801	0.802	1	0.742	1	0.801	1	19.16
704	h1	0.727	0.75	0.833	0.981	1	0.769	1	0.824	1	28.23
705	h1	0.697	0.54	0.583	0.407	1	0.604	1	0.49	1	2.64
706	h1	0.958	0.72	0.801	0.963	1	0.742	1	0.824	1	32.53
707	h1	0.943	0.75	0.833	1.0	1	0.769	1	0.824	1	37.33
708	h1	0.606	0.54	0.417	0.407	1	0.604	1	0.48	1	1.61
709	h1	0.61	0.4	0.962	0.0	1	0.668	1	0.0	1	0.0
710	h1	0.697	0.417	1.0	0.0	1	0.692	1	0.0	1	0.0
711	h1	0.485	0.267	0.538	0.0	1	0.198	1	0.0	1	0.0
756	h1	0.697	0.88	0.641	0.802	1	0.742	1	0.801	1	18.74
757	h1	0.727	0.917	0.667	0.772	1	0.769	1	0.824	1	21.75
758	h1	0.727	0.917	0.667	0.75	1	0.769	1	0.537	1	13.77
759	h1	0.697	0.807	0.487	0.444	1	0.302	1	0.052	1	0.19
760	h1	0.784	0.88	0.962	0.741	1	0.742	1	0.801	1	29.23
761	h1	0.818	0.863	1.0	0.75	1	0.769	1	0.824	1	33.55
762	h1	0.818	0.867	1.0	0.75	1	0.769	1	0.824	1	33.7
763	h1	0.784	0.807	0.731	0.444	1	0.489	1	0.366	1	3.68
764	h1	0.958	0.72	0.801	0.741	1	0.742	1	0.801	1	24.33
765	h1	1.0	0.807	0.917	0.75	1	0.769	1	0.824	1	35.17
766	h1	1.0	0.803	0.917	0.75	1	0.769	1	0.824	1	34.99
767	h1	0.958	0.66	0.67	0.444	1	0.769	1	0.366	1	5.29
768	h1	0.667	0.697	0.728	0.744	1	0.769	1	0.824	1	15.96
769	h1	0.727	0.75	0.75	0.75	1	0.769	1	0.824	1	19.43
770	h1	0.727	0.75	0.744	0.627	1	0.769	1	0.765	1	14.96
771	h1	0.727	0.417	0.455	0.052	1	0.549	1	0.216	1	0.09
772	h1	0.727	0.75	0.75	0.917	1	0.923	1	0.824	1	28.52
773	h1	0.727	0.75	0.75	0.917	1	0.923	1	0.824	1	28.52
774	h1	0.727	0.75	0.75	0.917	1	0.923	1	0.824	1	28.52
775	h1	0.576	0.54	0.401	0.278	1	0.099	1	0.229	1	0.08
776	h1	0.727	1.0	0.75	1.0	1	1.0	1	0.824	1	44.93
777	h1	0.727	1.0	0.75	1.0	1	1.0	1	0.824	1	44.93
778	h1	0.727	1.0	0.75	1.0	1	1.0	1	0.824	1	44.93
779	h1	0.606	0.72	0.401	0.37	1	0.107	1	0.252	1	0.17
780	h1	1.0	0.75	0.917	0.833	1	0.923	1	0.824	1	43.57
781	h1	1.0	0.75	0.917	0.833	1	0.923	1	0.824	1	43.57
782	h1	1.0	0.75	0.917	0.833	1	0.923	1	0.809	1	42.78
783	h1	0.833	0.54	0.494	0.278	1	0.099	1	0.196	1	0.12
784	h1	0.818	0.67	1.0	0.738	1	0.769	1	0.824	1	25.63
785	h1	0.818	0.75	1.0	0.75	1	0.769	1	0.824	1	29.16
786	h1	0.818	0.75	1.0	0.725	1	0.769	1	0.775	1	26.51
787	h1	0.341	0.41	0.192	0.086	1	0.687	1	0.191	1	0.03
788	h1	0.697	0.72	0.721	0.741	1	0.742	1	0.801	1	15.94
789	h1	0.727	0.75	0.75	0.75	1	0.769	1	0.824	1	19.43
790	h1	0.727	0.75	0.75	0.75	1	0.769	1	0.824	1	19.43
791	h1	0.697	0.66	0.548	0.444	1	0.769	1	0.378	1	3.25
792	h1	0.697	0.88	0.721	0.722	1	0.742	1	0.801	1	18.98
793	h1	0.727	0.917	0.75	0.75	1	0.769	1	0.824	1	23.76
794	h1	0.727	0.917	0.75	0.75	1	0.769	1	0.824	1	23.76
795	h1	0.697	0.807	0.548	0.444	1	0.442	1	0.378	1	2.29
796	h1	0.958	0.843	0.721	0.722	1	0.742	1	0.824	1	25.7
797	h1	1.0	0.917	0.75	0.75	1	0.769	1	0.824	1	32.68
798	h1	1.0	0.917	0.673	0.75	1	0.769	1	0.48	1	17.08
799	h1	0.958	0.807	0.426	0.444	1	0.302	1	0.0	1	0.0
