Configurations	Weights(%)
0.1.2.3.4.5.6.7	-2.73
0.1.2.3.4.5.6.8	-2.61
0.1.2.3.4.5.6.9	-2.27
0.1.2.3.4.5.7.8	-2.72
0.1.2.3.4.5.7.9	-2.36
0.1.2.3.4.5.8.9	-2.38
0.1.2.3.4.6.7.8	-2.86
0.1.2.3.4.6.7.9	-2.3
0.1.2.3.4.6.8.9	-2.3
0.1.2.3.4.7.8.9	-2.4
0.1.2.3.5.6.7.8	-3.04
0.1.2.3.5.6.7.9	-2.47
0.1.2.3.5.6.8.9	-2.47
0.1.2.3.5.7.8.9	-2.58
0.1.2.3.6.7.8.9	-2.53
0.1.2.4.5.6.7.8	0.0
0.1.2.4.5.6.7.9	0.0
0.1.2.4.5.6.8.9	0.0
0.1.2.4.5.7.8.9	0.0
0.1.2.4.6.7.8.9	0.0
0.1.2.5.6.7.8.9	0.0
0.1.3.4.5.6.7.8	-2.58
0.1.3.4.5.6.7.9	-2.24
0.1.3.4.5.6.8.9	-2.25
0.1.3.4.5.7.8.9	-2.34
0.1.3.4.6.7.8.9	-2.32
0.1.3.5.6.7.8.9	-2.44
0.1.4.5.6.7.8.9	0.0
0.2.3.4.5.6.7.8	-2.93
0.2.3.4.5.6.7.9	-2.31
0.2.3.4.5.6.8.9	-2.31
0.2.3.4.5.7.8.9	-2.43
0.2.3.4.6.7.8.9	-2.34
0.2.3.5.6.7.8.9	-2.53
0.2.4.5.6.7.8.9	0.0
0.3.4.5.6.7.8.9	-2.25
1.2.3.4.5.6.7.8	-2.64
1.2.3.4.5.6.7.9	-2.16
1.2.3.4.5.6.8.9	-2.17
1.2.3.4.5.7.8.9	-2.26
1.2.3.4.6.7.8.9	-2.17
1.2.3.5.6.7.8.9	-2.3
1.2.4.5.6.7.8.9	0.0
1.3.4.5.6.7.8.9	-2.13
2.3.4.5.6.7.8.9	-2.21
