ChipID	Half	Layer0	Layer1	Layer2	Layer3	Layer4	Layer5	Layer6	Layer7	Layer8	Peff(%)	Peff_Original(%)
344	h0	1	0.947	0.76	0.762	0.955	0.668	1	1	0.786	25.55	25.55
345	h0	1	0.971	0.8	0.8	1.0	0.7	1	1	0.786	31.76	31.76
346	h0	1	0.889	0.7	0.8	1.0	0.682	1	1	0.786	24.79	24.79
347	h0	1	0.842	0.95	0.667	0.668	0.859	1	1	0.786	22.35	22.35
348	h0	1	0.889	1.0	0.7	0.7	0.9	1	1	0.786	28.63	28.63
349	h0	1	0.889	1.0	0.7	0.7	0.9	1	1	0.786	28.63	28.63
350	h0	1	0.947	0.76	0.667	0.955	0.764	1	1	0.786	25.58	25.58
351	h0	1	1.0	0.765	0.7	1.0	0.8	1	1	0.786	33.67	33.67
352	h0	1	1.0	0.7	0.7	1.0	0.8	1	1	0.786	30.81	30.81
353	h0	1	0.632	0.76	0.952	0.668	0.668	1	1	0.857	16.24	16.24
354	h0	1	0.667	0.84	1.0	0.7	0.7	1	1	0.786	20.05	20.05
355	h0	1	0.667	0.9	1.0	0.673	0.691	1	1	0.786	20.38	20.38
392	h0	1	0.632	0.665	0.952	0.764	0.955	1	1	0.786	21.32	21.32
393	h0	1	0.667	0.7	1.0	0.8	1.0	1	1	0.786	27.27	27.27
394	h0	1	0.667	0.7	1.0	0.8	1.0	1	1	0.786	27.27	27.27
395	h0	1	0.667	0.7	1.0	0.8	1.0	1	1	0.786	27.27	27.27
396	h0	1	0.947	0.95	0.667	0.955	0.668	1	1	0.786	27.95	27.95
397	h0	1	1.0	1.0	0.7	1.0	0.7	1	1	0.786	35.78	35.78
398	h0	1	1.0	1.0	0.7	1.0	0.7	1	1	0.786	35.78	35.78
399	h0	1	1.0	1.0	0.7	1.0	0.7	1	1	0.786	35.78	35.78
400	h0	1	0.614	0.9	0.614	1.0	0.655	1	1	0.737	16.38	16.38
401	h0	1	0.778	1.0	0.7	1.0	0.7	1	1	0.786	29.96	29.96
402	h0	1	0.778	1.0	0.7	1.0	0.7	1	1	0.786	29.96	29.96
403	h0	1	0.778	1.0	0.671	1.0	0.7	1	1	0.749	25.43	25.43
404	h0	1	0.667	0.7	0.7	0.6	0.7	1	1	0.772	10.6	10.6
405	h0	1	0.667	0.7	0.7	0.6	0.7	1	1	0.786	10.79	10.79
406	h0	1	0.667	0.7	0.7	0.6	0.7	1	1	0.786	10.79	10.79
407	h0	1	0.667	0.7	0.7	0.6	0.7	1	1	0.786	10.79	10.79
408	h0	1	0.947	0.8	1.0	0.8	1.0	1	1	0.765	46.37	46.37
409	h0	1	1.0	0.8	1.0	0.8	1.0	1	1	0.786	50.3	50.3
410	h0	1	1.0	0.8	1.0	0.8	1.0	1	1	0.786	50.3	50.3
411	h0	1	1.0	0.8	1.0	0.8	1.0	1	1	0.786	50.3	50.3
412	h0	1	0.655	0.9	0.7	1.0	0.7	1	1	0.765	22.1	22.1
413	h0	1	0.667	0.9	0.7	1.0	0.7	1	1	0.786	23.12	23.12
414	h0	1	0.667	0.9	0.7	1.0	0.7	1	1	0.786	23.12	23.12
415	h0	1	0.667	0.9	0.7	1.0	0.7	1	1	0.767	22.56	22.56
416	h0	1	0.737	0.58	0.686	0.577	0.645	1	1	0.671	7.32	7.32
417	h0	1	1.0	0.7	0.8	0.6	0.7	1	1	0.786	18.49	18.49
418	h0	1	1.0	0.7	0.8	0.6	0.7	1	1	0.786	18.49	18.49
419	h0	1	1.0	0.7	0.8	0.6	0.7	1	1	0.786	18.49	18.49
420	h0	1	0.947	0.665	0.857	0.573	0.668	1	1	0.786	16.24	16.24
421	h0	1	1.0	0.7	0.9	0.6	0.7	1	1	0.786	20.8	20.8
422	h0	1	1.0	0.7	0.9	0.6	0.7	1	1	0.786	20.8	20.8
423	h0	1	1.0	0.7	0.9	0.6	0.7	1	1	0.786	20.8	20.8
424	h0	1	0.632	0.95	0.857	0.668	0.955	1	1	0.786	25.8	25.8
425	h0	1	0.667	1.0	0.9	0.7	1.0	1	1	0.786	33.03	33.03
426	h0	1	0.667	1.0	0.9	0.7	1.0	1	1	0.786	33.03	33.03
427	h0	1	0.667	1.0	0.9	0.7	1.0	1	1	0.786	33.03	33.03
448	h0	1	0.632	0.76	0.667	0.668	0.764	1	1	0.786	11.94	11.94
449	h0	1	0.667	0.8	0.7	0.7	0.8	1	1	0.786	15.27	15.27
450	h0	1	0.667	0.8	0.7	0.695	0.8	1	1	0.786	15.16	15.16
451	h0	1	0.667	0.8	0.7	0.605	0.8	1	1	0.786	13.2	13.2
452	h0	1	0.667	0.68	0.467	0.655	0.8	1	1	0.786	8.1	8.1
453	h0	1	0.947	0.575	0.952	0.764	0.955	1	1	0.62	21.79	21.79
454	h0	1	1.0	0.7	1.0	0.8	1.0	1	1	0.786	40.89	40.89
455	h0	1	1.0	0.7	1.0	0.8	1.0	1	1	0.786	40.89	40.89
456	h0	1	1.0	0.7	1.0	0.8	1.0	1	1	0.786	40.89	40.89
457	h0	1	1.0	0.61	0.667	0.8	1.0	1	1	0.758	22.92	22.92
458	h0	1	0.737	0.95	0.952	0.764	0.955	1	1	0.786	38.22	38.22
459	h0	1	0.778	1.0	1.0	0.8	1.0	1	1	0.786	48.92	48.92
460	h0	1	0.778	1.0	1.0	0.8	1.0	1	1	0.786	48.92	48.92
461	h0	1	0.778	1.0	1.0	0.8	1.0	1	1	0.786	48.92	48.92
462	h0	1	0.778	0.85	0.667	0.8	1.0	1	1	0.786	27.74	27.74
463	h0	1	0.632	0.665	0.667	0.955	0.668	1	1	0.786	14.06	14.06
464	h0	1	0.667	0.7	0.7	1.0	0.7	1	1	0.786	17.98	17.98
465	h0	1	0.667	0.7	0.7	1.0	0.7	1	1	0.786	17.98	17.98
466	h0	1	0.667	0.7	0.7	1.0	0.7	1	1	0.786	17.98	17.98
467	h0	1	0.667	0.595	0.467	1.0	0.7	1	1	0.721	9.35	9.35
812	h1	1	0.842	0.76	0.724	0.909	0.668	1	1	0.76	19.22	19.22
813	h1	1	0.889	0.8	0.843	1.0	0.7	1	1	0.786	30.64	30.64
814	h1	1	0.889	0.8	0.9	1.0	0.686	1	1	0.786	32.06	32.06
815	h1	1	0.842	0.95	0.724	0.636	0.859	1	1	0.76	21.62	21.62
816	h1	1	0.889	1.0	0.762	0.7	0.9	1	1	0.786	31.16	31.16
817	h1	1	0.889	1.0	0.7	0.7	0.9	1	1	0.786	28.63	28.63
818	h1	1	0.947	0.665	0.633	0.909	0.764	1	1	0.76	18.91	18.91
819	h1	1	1.0	0.7	0.7	1.0	0.8	1	1	0.786	30.81	30.81
820	h1	1	1.0	0.7	0.7	1.0	0.8	1	1	0.786	30.81	30.81
821	h1	1	0.632	0.76	0.905	0.636	0.668	1	1	0.76	13.04	13.04
822	h1	1	0.778	0.8	1.0	0.7	0.7	1	1	0.786	22.27	22.27
823	h1	1	0.778	0.8	1.0	0.7	0.691	1	1	0.786	21.98	21.98
860	h1	1	0.632	0.57	0.905	0.727	0.955	1	1	0.76	15.47	15.47
861	h1	1	0.637	0.6	1.0	0.8	1.0	1	1	0.786	22.33	22.33
862	h1	1	0.556	0.6	1.0	0.8	1.0	1	1	0.786	19.49	19.49
863	h1	1	0.62	0.6	1.0	0.8	1.0	1	1	0.786	21.73	21.73
864	h1	1	0.947	0.855	0.724	0.909	0.668	1	1	0.76	24.32	24.32
865	h1	1	1.0	0.9	0.8	1.0	0.7	1	1	0.786	36.8	36.8
866	h1	1	1.0	0.9	0.8	1.0	0.7	1	1	0.786	36.8	36.8
867	h1	1	1.0	0.9	0.8	1.0	0.7	1	1	0.786	36.8	36.8
868	h1	1	0.655	0.9	0.6	0.955	0.655	1	1	0.737	14.66	14.66
869	h1	1	0.889	1.0	0.7	1.0	0.7	1	1	0.786	31.81	31.81
870	h1	1	0.889	1.0	0.7	1.0	0.7	1	1	0.786	31.81	31.81
871	h1	1	0.889	1.0	0.7	1.0	0.7	1	1	0.767	31.04	31.04
872	h1	1	0.661	0.7	0.7	0.7	0.7	1	1	0.772	12.25	12.25
873	h1	1	0.667	0.7	0.7	0.7	0.7	1	1	0.786	12.59	12.59
874	h1	1	0.667	0.7	0.7	0.7	0.7	1	1	0.786	12.59	12.59
875	h1	1	0.667	0.7	0.7	0.7	0.7	1	1	0.786	12.59	12.59
876	h1	1	0.947	0.7	1.0	0.7	1.0	1	1	0.74	33.24	33.24
877	h1	1	1.0	0.7	1.0	0.7	1.0	1	1	0.786	38.51	38.51
878	h1	1	1.0	0.7	1.0	0.7	1.0	1	1	0.786	38.51	38.51
879	h1	1	1.0	0.7	1.0	0.7	1.0	1	1	0.786	38.51	38.51
880	h1	1	0.643	1.0	0.7	1.0	0.7	1	1	0.744	23.44	23.44
881	h1	1	0.667	1.0	0.7	1.0	0.7	1	1	0.786	25.69	25.69
882	h1	1	0.667	1.0	0.7	1.0	0.7	1	1	0.786	25.69	25.69
883	h1	1	0.667	1.0	0.7	1.0	0.7	1	1	0.767	25.07	25.07
884	h1	1	0.737	0.61	0.567	0.655	0.618	1	1	0.682	7.04	7.04
885	h1	1	1.0	0.7	0.7	0.7	0.7	1	1	0.786	18.87	18.87
886	h1	1	1.0	0.7	0.7	0.7	0.7	1	1	0.786	18.87	18.87
887	h1	1	1.0	0.7	0.7	0.7	0.7	1	1	0.786	18.87	18.87
888	h1	1	0.947	0.665	0.814	0.636	0.668	1	1	0.76	16.55	16.55
889	h1	1	1.0	0.7	0.9	0.7	0.7	1	1	0.786	24.26	24.26
890	h1	1	1.0	0.7	0.9	0.7	0.7	1	1	0.786	24.26	24.26
891	h1	1	1.0	0.7	0.9	0.7	0.7	1	1	0.786	24.26	24.26
892	h1	1	0.632	0.95	0.814	0.636	0.955	1	1	0.76	22.56	22.56
893	h1	1	0.667	1.0	0.9	0.7	1.0	1	1	0.786	33.03	33.03
894	h1	1	0.667	1.0	0.9	0.7	1.0	1	1	0.786	33.03	33.03
895	h1	1	0.667	1.0	1.0	0.7	1.0	1	1	0.721	33.66	33.66
916	h1	1	0.632	0.855	0.633	0.727	0.764	1	1	0.76	12.98	12.98
917	h1	1	0.702	0.9	0.7	0.755	0.8	1	1	0.786	19.51	19.51
918	h1	1	0.778	0.9	0.7	0.7	0.8	1	1	0.786	20.04	20.04
919	h1	1	0.719	0.9	0.7	0.7	0.8	1	1	0.786	18.52	18.52
920	h1	1	0.667	0.81	0.5	0.7	0.8	1	1	0.786	11.05	11.05
921	h1	1	0.947	0.485	0.905	0.636	0.955	1	1	0.594	13.48	13.48
922	h1	1	1.0	0.69	1.0	0.75	1.0	1	1	0.786	37.79	37.79
923	h1	1	1.0	0.7	1.0	0.8	1.0	1	1	0.786	40.89	40.89
924	h1	1	0.889	0.7	1.0	0.8	1.0	1	1	0.786	36.35	36.35
925	h1	1	0.889	0.65	0.714	0.8	1.0	1	1	0.765	23.46	23.46
926	h1	1	0.737	0.95	0.952	0.636	0.955	1	1	0.76	30.77	30.77
927	h1	1	0.778	1.0	1.0	0.7	1.0	1	1	0.786	42.81	42.81
928	h1	1	0.778	1.0	1.0	0.7	1.0	1	1	0.786	42.81	42.81
929	h1	1	0.778	1.0	1.0	0.7	1.0	1	1	0.786	42.81	42.81
930	h1	1	0.778	0.9	0.714	0.7	1.0	1	1	0.786	27.51	27.51
931	h1	1	0.632	0.76	0.667	0.909	0.668	1	1	0.76	14.78	14.78
932	h1	1	0.667	0.8	0.7	1.0	0.7	1	1	0.786	20.55	20.55
933	h1	1	0.667	0.8	0.7	1.0	0.7	1	1	0.786	20.55	20.55
934	h1	1	0.667	0.8	0.7	1.0	0.7	1	1	0.786	20.55	20.55
935	h1	1	0.667	0.72	0.5	1.0	0.7	1	1	0.721	12.12	12.12
