Configurations	Weights(%)
0.1.2.3.4.5.6.7	-2.57
0.1.2.3.4.5.6.8	-2.93
0.1.2.3.4.5.6.9	-2.9
0.1.2.3.4.5.7.8	-3.28
0.1.2.3.4.5.7.9	-2.75
0.1.2.3.4.5.8.9	-2.82
0.1.2.3.4.6.7.8	-3.14
0.1.2.3.4.6.7.9	-2.91
0.1.2.3.4.6.8.9	-2.95
0.1.2.3.4.7.8.9	-2.78
0.1.2.3.5.6.7.8	-3.36
0.1.2.3.5.6.7.9	-2.64
0.1.2.3.5.6.8.9	-2.69
0.1.2.3.5.7.8.9	-2.57
0.1.2.3.6.7.8.9	-2.67
0.1.2.4.5.6.7.8	0.0
0.1.2.4.5.6.7.9	0.0
0.1.2.4.5.6.8.9	0.0
0.1.2.4.5.7.8.9	0.0
0.1.2.4.6.7.8.9	0.0
0.1.2.5.6.7.8.9	0.0
0.1.3.4.5.6.7.8	-3.13
0.1.3.4.5.6.7.9	-2.63
0.1.3.4.5.6.8.9	-2.7
0.1.3.4.5.7.8.9	-2.58
0.1.3.4.6.7.8.9	-2.64
0.1.3.5.6.7.8.9	-2.5
0.1.4.5.6.7.8.9	0.0
0.2.3.4.5.6.7.8	-3.07
0.2.3.4.5.6.7.9	-2.66
0.2.3.4.5.6.8.9	-2.71
0.2.3.4.5.7.8.9	-2.6
0.2.3.4.6.7.8.9	-2.74
0.2.3.5.6.7.8.9	-2.52
0.2.4.5.6.7.8.9	0.0
0.3.4.5.6.7.8.9	-2.47
1.2.3.4.5.6.7.8	-3.38
1.2.3.4.5.6.7.9	-2.96
1.2.3.4.5.6.8.9	-3.01
1.2.3.4.5.7.8.9	-2.84
1.2.3.4.6.7.8.9	-2.99
1.2.3.5.6.7.8.9	-2.74
1.2.4.5.6.7.8.9	0.0
1.3.4.5.6.7.8.9	-2.77
2.3.4.5.6.7.8.9	-2.7
