Configurations	Weights(%)
0.1.2.3.4.6.7	-3.19
0.1.2.3.4.6.8	0.0
0.1.2.3.4.6.9	0.0
0.1.2.3.4.7.8	-3.9
0.1.2.3.4.7.9	-3.2
0.1.2.3.4.8.9	0.0
0.1.2.3.5.6.7	-3.08
0.1.2.3.5.6.8	0.0
0.1.2.3.5.6.9	0.0
0.1.2.3.5.7.8	-3.97
0.1.2.3.5.7.9	-3.05
0.1.2.3.5.8.9	0.0
0.1.2.3.6.7.8	-3.82
0.1.2.3.6.7.9	-3.05
0.1.2.3.6.8.9	0.0
0.1.2.3.7.8.9	-3.02
0.1.2.4.5.6.7	-3.1
0.1.2.4.5.6.8	0.0
0.1.2.4.5.6.9	0.0
0.1.2.4.5.7.8	-3.87
0.1.2.4.5.7.9	-3.35
0.1.2.4.5.8.9	0.0
0.1.2.4.6.7.8	-3.83
0.1.2.4.6.7.9	-3.49
0.1.2.4.6.8.9	0.0
0.1.2.4.7.8.9	-3.41
0.1.2.5.6.7.8	-3.8
0.1.2.5.6.7.9	-3.2
0.1.2.5.6.8.9	0.0
0.1.2.5.7.8.9	-3.19
0.1.2.6.7.8.9	-3.26
0.1.3.4.5.6.7	-3.04
0.1.3.4.5.6.8	0.0
0.1.3.4.5.6.9	0.0
0.1.3.4.5.7.8	-3.83
0.1.3.4.5.7.9	-3.06
0.1.3.4.5.8.9	0.0
0.1.3.4.6.7.8	-3.69
0.1.3.4.6.7.9	-3.02
0.1.3.4.6.8.9	0.0
0.1.3.4.7.8.9	-2.99
0.1.3.5.6.7.8	-4.05
0.1.3.5.6.7.9	-2.95
0.1.3.5.6.8.9	0.0
0.1.3.5.7.8.9	-2.97
0.1.3.6.7.8.9	-2.9
0.1.4.5.6.7.8	-3.68
0.1.4.5.6.7.9	-3.16
0.1.4.5.6.8.9	0.0
0.1.4.5.7.8.9	-3.15
0.1.4.6.7.8.9	-3.19
0.1.5.6.7.8.9	-3.06
0.2.3.4.5.6.7	-3.23
0.2.3.4.5.6.8	0.0
0.2.3.4.5.6.9	0.0
0.2.3.4.5.7.8	-3.75
0.2.3.4.5.7.9	-3.08
0.2.3.4.5.8.9	0.0
0.2.3.4.6.7.8	-3.66
0.2.3.4.6.7.9	-3.15
0.2.3.4.6.8.9	0.0
0.2.3.4.7.8.9	-3.12
0.2.3.5.6.7.8	-3.84
0.2.3.5.6.7.9	-2.97
0.2.3.5.6.8.9	0.0
0.2.3.5.7.8.9	-2.98
0.2.3.6.7.8.9	-3.0
0.2.4.5.6.7.8	-3.65
0.2.4.5.6.7.9	-3.3
0.2.4.5.6.8.9	0.0
0.2.4.5.7.8.9	-3.28
0.2.4.6.7.8.9	-3.41
0.2.5.6.7.8.9	-3.17
0.3.4.5.6.7.8	-3.7
0.3.4.5.6.7.9	-2.91
0.3.4.5.6.8.9	0.0
0.3.4.5.7.8.9	-2.93
0.3.4.6.7.8.9	-2.92
0.3.5.6.7.8.9	-2.87
0.4.5.6.7.8.9	-3.07
1.2.3.4.5.6.7	-3.35
1.2.3.4.5.6.8	0.0
1.2.3.4.5.6.9	0.0
1.2.3.4.5.7.8	-4.16
1.2.3.4.5.7.9	-3.29
1.2.3.4.5.8.9	0.0
1.2.3.4.6.7.8	-4.02
1.2.3.4.6.7.9	-3.28
1.2.3.4.6.8.9	0.0
1.2.3.4.7.8.9	-3.22
1.2.3.5.6.7.8	-4.33
1.2.3.5.6.7.9	-3.13
1.2.3.5.6.8.9	0.0
1.2.3.5.7.8.9	-3.13
1.2.3.6.7.8.9	-3.09
1.2.4.5.6.7.8	-3.96
1.2.4.5.6.7.9	-3.41
1.2.4.5.6.8.9	0.0
1.2.4.5.7.8.9	-3.35
1.2.4.6.7.8.9	-3.46
1.2.5.6.7.8.9	-3.22
1.3.4.5.6.7.8	-4.11
1.3.4.5.6.7.9	-3.17
1.3.4.5.6.8.9	0.0
1.3.4.5.7.8.9	-3.2
1.3.4.6.7.8.9	-3.09
1.3.5.6.7.8.9	-3.07
1.4.5.6.7.8.9	-3.22
2.3.4.5.6.7.8	-3.92
2.3.4.5.6.7.9	-3.07
2.3.4.5.6.8.9	0.0
2.3.4.5.7.8.9	-3.06
2.3.4.6.7.8.9	-3.1
2.3.5.6.7.8.9	-2.97
2.4.5.6.7.8.9	-3.23
3.4.5.6.7.8.9	-2.95
