Configurations	Weights(%)
0.1.2.6.8	0.0
0.1.2.6.9	0.0
0.1.2.7.8	-5.89
0.1.2.7.9	-5.33
0.1.3.6.8	0.0
0.1.3.6.9	0.0
0.1.3.7.8	-5.91
0.1.3.7.9	-4.81
0.1.4.6.8	0.0
0.1.4.6.9	0.0
0.1.4.7.8	-5.79
0.1.4.7.9	-5.23
0.1.5.6.8	0.0
0.1.5.6.9	0.0
0.1.5.7.8	-5.95
0.1.5.7.9	-5.09
0.2.3.6.8	0.0
0.2.3.6.9	0.0
0.2.3.7.8	-5.77
0.2.3.7.9	-4.96
0.2.4.6.7	-5.2
0.2.4.6.8	0.0
0.2.4.6.9	0.0
0.2.4.7.8	-5.87
0.2.4.7.9	-5.6
0.2.4.8.9	0.0
0.2.5.6.7	-5.02
0.2.5.6.8	0.0
0.2.5.6.9	0.0
0.2.5.7.8	-5.82
0.2.5.7.9	-5.26
0.2.5.8.9	0.0
0.2.6.7.8	-5.63
0.2.6.7.9	-5.37
0.2.6.8.9	0.0
0.2.7.8.9	-5.37
0.3.4.6.7	-5.0
0.3.4.6.8	0.0
0.3.4.6.9	0.0
0.3.4.7.8	-5.64
0.3.4.7.9	-4.84
0.3.4.8.9	0.0
0.3.5.6.7	-5.13
0.3.5.6.8	0.0
0.3.5.6.9	0.0
0.3.5.7.8	-6.15
0.3.5.7.9	-4.81
0.3.5.8.9	0.0
0.3.6.7.8	-5.76
0.3.6.7.9	-4.72
0.3.6.8.9	0.0
0.3.7.8.9	-4.76
0.4.5.6.8	0.0
0.4.5.6.9	0.0
0.4.5.7.8	-5.72
0.4.5.7.9	-5.13
0.4.6.7.8	-5.53
0.4.6.7.9	-5.18
0.4.6.8.9	0.0
0.4.7.8.9	-5.19
0.5.6.7.8	-5.82
0.5.6.7.9	-5.0
0.5.6.8.9	0.0
0.5.7.8.9	-5.07
1.2.3.6.8	0.0
1.2.3.6.9	0.0
1.2.3.7.8	-6.34
1.2.3.7.9	-5.09
1.2.4.6.7	-5.28
1.2.4.6.8	0.0
1.2.4.6.9	0.0
1.2.4.7.8	-6.27
1.2.4.7.9	-5.6
1.2.4.8.9	0.0
1.2.5.6.7	-5.03
1.2.5.6.8	0.0
1.2.5.6.9	0.0
1.2.5.7.8	-6.32
1.2.5.7.9	-5.33
1.2.5.8.9	0.0
1.2.6.7.8	-6.04
1.2.6.7.9	-5.37
1.2.6.8.9	0.0
1.2.7.8.9	-5.3
1.3.4.6.7	-5.17
1.3.4.6.8	0.0
1.3.4.6.9	0.0
1.3.4.7.8	-6.14
1.3.4.7.9	-5.14
1.3.4.8.9	0.0
1.3.5.6.7	-5.22
1.3.5.6.8	0.0
1.3.5.6.9	0.0
1.3.5.7.8	-6.85
1.3.5.7.9	-5.24
1.3.5.8.9	0.0
1.3.6.7.8	-6.37
1.3.6.7.9	-4.94
1.3.6.8.9	0.0
1.3.7.8.9	-4.98
1.4.5.6.8	0.0
1.4.5.6.9	0.0
1.4.5.7.8	-6.13
1.4.5.7.9	-5.38
1.4.6.7.8	-5.86
1.4.6.7.9	-5.31
1.4.6.8.9	0.0
1.4.7.8.9	-5.27
1.5.6.7.8	-6.37
1.5.6.7.9	-5.17
1.5.6.8.9	0.0
1.5.7.8.9	-5.23
2.3.4.6.8	0.0
2.3.4.6.9	0.0
2.3.4.7.8	-6.0
2.3.4.7.9	-5.1
2.3.5.6.8	0.0
2.3.5.6.9	0.0
2.3.5.7.8	-6.45
2.3.5.7.9	-4.97
2.4.5.6.8	0.0
2.4.5.6.9	0.0
2.4.5.7.8	-6.0
2.4.5.7.9	-5.34
2.4.6.7.8	-5.81
2.4.6.7.9	-5.48
2.4.6.8.9	0.0
2.4.7.8.9	-5.41
2.5.6.7.8	-6.04
2.5.6.7.9	-5.15
2.5.6.8.9	0.0
2.5.7.8.9	-5.17
3.4.5.6.8	0.0
3.4.5.6.9	0.0
3.4.5.7.8	-6.22
3.4.5.7.9	-4.99
3.4.6.7.8	-5.83
3.4.6.7.9	-4.84
3.4.6.8.9	0.0
3.4.7.8.9	-4.86
3.5.6.7.8	-6.7
3.5.6.7.9	-4.83
3.5.6.8.9	0.0
3.5.7.8.9	-4.93
