ChipID	Half	Layer0	Layer1	Layer2	Layer3	Layer4	Layer5	Layer6	Layer7	Layer8	Peff(%)	Peff_Original(%)
229	h0	1	0.571	0.607	1	0.697	0.873	1	1.0	1	21.09	21.09
230	h0	1	0.648	0.636	1	0.727	0.909	1	1.0	1	27.24	27.24
231	h0	1	0.7	0.579	1	0.515	0.606	1	0.929	1	11.75	11.75
232	h0	1	0.762	0.694	1	0.958	0.698	1	0.968	1	34.23	34.23
233	h0	1	0.757	0.727	1	1.0	0.727	1	0.929	1	37.17	37.17
234	h0	1	0.7	0.678	1	1.0	0.667	1	0.929	1	29.41	29.41
235	h0	1	0.952	0.955	1	0.697	0.698	1	0.968	1	42.82	42.82
236	h0	1	1.0	1.0	1	0.727	0.727	1	0.929	1	49.1	49.1
237	h0	1	1.0	1.0	1	0.727	0.727	1	0.929	1	49.1	49.1
238	h0	1	0.0	0.781	1	0.784	0.697	1	0.968	1	0.0	39.33
239	h0	1	0.0	0.773	1	0.818	0.727	1	1.0	1	0.0	45.97
240	h0	1	0.0	0.711	1	0.818	0.727	1	1.0	1	0.0	42.28
241	h0	1	0.0	0.868	1	0.697	0.697	1	0.968	1	0.0	27.23
242	h0	1	0.0	0.959	1	0.727	0.727	1	1.0	1	0.0	35.48
243	h0	1	0.0	0.909	1	0.595	0.697	1	1.0	1	0.0	26.39
288	h0	1	0.667	0.694	1	0.697	0.873	1	0.968	1	27.27	27.27
289	h0	1	0.7	0.727	1	0.727	0.909	1	1.0	1	33.63	33.63
290	h0	1	0.7	0.727	1	0.758	0.909	1	1.0	1	35.06	35.06
291	h0	1	0.7	0.727	1	0.818	0.871	1	0.929	1	33.68	33.68
292	h0	1	0.667	0.694	1	0.697	0.96	1	0.968	1	29.98	29.98
293	h0	1	0.7	0.727	1	0.727	1.0	1	1.0	1	37.0	37.0
294	h0	1	0.7	0.727	1	0.701	1.0	1	1.0	1	35.67	35.67
295	h0	1	0.7	0.727	1	0.64	1.0	1	1.0	1	32.57	32.57
296	h0	1	0.952	0.868	1	0.958	0.697	1	0.968	1	53.41	53.41
297	h0	1	1.0	0.909	1	1.0	0.727	1	1.0	1	66.08	66.08
298	h0	1	1.0	0.909	1	1.0	0.727	1	1.0	1	66.08	66.08
299	h0	1	1.0	0.909	1	1.0	0.727	1	1.0	1	66.08	66.08
300	h0	1	0.529	0.785	1	0.75	0.693	1	1.0	1	21.58	21.58
301	h0	1	0.7	0.909	1	0.909	0.727	1	1.0	1	42.05	42.05
302	h0	1	0.7	0.909	1	0.909	0.727	1	1.0	1	42.05	42.05
303	h0	1	0.681	0.909	1	0.909	0.727	1	1.0	1	40.91	40.91
304	h0	1	0.7	0.727	1	0.636	0.818	1	1.0	1	26.48	26.48
305	h0	1	0.7	0.727	1	0.636	0.818	1	1.0	1	26.48	26.48
306	h0	1	0.7	0.727	1	0.636	0.818	1	1.0	1	26.48	26.48
307	h0	1	0.7	0.727	1	0.534	0.589	1	1.0	1	16.01	16.01
308	h0	1	0.952	0.818	1	0.818	1.0	1	0.968	1	61.66	61.66
309	h0	1	1.0	0.818	1	0.818	1.0	1	1.0	1	66.91	66.91
310	h0	1	1.0	0.818	1	0.818	1.0	1	1.0	1	66.91	66.91
311	h0	1	1.0	0.818	1	0.712	0.792	1	1.0	1	46.13	46.13
312	h0	1	0.681	1.0	1	1.0	0.727	1	1.0	1	49.51	49.51
313	h0	1	0.7	1.0	1	1.0	0.727	1	1.0	1	50.89	50.89
314	h0	1	0.7	1.0	1	1.0	0.727	1	1.0	1	50.89	50.89
