Configurations	Weights(%)
0.1.2.3.4.5.6.7	-2.41
0.1.2.3.4.5.6.8	-3.3
0.1.2.3.4.5.6.9	-2.9
0.1.2.3.4.5.7.8	-3.23
0.1.2.3.4.5.7.9	-2.61
0.1.2.3.4.5.8.9	-2.68
0.1.2.3.4.6.7.8	0.0
0.1.2.3.4.6.7.9	0.0
0.1.2.3.4.6.8.9	0.0
0.1.2.3.4.7.8.9	0.0
0.1.2.3.5.6.7.8	-3.37
0.1.2.3.5.6.7.9	-2.73
0.1.2.3.5.6.8.9	-2.8
0.1.2.3.5.7.8.9	-2.54
0.1.2.3.6.7.8.9	0.0
0.1.2.4.5.6.7.8	-3.21
0.1.2.4.5.6.7.9	-2.95
0.1.2.4.5.6.8.9	-3.03
0.1.2.4.5.7.8.9	-2.73
0.1.2.4.6.7.8.9	0.0
0.1.2.5.6.7.8.9	-2.85
0.1.3.4.5.6.7.8	-3.15
0.1.3.4.5.6.7.9	-2.66
0.1.3.4.5.6.8.9	-2.73
0.1.3.4.5.7.8.9	-2.46
0.1.3.4.6.7.8.9	0.0
0.1.3.5.6.7.8.9	-2.57
0.1.4.5.6.7.8.9	-2.73
0.2.3.4.5.6.7.8	-3.2
0.2.3.4.5.6.7.9	-2.75
0.2.3.4.5.6.8.9	-2.83
0.2.3.4.5.7.8.9	-2.54
0.2.3.4.6.7.8.9	0.0
0.2.3.5.6.7.8.9	-2.69
0.2.4.5.6.7.8.9	-2.82
0.3.4.5.6.7.8.9	-2.64
1.2.3.4.5.6.7.8	-3.37
1.2.3.4.5.6.7.9	-2.9
1.2.3.4.5.6.8.9	-2.95
1.2.3.4.5.7.8.9	-2.63
1.2.3.4.6.7.8.9	0.0
1.2.3.5.6.7.8.9	-2.71
1.2.4.5.6.7.8.9	-3.0
1.3.4.5.6.7.8.9	-2.72
2.3.4.5.6.7.8.9	-2.76
