 ChipID Half   Layer0  Layer1   Layer2   Layer3  Layer4  Layer5   Layer6   Layer7  Layer8  Pseaudo_Eff
    344   h0 0.434783       1 0.000000 0.480000       1       1 0.000000 0.062500       1     0.000000
    345   h0 0.454545       1 0.000000 0.500000       1       1 0.000000 0.062500       1     0.000000
    346   h0 0.355731       1 0.000000 0.280000       1       1 0.000000 0.044643       1     0.000000
    347   h0 0.695652       1 0.960000 0.720000       1       1 0.800000 0.812500       1     0.312543
    348   h0 0.727273       1 1.000000 0.750000       1       1 0.800000 0.812500       1     0.354545
    349   h0 0.569170       1 0.640000 0.420000       1       1 0.635294 0.580357       1     0.056408
    350   h0 0.695652       1 0.610909 0.240000       1       1 0.866667 0.125000       1     0.011049
    351   h0 0.727273       1 0.636364 0.250000       1       1 0.866667 0.125000       1     0.012534
    352   h0 0.600791       1 0.407273 0.140000       1       1 0.688235 0.089286       1     0.002105
    353   h0 0.956522       1 0.436364 0.000000       1       1 0.000000 0.000000       1     0.000000
    354   h0 1.000000       1 0.454545 0.000000       1       1 0.000000 0.000000       1     0.000000
    355   h0 0.826087       1 0.290909 0.000000       1       1 0.000000 0.000000       1     0.000000
    392   h0 0.956522       1 0.698182 0.800000       1       1 0.933333 0.812500       1     0.405148
    393   h0 1.000000       1 0.727273 0.833333       1       1 0.933333 0.812500       1     0.459596
    394   h0 1.000000       1 0.727273 0.448718       1       1 0.741176 0.580357       1     0.140374
    395   h0 1.000000       1 0.669091 0.000000       1       1 0.000000 0.000000       1     0.000000
    396   h0 0.695652       1 0.698182 0.960000       1       1 0.933333 0.812500       1     0.353584
    397   h0 0.727273       1 0.727273 1.000000       1       1 0.933333 0.812500       1     0.401102
    398   h0 0.727273       1 0.727273 1.000000       1       1 0.933333 0.687500       1     0.339394
    399   h0 0.727273       1 0.669091 0.769231       1       1 0.658824 0.225000       1     0.055487
    400   h0 0.909091       1 0.818182 0.750000       1       1 0.800000 0.812500       1     0.362603
    401   h0 0.909091       1 0.818182 0.750000       1       1 0.800000 0.812500       1     0.362603
    402   h0 0.909091       1 0.818182 0.680000       1       1 0.800000 0.792857       1     0.320812
    403   h0 0.909091       1 0.654545 0.115385       1       1 0.333333 0.278571       1     0.006375
    404   h0 0.727273       1 0.727273 0.833333       1       1 0.800000 0.875000       1     0.308540
    405   h0 0.727273       1 0.727273 0.833333       1       1 0.800000 0.875000       1     0.308540
    406   h0 0.727273       1 0.727273 0.833333       1       1 0.800000 0.875000       1     0.308540
    407   h0 0.703557       1 0.461818 0.384615       1       1 0.405882 0.350000       1     0.017753
    408   h0 0.727273       1 0.727273 1.000000       1       1 0.800000 0.875000       1     0.370248
    409   h0 0.727273       1 0.727273 1.000000       1       1 0.800000 0.875000       1     0.370248
    410   h0 0.727273       1 0.727273 1.000000       1       1 0.800000 0.875000       1     0.370248
    411   h0 0.723320       1 0.490909 0.461538       1       1 0.423529 0.350000       1     0.024294
    412   h0 1.000000       1 1.000000 0.750000       1       1 0.800000 0.812500       1     0.487500
    413   h0 1.000000       1 1.000000 0.750000       1       1 0.800000 0.812500       1     0.487500
    414   h0 1.000000       1 1.000000 0.750000       1       1 0.800000 0.812500       1     0.487500
    415   h0 1.000000       1 0.680000 0.317308       1       1 0.358824 0.325000       1     0.025163
    416   h0 0.727273       1 0.909091 0.750000       1       1 0.800000 0.812500       1     0.322314
    417   h0 0.727273       1 0.909091 0.750000       1       1 0.800000 0.812500       1     0.322314
    418   h0 0.727273       1 0.909091 0.730769       1       1 0.758824 0.787500       1     0.288720
    419   h0 0.316206       1 0.181818 0.201923       1       1 0.205882 0.235714       1     0.000563
    420   h0 0.956522       1 0.872727 0.960000       1       1 0.800000 0.812500       1     0.520904
    421   h0 1.000000       1 0.909091 1.000000       1       1 0.800000 0.812500       1     0.590909
    422   h0 1.000000       1 0.909091 1.000000       1       1 0.662745 0.687500       1     0.414216
    423   h0 1.000000       1 0.836364 0.800000       1       1 0.094118 0.225000       1     0.014169
    424   h0 0.695652       1 0.960000 0.720000       1       1 0.800000 0.812500       1     0.312543
    425   h0 0.727273       1 1.000000 0.750000       1       1 0.800000 0.812500       1     0.354545
    426   h0 0.632411       1 0.640000 0.420000       1       1 0.635294 0.580357       1     0.062676
    427   h0 0.181818       1 0.000000 0.000000       1       1 0.000000 0.000000       1     0.000000
    448   h0 0.695652       1 0.698182 0.720000       1       1 0.866667 0.812500       1     0.246246
    449   h0 0.727273       1 0.727273 0.750000       1       1 0.866667 0.812500       1     0.279339
    450   h0 0.727273       1 0.727273 0.750000       1       1 0.866667 0.812500       1     0.279339
    451   h0 0.727273       1 0.669091 0.576923       1       1 0.611765 0.487500       1     0.083726
    452   h0 0.189723       1 0.000000 0.000000       1       1 0.000000 0.000000       1     0.000000
    453   h0 0.869565       1 0.960000 0.720000       1       1 0.800000 0.812500       1     0.390678
    454   h0 0.909091       1 1.000000 0.750000       1       1 0.800000 0.812500       1     0.443182
    455   h0 0.909091       1 1.000000 0.750000       1       1 0.800000 0.812500       1     0.443182
    456   h0 0.909091       1 0.920000 0.600000       1       1 0.564706 0.487500       1     0.138148
    457   h0 0.237154       1 0.000000 0.000000       1       1 0.000000 0.000000       1     0.000000
    458   h0 0.695652       1 0.698182 0.720000       1       1 0.800000 0.812500       1     0.227304
    459   h0 0.727273       1 0.727273 0.750000       1       1 0.800000 0.812500       1     0.257851
    460   h0 0.727273       1 0.727273 0.750000       1       1 0.800000 0.812500       1     0.257851
    461   h0 0.727273       1 0.669091 0.600000       1       1 0.564706 0.487500       1     0.080377
    462   h0 0.189723       1 0.000000 0.000000       1       1 0.000000 0.000000       1     0.000000
    463   h0 0.782609       1 0.698182 0.800000       1       1 0.800000 0.812500       1     0.284130
    464   h0 0.818182       1 0.727273 0.833333       1       1 0.800000 0.812500       1     0.322314
    465   h0 0.818182       1 0.727273 0.833333       1       1 0.800000 0.812500       1     0.322314
