 ChipID Half   Layer0  Layer1   Layer2   Layer3  Layer4  Layer5   Layer6  Layer7   Layer8  Pseaudo_Eff
    344   h0 0.434783       1 0.000000 0.480000       1       1 0.000000       1 0.000000     0.000000
    345   h0 0.454545       1 0.000000 0.500000       1       1 0.000000       1 0.000000     0.000000
    346   h0 0.355731       1 0.000000 0.280000       1       1 0.000000       1 0.000000     0.000000
    347   h0 0.695652       1 0.960000 0.720000       1       1 0.800000       1 0.764706     0.294158
    348   h0 0.727273       1 1.000000 0.750000       1       1 0.800000       1 0.823529     0.359358
    349   h0 0.569170       1 0.640000 0.420000       1       1 0.635294       1 0.390093     0.037915
    350   h0 0.695652       1 0.610909 0.240000       1       1 0.866667       1 0.058824     0.005200
    351   h0 0.727273       1 0.636364 0.250000       1       1 0.866667       1 0.058824     0.005899
    352   h0 0.600791       1 0.407273 0.140000       1       1 0.688235       1 0.027864     0.000657
    353   h0 0.956522       1 0.436364 0.000000       1       1 0.000000       1 0.000000     0.000000
    354   h0 1.000000       1 0.454545 0.000000       1       1 0.000000       1 0.000000     0.000000
    355   h0 0.826087       1 0.290909 0.000000       1       1 0.000000       1 0.000000     0.000000
    392   h0 0.956522       1 0.698182 0.800000       1       1 0.933333       1 0.823529     0.410648
    393   h0 1.000000       1 0.727273 0.833333       1       1 0.933333       1 0.823529     0.465835
    394   h0 1.000000       1 0.727273 0.448718       1       1 0.741176       1 0.390093     0.094354
    395   h0 1.000000       1 0.669091 0.000000       1       1 0.000000       1 0.000000     0.000000
    396   h0 0.695652       1 0.698182 0.960000       1       1 0.933333       1 0.882353     0.383982
    397   h0 0.727273       1 0.727273 1.000000       1       1 0.933333       1 0.860681     0.424887
    398   h0 0.727273       1 0.727273 1.000000       1       1 0.933333       1 0.823529     0.406547
    399   h0 0.727273       1 0.669091 0.769231       1       1 0.658824       1 0.238390     0.058789
    400   h0 0.909091       1 0.818182 0.750000       1       1 0.800000       1 0.823529     0.367526
    401   h0 0.909091       1 0.818182 0.750000       1       1 0.800000       1 0.823529     0.367526
    402   h0 0.909091       1 0.818182 0.680000       1       1 0.800000       1 0.823529     0.333223
    403   h0 0.909091       1 0.654545 0.115385       1       1 0.333333       1 0.043344     0.000992
    404   h0 0.727273       1 0.727273 0.833333       1       1 0.800000       1 0.823529     0.290391
    405   h0 0.727273       1 0.727273 0.833333       1       1 0.800000       1 0.823529     0.290391
    406   h0 0.727273       1 0.727273 0.833333       1       1 0.800000       1 0.823529     0.290391
    407   h0 0.703557       1 0.461818 0.384615       1       1 0.405882       1 0.068111     0.003455
    408   h0 0.727273       1 0.727273 1.000000       1       1 0.800000       1 0.823529     0.348469
    409   h0 0.727273       1 0.727273 1.000000       1       1 0.800000       1 0.823529     0.348469
    410   h0 0.727273       1 0.727273 1.000000       1       1 0.800000       1 0.823529     0.348469
    411   h0 0.723320       1 0.490909 0.461538       1       1 0.423529       1 0.065015     0.004513
    412   h0 1.000000       1 1.000000 0.750000       1       1 0.800000       1 0.823529     0.494118
    413   h0 1.000000       1 1.000000 0.750000       1       1 0.800000       1 0.823529     0.494118
    414   h0 1.000000       1 1.000000 0.750000       1       1 0.800000       1 0.767802     0.460681
    415   h0 1.000000       1 0.680000 0.317308       1       1 0.358824       1 0.038700     0.002996
    416   h0 0.727273       1 0.909091 0.750000       1       1 0.800000       1 0.823529     0.326689
    417   h0 0.727273       1 0.909091 0.750000       1       1 0.800000       1 0.823529     0.326689
    418   h0 0.727273       1 0.909091 0.730769       1       1 0.758824       1 0.823529     0.301929
    419   h0 0.316206       1 0.181818 0.201923       1       1 0.205882       1 0.255418     0.000610
    420   h0 0.956522       1 0.872727 0.960000       1       1 0.800000       1 0.823529     0.527975
    421   h0 1.000000       1 0.909091 1.000000       1       1 0.800000       1 0.823529     0.598930
    422   h0 1.000000       1 0.909091 1.000000       1       1 0.662745       1 0.606811     0.365601
    423   h0 1.000000       1 0.836364 0.800000       1       1 0.094118       1 0.119195     0.007506
    424   h0 0.695652       1 0.960000 0.720000       1       1 0.800000       1 0.823529     0.316785
    425   h0 0.727273       1 1.000000 0.750000       1       1 0.800000       1 0.823529     0.359358
    426   h0 0.632411       1 0.640000 0.420000       1       1 0.635294       1 0.390093     0.042128
    427   h0 0.181818       1 0.000000 0.000000       1       1 0.000000       1 0.000000     0.000000
    448   h0 0.695652       1 0.698182 0.720000       1       1 0.866667       1 0.823529     0.249588
    449   h0 0.727273       1 0.727273 0.750000       1       1 0.866667       1 0.823529     0.283131
    450   h0 0.727273       1 0.727273 0.750000       1       1 0.866667       1 0.823529     0.283131
    451   h0 0.727273       1 0.669091 0.576923       1       1 0.611765       1 0.572755     0.098368
    452   h0 0.189723       1 0.000000 0.000000       1       1 0.000000       1 0.061920     0.000000
    453   h0 0.869565       1 0.960000 0.720000       1       1 0.800000       1 0.823529     0.395982
    454   h0 0.909091       1 1.000000 0.750000       1       1 0.800000       1 0.823529     0.449198
    455   h0 0.909091       1 1.000000 0.750000       1       1 0.800000       1 0.823529     0.449198
    456   h0 0.909091       1 0.920000 0.600000       1       1 0.564706       1 0.823529     0.233372
    457   h0 0.237154       1 0.000000 0.000000       1       1 0.000000       1 0.108359     0.000000
    458   h0 0.695652       1 0.698182 0.720000       1       1 0.800000       1 0.823529     0.230389
    459   h0 0.727273       1 0.727273 0.750000       1       1 0.800000       1 0.823529     0.261351
    460   h0 0.727273       1 0.727273 0.750000       1       1 0.800000       1 0.823529     0.261351
    461   h0 0.727273       1 0.669091 0.600000       1       1 0.564706       1 0.823529     0.135780
    462   h0 0.189723       1 0.000000 0.000000       1       1 0.000000       1 0.108359     0.000000
    463   h0 0.782609       1 0.698182 0.800000       1       1 0.800000       1 0.823529     0.287987
    464   h0 0.818182       1 0.727273 0.833333       1       1 0.800000       1 0.823529     0.326689
    465   h0 0.818182       1 0.727273 0.833333       1       1 0.800000       1 0.856037     0.339585
    466   h0 0.818182       1 0.669091 0.666667       1       1 0.564706       1 0.255418     0.052640
    467   h0 0.213439       1 0.000000 0.000000       1       1 0.000000       1 0.000000     0.000000
    812   h1 0.434783       1 0.000000 0.400000       1       1 0.000000       1 0.000000     0.000000
    813   h1 0.363636       1 0.000000 0.416667       1       1 0.000000       1 0.000000     0.000000
    814   h1 0.300395       1 0.000000 0.216667       1       1 0.000000       1 0.000000     0.000000
    815   h1 0.695652       1 0.960000 0.720000       1       1 0.733333       1 0.764706     0.269645
    816   h1 0.727273       1 1.000000 0.750000       1       1 0.733333       1 0.764706     0.305882
    817   h1 0.600791       1 0.600000 0.420000       1       1 0.635294       1 0.342105     0.032905
    818   h1 0.695652       1 0.727273 0.333333       1       1 0.800000       1 0.106811     0.014410
    819   h1 0.727273       1 0.727273 0.333333       1       1 0.800000       1 0.058824     0.008297
    820   h1 0.600791       1 0.465455 0.173333       1       1 0.611765       1 0.026316     0.000780
    821   h1 0.956522       1 0.436364 0.000000       1       1 0.000000       1 0.000000     0.000000
    822   h1 1.000000       1 0.454545 0.000000       1       1 0.000000       1 0.000000     0.000000
    823   h1 0.826087       1 0.290909 0.000000       1       1 0.000000       1 0.000000     0.000000
    860   h1 0.956522       1 0.672727 0.880000       1       1 0.866667       1 0.823529     0.404155
    861   h1 1.000000       1 0.727273 0.916667       1       1 0.866667       1 0.823529     0.475817
    862   h1 1.000000       1 0.690909 0.476667       1       1 0.662745       1 0.368421     0.080413
    863   h1 1.000000       1 0.585455 0.000000       1       1 0.000000       1 0.000000     0.000000
    864   h1 0.695652       1 0.669091 1.000000       1       1 0.933333       1 0.823529     0.357761
    865   h1 0.727273       1 0.727273 1.000000       1       1 0.933333       1 0.823529     0.406547
    866   h1 0.727273       1 0.727273 1.000000       1       1 0.933333       1 0.823529     0.406547
    867   h1 0.727273       1 0.669091 0.769231       1       1 0.658824       1 0.216718     0.053445
    868   h1 0.909091       1 0.727273 0.750000       1       1 0.800000       1 0.823529     0.326689
    869   h1 0.909091       1 0.727273 0.750000       1       1 0.800000       1 0.823529     0.326689
    870   h1 0.909091       1 0.727273 0.660256       1       1 0.800000       1 0.823529     0.287598
    871   h1 0.909091       1 0.581818 0.115385       1       1 0.329412       1 0.021672     0.000436
    872   h1 0.727273       1 0.727273 0.916667       1       1 0.800000       1 0.823529     0.319430
    873   h1 0.727273       1 0.727273 0.916667       1       1 0.800000       1 0.823529     0.319430
    874   h1 0.727273       1 0.727273 0.916667       1       1 0.800000       1 0.823529     0.319430
    875   h1 0.660079       1 0.450909 0.423077       1       1 0.403922       1 0.044892     0.002283
    876   h1 0.727273       1 0.727273 1.000000       1       1 0.800000       1 0.823529     0.348469
    877   h1 0.727273       1 0.727273 1.000000       1       1 0.800000       1 0.823529     0.348469
    878   h1 0.727273       1 0.727273 1.000000       1       1 0.800000       1 0.823529     0.348469
    879   h1 0.695652       1 0.465455 0.461538       1       1 0.400000       1 0.043344     0.002591
    880   h1 1.000000       1 1.000000 0.750000       1       1 0.800000       1 0.823529     0.494118
    881   h1 1.000000       1 1.000000 0.750000       1       1 0.800000       1 0.823529     0.494118
    882   h1 1.000000       1 1.000000 0.750000       1       1 0.800000       1 0.773994     0.464396
    883   h1 0.956522       1 0.680000 0.288462       1       1 0.376471       1 0.037152     0.002624
    884   h1 0.727273       1 0.818182 0.750000       1       1 0.800000       1 0.823529     0.294020
    885   h1 0.727273       1 0.818182 0.750000       1       1 0.800000       1 0.823529     0.294020
    886   h1 0.727273       1 0.818182 0.733974       1       1 0.752941       1 0.823529     0.270812
    887   h1 0.284585       1 0.130909 0.259615       1       1 0.247059       1 0.253870     0.000607
    888   h1 0.869565       1 0.960000 1.000000       1       1 0.800000       1 0.823529     0.549974
    889   h1 0.909091       1 1.000000 1.000000       1       1 0.800000       1 0.801858     0.583169
    890   h1 1.000000       1 1.000000 1.000000       1       1 0.658824       1 0.602167     0.396722
    891   h1 1.000000       1 0.920000 0.769231       1       1 0.141176       1 0.123839     0.012373
    892   h1 0.695652       1 0.909091 0.750000       1       1 0.800000       1 0.837461     0.317772
    893   h1 0.727273       1 0.909091 0.750000       1       1 0.800000       1 0.882353     0.350024
    894   h1 0.632411       1 0.640000 0.390000       1       1 0.611765       1 0.394737     0.038119
    895   h1 0.181818       1 0.000000 0.000000       1       1 0.000000       1 0.000000     0.000000
    916   h1 0.695652       1 0.752727 0.750000       1       1 0.933333       1 0.823529     0.301861
    917   h1 0.727273       1 0.818182 0.750000       1       1 0.933333       1 0.823529     0.343024
    918   h1 0.727273       1 0.818182 0.750000       1       1 0.933333       1 0.823529     0.343024
    919   h1 0.727273       1 0.752727 0.570000       1       1 0.658824       1 0.530960     0.109154
    920   h1 0.158103       1 0.000000 0.000000       1       1 0.000000       1 0.054180     0.000000
    921   h1 0.869565       1 0.960000 0.733333       1       1 0.866667       1 0.823529     0.436924
    922   h1 0.909091       1 1.000000 0.750000       1       1 0.866667       1 0.823529     0.486631
    923   h1 0.909091       1 1.000000 0.750000       1       1 0.866667       1 0.823529     0.486631
    924   h1 0.909091       1 0.920000 0.576923       1       1 0.637255       1 0.823529     0.253224
    925   h1 0.197628       1 0.000000 0.000000       1       1 0.000000       1 0.108359     0.000000
    926   h1 0.707510       1 0.698182 0.721154       1       1 0.800000       1 0.823529     0.234692
    927   h1 0.727273       1 0.727273 0.750000       1       1 0.800000       1 0.823529     0.261351
    928   h1 0.727273       1 0.727273 0.750000       1       1 0.800000       1 0.823529     0.261351
    929   h1 0.727273       1 0.669091 0.576923       1       1 0.564706       1 0.823529     0.130557
    930   h1 0.158103       1 0.000000 0.000000       1       1 0.000000       1 0.108359     0.000000
    931   h1 0.909091       1 0.698182 0.881410       1       1 0.800000       1 0.823529     0.368573
    932   h1 0.909091       1 0.727273 0.916667       1       1 0.800000       1 0.825077     0.400038
    933   h1 0.909091       1 0.727273 0.916667       1       1 0.800000       1 0.823529     0.399287
    934   h1 0.909091       1 0.669091 0.705128       1       1 0.564706       1 0.235294     0.056989
    935   h1 0.197628       1 0.000000 0.000000       1       1 0.000000       1 0.000000     0.000000
