 ChipID Half   Layer0  Layer1   Layer2   Layer3  Layer4   Layer5  Layer6  Layer7   Layer8  Pseaudo_Eff
    344   h0 0.434783       1 0.000000 0.480000       1 0.000000       1       1 0.000000     0.000000
    345   h0 0.454545       1 0.000000 0.500000       1 0.000000       1       1 0.000000     0.000000
    346   h0 0.355731       1 0.000000 0.280000       1 0.000000       1       1 0.000000     0.000000
    347   h0 0.695652       1 0.960000 0.720000       1 0.962963       1       1 0.764706     0.354079
    348   h0 0.727273       1 1.000000 0.750000       1 1.000000       1       1 0.823529     0.449198
    349   h0 0.569170       1 0.640000 0.420000       1 0.407407       1       1 0.390093     0.024315
    350   h0 0.695652       1 0.610909 0.240000       1 0.888889       1       1 0.058824     0.005333
    351   h0 0.727273       1 0.636364 0.250000       1 0.923077       1       1 0.058824     0.006282
    352   h0 0.600791       1 0.407273 0.140000       1 0.376068       1       1 0.027864     0.000359
    353   h0 0.956522       1 0.436364 0.000000       1 0.074074       1       1 0.000000     0.000000
    354   h0 1.000000       1 0.454545 0.000000       1 0.076923       1       1 0.000000     0.000000
    355   h0 0.826087       1 0.290909 0.000000       1 0.031339       1       1 0.000000     0.000000
    392   h0 0.956522       1 0.698182 0.800000       1 0.814815       1       1 0.823529     0.358502
    393   h0 1.000000       1 0.727273 0.833333       1 0.846154       1       1 0.823529     0.422323
    394   h0 1.000000       1 0.727273 0.448718       1 0.846154       1       1 0.390093     0.107718
    395   h0 1.000000       1 0.669091 0.000000       1 0.501425       1       1 0.000000     0.000000
    396   h0 0.695652       1 0.698182 0.960000       1 0.740741       1       1 0.882353     0.304748
    397   h0 0.727273       1 0.727273 1.000000       1 0.769231       1       1 0.860681     0.350182
    398   h0 0.727273       1 0.727273 1.000000       1 0.769231       1       1 0.823529     0.335066
    399   h0 0.727273       1 0.669091 0.769231       1 0.455840       1       1 0.238390     0.040676
    400   h0 0.909091       1 0.818182 0.750000       1 0.769231       1       1 0.823529     0.353390
    401   h0 0.909091       1 0.818182 0.750000       1 0.769231       1       1 0.823529     0.353390
    402   h0 0.909091       1 0.818182 0.680000       1 0.769231       1       1 0.823529     0.320407
    403   h0 0.909091       1 0.654545 0.115385       1 0.598291       1       1 0.043344     0.001780
    404   h0 0.727273       1 0.727273 0.833333       1 0.846154       1       1 0.823529     0.307144
    405   h0 0.727273       1 0.727273 0.833333       1 0.846154       1       1 0.823529     0.307144
    406   h0 0.727273       1 0.727273 0.833333       1 0.846154       1       1 0.823529     0.307144
    407   h0 0.703557       1 0.461818 0.384615       1 0.188034       1       1 0.068111     0.001600
    408   h0 0.727273       1 0.727273 1.000000       1 1.000000       1       1 0.823529     0.435586
    409   h0 0.727273       1 0.727273 1.000000       1 1.000000       1       1 0.823529     0.435586
    410   h0 0.727273       1 0.727273 1.000000       1 1.000000       1       1 0.823529     0.435586
    411   h0 0.723320       1 0.490909 0.461538       1 0.222222       1       1 0.065015     0.002368
    412   h0 1.000000       1 1.000000 0.750000       1 0.769231       1       1 0.823529     0.475113
    413   h0 1.000000       1 1.000000 0.750000       1 0.769231       1       1 0.823529     0.475113
    414   h0 1.000000       1 1.000000 0.750000       1 0.769231       1       1 0.767802     0.442963
    415   h0 1.000000       1 0.680000 0.317308       1 0.142450       1       1 0.038700     0.001189
    416   h0 0.727273       1 0.909091 0.750000       1 0.769231       1       1 0.823529     0.314124
    417   h0 0.727273       1 0.909091 0.750000       1 0.769231       1       1 0.823529     0.314124
    418   h0 0.727273       1 0.909091 0.730769       1 0.769231       1       1 0.823529     0.306070
    419   h0 0.316206       1 0.181818 0.201923       1 0.643875       1       1 0.255418     0.001909
    420   h0 0.956522       1 0.872727 0.960000       1 0.712251       1       1 0.823529     0.470064
    421   h0 1.000000       1 0.909091 1.000000       1 0.769231       1       1 0.823529     0.575895
    422   h0 1.000000       1 0.909091 1.000000       1 0.769231       1       1 0.606811     0.424343
    423   h0 1.000000       1 0.836364 0.800000       1 0.455840       1       1 0.119195     0.036354
    424   h0 0.695652       1 0.960000 0.720000       1 0.925926       1       1 0.823529     0.366650
    425   h0 0.727273       1 1.000000 0.750000       1 1.000000       1       1 0.823529     0.449198
    426   h0 0.632411       1 0.640000 0.420000       1 1.000000       1       1 0.390093     0.066313
    427   h0 0.181818       1 0.000000 0.000000       1 0.592593       1       1 0.000000     0.000000
    448   h0 0.695652       1 0.698182 0.720000       1 0.740741       1       1 0.823529     0.213323
    449   h0 0.727273       1 0.727273 0.750000       1 0.769231       1       1 0.823529     0.251300
    450   h0 0.727273       1 0.727273 0.750000       1 0.769231       1       1 0.823529     0.251300
    451   h0 0.727273       1 0.669091 0.576923       1 0.643875       1       1 0.572755     0.103531
    452   h0 0.189723       1 0.000000 0.000000       1 0.341880       1       1 0.061920     0.000000
    453   h0 0.869565       1 0.960000 0.720000       1 0.740741       1       1 0.823529     0.366650
    454   h0 0.909091       1 1.000000 0.750000       1 0.769231       1       1 0.823529     0.431921
    455   h0 0.909091       1 1.000000 0.750000       1 0.769231       1       1 0.823529     0.431921
    456   h0 0.909091       1 0.920000 0.600000       1 0.769231       1       1 0.823529     0.317894
    457   h0 0.237154       1 0.000000 0.000000       1 0.569801       1       1 0.108359     0.000000
    458   h0 0.695652       1 0.698182 0.720000       1 0.769231       1       1 0.823529     0.221528
    459   h0 0.727273       1 0.727273 0.750000       1 0.769231       1       1 0.823529     0.251300
    460   h0 0.727273       1 0.727273 0.750000       1 0.769231       1       1 0.823529     0.251300
    461   h0 0.727273       1 0.669091 0.600000       1 0.769231       1       1 0.823529     0.184956
    462   h0 0.189723       1 0.000000 0.000000       1 0.569801       1       1 0.108359     0.000000
    463   h0 0.782609       1 0.698182 0.800000       1 0.732194       1       1 0.823529     0.263577
    464   h0 0.818182       1 0.727273 0.833333       1 0.769231       1       1 0.823529     0.314124
    465   h0 0.818182       1 0.727273 0.833333       1 0.769231       1       1 0.856037     0.326524
    466   h0 0.818182       1 0.669091 0.666667       1 0.675214       1       1 0.255418     0.062941
    467   h0 0.213439       1 0.000000 0.000000       1 0.398860       1       1 0.000000     0.000000
    812   h1 0.434783       1 0.000000 0.400000       1 0.000000       1       1 0.000000     0.000000
    813   h1 0.363636       1 0.000000 0.416667       1 0.059829       1       1 0.000000     0.000000
    814   h1 0.300395       1 0.000000 0.216667       1 0.031339       1       1 0.000000     0.000000
    815   h1 0.695652       1 0.960000 0.720000       1 1.000000       1       1 0.764706     0.367697
    816   h1 0.727273       1 1.000000 0.750000       1 0.940171       1       1 0.764706     0.392157
    817   h1 0.600791       1 0.600000 0.420000       1 0.376068       1       1 0.342105     0.019478
    818   h1 0.695652       1 0.727273 0.333333       1 1.000000       1       1 0.106811     0.018013
    819   h1 0.727273       1 0.727273 0.333333       1 0.940171       1       1 0.058824     0.009751
    820   h1 0.600791       1 0.465455 0.173333       1 0.376068       1       1 0.026316     0.000480
    821   h1 0.956522       1 0.436364 0.000000       1 0.000000       1       1 0.000000     0.000000
    822   h1 1.000000       1 0.454545 0.000000       1 0.059829       1       1 0.000000     0.000000
    823   h1 0.826087       1 0.290909 0.000000       1 0.031339       1       1 0.000000     0.000000
    860   h1 0.956522       1 0.672727 0.880000       1 0.923077       1       1 0.823529     0.430461
    861   h1 1.000000       1 0.727273 0.916667       1 0.923077       1       1 0.823529     0.506787
    862   h1 1.000000       1 0.690909 0.476667       1 0.923077       1       1 0.368421     0.112000
    863   h1 1.000000       1 0.585455 0.000000       1 0.512821       1       1 0.000000     0.000000
    864   h1 0.695652       1 0.669091 1.000000       1 0.769231       1       1 0.823529     0.294858
    865   h1 0.727273       1 0.727273 1.000000       1 0.769231       1       1 0.823529     0.335066
    866   h1 0.727273       1 0.727273 1.000000       1 0.769231       1       1 0.823529     0.335066
    867   h1 0.727273       1 0.669091 0.769231       1 0.427350       1       1 0.216718     0.034667
    868   h1 0.909091       1 0.727273 0.750000       1 0.769231       1       1 0.823529     0.314124
    869   h1 0.909091       1 0.727273 0.750000       1 0.769231       1       1 0.823529     0.314124
    870   h1 0.909091       1 0.727273 0.660256       1 0.769231       1       1 0.823529     0.276537
    871   h1 0.909091       1 0.581818 0.115385       1 0.569801       1       1 0.021672     0.000754
    872   h1 0.727273       1 0.727273 0.916667       1 0.846154       1       1 0.823529     0.337858
    873   h1 0.727273       1 0.727273 0.916667       1 0.846154       1       1 0.823529     0.337858
    874   h1 0.727273       1 0.727273 0.916667       1 0.846154       1       1 0.823529     0.337858
    875   h1 0.660079       1 0.450909 0.423077       1 0.156695       1       1 0.044892     0.000886
    876   h1 0.727273       1 0.727273 1.000000       1 1.000000       1       1 0.823529     0.435586
    877   h1 0.727273       1 0.727273 1.000000       1 1.000000       1       1 0.823529     0.435586
    878   h1 0.727273       1 0.727273 1.000000       1 1.000000       1       1 0.823529     0.435586
    879   h1 0.695652       1 0.465455 0.461538       1 0.222222       1       1 0.043344     0.001439
    880   h1 1.000000       1 1.000000 0.750000       1 0.846154       1       1 0.823529     0.522624
    881   h1 1.000000       1 1.000000 0.750000       1 0.846154       1       1 0.823529     0.522624
    882   h1 1.000000       1 1.000000 0.750000       1 0.846154       1       1 0.773994     0.491188
    883   h1 0.956522       1 0.680000 0.288462       1 0.125356       1       1 0.037152     0.000874
    884   h1 0.727273       1 0.818182 0.750000       1 0.769231       1       1 0.823529     0.282712
    885   h1 0.727273       1 0.818182 0.750000       1 0.769231       1       1 0.823529     0.282712
    886   h1 0.727273       1 0.818182 0.733974       1 0.769231       1       1 0.823529     0.276671
    887   h1 0.284585       1 0.130909 0.259615       1 0.678063       1       1 0.253870     0.001665
    888   h1 0.869565       1 0.960000 1.000000       1 0.846154       1       1 0.823529     0.581704
    889   h1 0.909091       1 1.000000 1.000000       1 0.786325       1       1 0.801858     0.573200
    890   h1 1.000000       1 1.000000 1.000000       1 0.817664       1       1 0.602167     0.492370
    891   h1 1.000000       1 0.920000 0.769231       1 0.470085       1       1 0.123839     0.041198
    892   h1 0.695652       1 0.909091 0.750000       1 0.923077       1       1 0.837461     0.366660
    893   h1 0.727273       1 0.909091 0.750000       1 0.923077       1       1 0.882353     0.403874
    894   h1 0.632411       1 0.640000 0.390000       1 0.923077       1       1 0.394737     0.057516
    895   h1 0.181818       1 0.000000 0.000000       1 0.512821       1       1 0.000000     0.000000
    916   h1 0.695652       1 0.752727 0.750000       1 0.769231       1       1 0.823529     0.248787
    917   h1 0.727273       1 0.818182 0.750000       1 0.769231       1       1 0.823529     0.282712
    918   h1 0.727273       1 0.818182 0.750000       1 0.769231       1       1 0.823529     0.282712
    919   h1 0.727273       1 0.752727 0.570000       1 0.666667       1       1 0.530960     0.110454
    920   h1 0.158103       1 0.000000 0.000000       1 0.398860       1       1 0.054180     0.000000
    921   h1 0.869565       1 0.960000 0.733333       1 0.769231       1       1 0.823529     0.387802
    922   h1 0.909091       1 1.000000 0.750000       1 0.769231       1       1 0.823529     0.431921
    923   h1 0.909091       1 1.000000 0.750000       1 0.769231       1       1 0.823529     0.431921
    924   h1 0.909091       1 0.920000 0.576923       1 0.769231       1       1 0.823529     0.305667
    925   h1 0.197628       1 0.000000 0.000000       1 0.569801       1       1 0.108359     0.000000
    926   h1 0.707510       1 0.698182 0.721154       1 0.769231       1       1 0.823529     0.225665
    927   h1 0.727273       1 0.727273 0.750000       1 0.769231       1       1 0.823529     0.251300
    928   h1 0.727273       1 0.727273 0.750000       1 0.769231       1       1 0.823529     0.251300
    929   h1 0.727273       1 0.669091 0.576923       1 0.769231       1       1 0.823529     0.177843
    930   h1 0.158103       1 0.000000 0.000000       1 0.569801       1       1 0.108359     0.000000
    931   h1 0.909091       1 0.698182 0.881410       1 0.692308       1       1 0.823529     0.318957
    932   h1 0.909091       1 0.727273 0.916667       1 0.754986       1       1 0.825077     0.377528
    933   h1 0.909091       1 0.727273 0.916667       1 0.723647       1       1 0.823529     0.361178
    934   h1 0.909091       1 0.669091 0.705128       1 0.589744       1       1 0.235294     0.059516
    935   h1 0.197628       1 0.000000 0.000000       1 0.341880       1       1 0.000000     0.000000
