 ChipID Half  Layer0   Layer1   Layer2  Layer3   Layer4  Layer5   Layer6   Layer7  Layer8  Pseaudo_Eff
    457   h0       1 0.121212 0.000000       1 0.705128       1 0.000000 0.000000       1     0.000000
    458   h0       1 0.784091 0.698182       1 0.801282       1 0.800000 0.812500       1     0.285124
    459   h0       1 0.909091 0.727273       1 0.833333       1 0.800000 0.812500       1     0.358127
    460   h0       1 0.909091 0.727273       1 0.833333       1 0.800000 0.812500       1     0.358127
    461   h0       1 0.909091 0.669091       1 0.833333       1 0.564706 0.487500       1     0.139543
    462   h0       1 0.151515 0.000000       1 0.705128       1 0.000000 0.000000       1     0.000000
    463   h0       1 0.958333 0.698182       1 0.721154       1 0.800000 0.812500       1     0.313636
    464   h0       1 1.000000 0.727273       1 0.750000       1 0.800000 0.812500       1     0.354545
    465   h0       1 1.000000 0.727273       1 0.750000       1 0.800000 0.812500       1     0.354545
    466   h0       1 1.000000 0.669091       1 0.548077       1 0.564706 0.487500       1     0.100954
    467   h0       1 0.166667 0.000000       1 0.141026       1 0.000000 0.000000       1     0.000000
    812   h1       1 0.916667 0.000000       1 0.583333       1 0.000000 0.062500       1     0.000000
    813   h1       1 1.000000 0.000000       1 0.583333       1 0.000000 0.062500       1     0.000000
    814   h1       1 0.750000 0.000000       1 0.269231       1 0.000000 0.042857       1     0.000000
    815   h1       1 0.750000 0.960000       1 0.750000       1 0.733333 0.812500       1     0.321750
    816   h1       1 0.818182 1.000000       1 0.750000       1 0.733333 0.812500       1     0.365625
    817   h1       1 0.613636 0.600000       1 0.525641       1 0.635294 0.580357       1     0.071355
    818   h1       1 0.916667 0.727273       1 0.916667       1 0.800000 0.187500       1     0.091667
    819   h1       1 1.000000 0.727273       1 0.916667       1 0.800000 0.187500       1     0.100000
    820   h1       1 0.750000 0.465455       1 0.423077       1 0.611765 0.133929       1     0.012101
    821   h1       1 0.000000 0.436364       1 0.000000       1 0.000000 0.000000       1     0.000000
    822   h1       1 0.000000 0.454545       1 0.000000       1 0.000000 0.000000       1     0.000000
    823   h1       1 0.000000 0.290909       1 0.000000       1 0.000000 0.000000       1     0.000000
    860   h1       1 0.666667 0.672727       1 0.750000       1 0.866667 0.812500       1     0.236856
    861   h1       1 0.727273 0.727273       1 0.750000       1 0.866667 0.812500       1     0.279339
    862   h1       1 0.636364 0.690909       1 0.750000       1 0.662745 0.557143       1     0.121759
    863   h1       1 0.363636 0.585455       1 0.461538       1 0.000000 0.000000       1     0.000000
    864   h1       1 0.666667 0.669091       1 0.916667       1 0.933333 0.812500       1     0.310074
    865   h1       1 0.727273 0.727273       1 0.916667       1 0.933333 0.812500       1     0.367677
    866   h1       1 0.727273 0.727273       1 0.916667       1 0.933333 0.675000       1     0.305455
    867   h1       1 0.727273 0.669091       1 0.564103       1 0.658824 0.235714       1     0.042628
    868   h1       1 0.715909 0.727273       1 0.750000       1 0.800000 0.812500       1     0.253822
    869   h1       1 0.727273 0.727273       1 0.750000       1 0.800000 0.812500       1     0.257851
    870   h1       1 0.727273 0.727273       1 0.750000       1 0.800000 0.769643       1     0.244250
    871   h1       1 0.367424 0.581818       1 0.394231       1 0.329412 0.255357       1     0.007089
    872   h1       1 0.818182 0.727273       1 0.750000       1 0.800000 0.812500       1     0.290083
    873   h1       1 0.818182 0.727273       1 0.750000       1 0.800000 0.812500       1     0.290083
    874   h1       1 0.818182 0.727273       1 0.750000       1 0.800000 0.812500       1     0.290083
    875   h1       1 0.681818 0.450909       1 0.182692       1 0.403922 0.325000       1     0.007373
    876   h1       1 1.000000 0.727273       1 0.750000       1 0.800000 0.875000       1     0.381818
    877   h1       1 1.000000 0.727273       1 0.750000       1 0.800000 0.875000       1     0.381818
    878   h1       1 1.000000 0.727273       1 0.750000       1 0.800000 0.875000       1     0.381818
    879   h1       1 0.833333 0.465455       1 0.198718       1 0.400000 0.350000       1     0.010791
    880   h1       1 0.727273 1.000000       1 0.916667       1 0.800000 0.812500       1     0.433333
    881   h1       1 0.727273 1.000000       1 0.916667       1 0.800000 0.812500       1     0.433333
    882   h1       1 0.727273 1.000000       1 0.916667       1 0.800000 0.812500       1     0.433333
    883   h1       1 0.587121 0.680000       1 0.271605       1 0.376471 0.325000       1     0.013267
    884   h1       1 0.681818 0.818182       1 1.000000       1 0.800000 0.812500       1     0.362603
    885   h1       1 0.727273 0.818182       1 1.000000       1 0.800000 0.812500       1     0.386777
    886   h1       1 0.727273 0.818182       1 1.000000       1 0.752941 0.801786       1     0.359225
    887   h1       1 0.606061 0.130909       1 1.000000       1 0.247059 0.255357       1     0.005005
    888   h1       1 0.666667 0.960000       1 0.750000       1 0.800000 0.812500       1     0.312000
    889   h1       1 0.727273 1.000000       1 0.750000       1 0.800000 0.812500       1     0.354545
    890   h1       1 0.727273 1.000000       1 0.750000       1 0.658824 0.675000       1     0.242567
    891   h1       1 0.727273 0.920000       1 0.461538       1 0.141176 0.235714       1     0.010276
    892   h1       1 0.666667 0.909091       1 0.750000       1 0.800000 0.812500       1     0.295455
    893   h1       1 0.727273 0.909091       1 0.750000       1 0.800000 0.812500       1     0.322314
    894   h1       1 0.704545 0.640000       1 0.701923       1 0.611765 0.557143       1     0.107877
    895   h1       1 0.636364 0.000000       1 0.410256       1 0.000000 0.000000       1     0.000000
    916   h1       1 0.916667 0.752727       1 1.000000       1 0.933333 0.812500       1     0.523250
    917   h1       1 1.000000 0.818182       1 1.000000       1 0.933333 0.812500       1     0.620455
    918   h1       1 1.000000 0.818182       1 1.000000       1 0.933333 0.812500       1     0.620455
    919   h1       1 1.000000 0.752727       1 1.000000       1 0.658824 0.510714       1     0.253271
    920   h1       1 0.166667 0.000000       1 0.807692       1 0.000000 0.000000       1     0.000000
    921   h1       1 0.666667 0.960000       1 0.750000       1 0.866667 0.812500       1     0.338000
    922   h1       1 0.727273 1.000000       1 0.750000       1 0.866667 0.812500       1     0.384091
    923   h1       1 0.727273 1.000000       1 0.750000       1 0.866667 0.812500       1     0.384091
    924   h1       1 0.727273 0.920000       1 0.750000       1 0.637255 0.492857       1     0.157609
    925   h1       1 0.121212 0.000000       1 0.605769       1 0.000000 0.000000       1     0.000000
    926   h1       1 0.833333 0.698182       1 0.750000       1 0.800000 0.812500       1     0.283636
    927   h1       1 0.909091 0.727273       1 0.750000       1 0.800000 0.812500       1     0.322314
    928   h1       1 0.909091 0.727273       1 0.750000       1 0.800000 0.812500       1     0.322314
    929   h1       1 0.909091 0.669091       1 0.750000       1 0.564706 0.505357       1     0.130189
    930   h1       1 0.151515 0.000000       1 0.611111       1 0.000000 0.000000       1     0.000000
    931   h1       1 0.833333 0.698182       1 0.750000       1 0.800000 0.812500       1     0.283636
    932   h1       1 0.909091 0.727273       1 0.750000       1 0.800000 0.812500       1     0.322314
    933   h1       1 0.909091 0.727273       1 0.750000       1 0.800000 0.812500       1     0.322314
    934   h1       1 0.909091 0.669091       1 0.525641       1 0.564706 0.496429       1     0.089632
    935   h1       1 0.151515 0.000000       1 0.134615       1 0.000000 0.000000       1     0.000000
