Configurations	Weights(%)
0.1.2.3.4.5.6.7	-1.68
0.1.2.3.4.5.6.8	0.0
0.1.2.3.4.5.6.9	0.0
0.1.2.3.4.5.7.8	-2.35
0.1.2.3.4.5.7.9	-1.8
0.1.2.3.4.5.8.9	0.0
0.1.2.3.4.6.7.8	-2.38
0.1.2.3.4.6.7.9	-1.85
0.1.2.3.4.6.8.9	0.0
0.1.2.3.4.7.8.9	-1.72
0.1.2.3.5.6.7.8	-2.5
0.1.2.3.5.6.7.9	-1.86
0.1.2.3.5.6.8.9	0.0
0.1.2.3.5.7.8.9	-1.73
0.1.2.3.6.7.8.9	-1.74
0.1.2.4.5.6.7.8	-2.47
0.1.2.4.5.6.7.9	-1.93
0.1.2.4.5.6.8.9	0.0
0.1.2.4.5.7.8.9	-1.8
0.1.2.4.6.7.8.9	-1.86
0.1.2.5.6.7.8.9	-1.85
0.1.3.4.5.6.7.8	-2.3
0.1.3.4.5.6.7.9	-1.87
0.1.3.4.5.6.8.9	0.0
0.1.3.4.5.7.8.9	-1.72
0.1.3.4.6.7.8.9	-1.77
0.1.3.5.6.7.8.9	-1.78
0.1.4.5.6.7.8.9	-1.81
0.2.3.4.5.6.7.8	-2.32
0.2.3.4.5.6.7.9	-1.88
0.2.3.4.5.6.8.9	0.0
0.2.3.4.5.7.8.9	-1.73
0.2.3.4.6.7.8.9	-1.75
0.2.3.5.6.7.8.9	-1.82
0.2.4.5.6.7.8.9	-1.82
0.3.4.5.6.7.8.9	-1.84
1.2.3.4.5.6.7.8	-2.43
1.2.3.4.5.6.7.9	-1.99
1.2.3.4.5.6.8.9	0.0
1.2.3.4.5.7.8.9	-1.83
1.2.3.4.6.7.8.9	-1.93
1.2.3.5.6.7.8.9	-1.87
1.2.4.5.6.7.8.9	-1.97
1.3.4.5.6.7.8.9	-1.93
2.3.4.5.6.7.8.9	-1.91
