Configurations	Weights(%)
0.1.2.6.8	0.0
0.1.2.6.9	0.0
0.1.2.7.8	-4.67
0.1.2.7.9	-3.38
0.1.3.6.8	0.0
0.1.3.6.9	0.0
0.1.3.7.8	-4.26
0.1.3.7.9	-3.17
0.1.4.6.8	0.0
0.1.4.6.9	0.0
0.1.4.7.8	-4.22
0.1.4.7.9	-3.34
0.1.5.6.8	0.0
0.1.5.6.9	0.0
0.1.5.7.8	-4.37
0.1.5.7.9	-3.32
0.2.3.6.8	0.0
0.2.3.6.9	0.0
0.2.3.7.8	-4.37
0.2.3.7.9	-3.17
0.2.4.6.7	-3.61
0.2.4.6.8	0.0
0.2.4.6.9	0.0
0.2.4.7.8	-4.32
0.2.4.7.9	-3.29
0.2.4.8.9	0.0
0.2.5.6.7	-3.71
0.2.5.6.8	0.0
0.2.5.6.9	0.0
0.2.5.7.8	-4.58
0.2.5.7.9	-3.38
0.2.5.8.9	0.0
0.2.6.7.8	-4.62
0.2.6.7.9	-3.37
0.2.6.8.9	0.0
0.2.7.8.9	-3.15
0.3.4.6.7	-3.78
0.3.4.6.8	0.0
0.3.4.6.9	0.0
0.3.4.7.8	-4.07
0.3.4.7.9	-3.22
0.3.4.8.9	0.0
0.3.5.6.7	-3.84
0.3.5.6.8	0.0
0.3.5.6.9	0.0
0.3.5.7.8	-4.24
0.3.5.7.9	-3.35
0.3.5.8.9	0.0
0.3.6.7.8	-4.24
0.3.6.7.9	-3.32
0.3.6.8.9	0.0
0.3.7.8.9	-3.06
0.4.5.6.8	0.0
0.4.5.6.9	0.0
0.4.5.7.8	-4.1
0.4.5.7.9	-3.32
0.4.6.7.8	-4.12
0.4.6.7.9	-3.37
0.4.6.8.9	0.0
0.4.7.8.9	-3.12
0.5.6.7.8	-4.37
0.5.6.7.9	-3.46
0.5.6.8.9	0.0
0.5.7.8.9	-3.21
1.2.3.6.8	0.0
1.2.3.6.9	0.0
1.2.3.7.8	-4.5
1.2.3.7.9	-3.38
1.2.4.6.7	-3.51
1.2.4.6.8	0.0
1.2.4.6.9	0.0
1.2.4.7.8	-4.55
1.2.4.7.9	-3.68
1.2.4.8.9	0.0
1.2.5.6.7	-3.47
1.2.5.6.8	0.0
1.2.5.6.9	0.0
1.2.5.7.8	-4.7
1.2.5.7.9	-3.52
1.2.5.8.9	0.0
1.2.6.7.8	-4.87
1.2.6.7.9	-3.66
1.2.6.8.9	0.0
1.2.7.8.9	-3.4
1.3.4.6.7	-3.53
1.3.4.6.8	0.0
1.3.4.6.9	0.0
1.3.4.7.8	-4.26
1.3.4.7.9	-3.53
1.3.4.8.9	0.0
1.3.5.6.7	-3.44
1.3.5.6.8	0.0
1.3.5.6.9	0.0
1.3.5.7.8	-4.26
1.3.5.7.9	-3.42
1.3.5.8.9	0.0
1.3.6.7.8	-4.37
1.3.6.7.9	-3.51
1.3.6.8.9	0.0
1.3.7.8.9	-3.24
1.4.5.6.8	0.0
1.4.5.6.9	0.0
1.4.5.7.8	-4.24
1.4.5.7.9	-3.55
1.4.6.7.8	-4.37
1.4.6.7.9	-3.76
1.4.6.8.9	0.0
1.4.7.8.9	-3.48
1.5.6.7.8	-4.52
1.5.6.7.9	-3.59
1.5.6.8.9	0.0
1.5.7.8.9	-3.32
2.3.4.6.8	0.0
2.3.4.6.9	0.0
2.3.4.7.8	-4.17
2.3.4.7.9	-3.42
2.3.5.6.8	0.0
2.3.5.6.9	0.0
2.3.5.7.8	-4.29
2.3.5.7.9	-3.42
2.4.5.6.8	0.0
2.4.5.6.9	0.0
2.4.5.7.8	-4.26
2.4.5.7.9	-3.5
2.4.6.7.8	-4.36
2.4.6.7.9	-3.66
2.4.6.8.9	0.0
2.4.7.8.9	-3.37
2.5.6.7.8	-4.62
2.5.6.7.9	-3.6
2.5.6.8.9	0.0
2.5.7.8.9	-3.33
3.4.5.6.8	0.0
3.4.5.6.9	0.0
3.4.5.7.8	-4.01
3.4.5.7.9	-3.56
3.4.6.7.8	-4.07
3.4.6.7.9	-3.65
3.4.6.8.9	0.0
3.4.7.8.9	-3.35
3.5.6.7.8	-4.2
3.5.6.7.9	-3.7
3.5.6.8.9	0.0
3.5.7.8.9	-3.37
