Configurations	Weights(%)
0.1.2.3.4.6.7	-2.46
0.1.2.3.4.6.8	-2.48
0.1.2.3.4.6.9	-2.38
0.1.2.3.4.7.8	0.0
0.1.2.3.4.7.9	0.0
0.1.2.3.4.8.9	0.0
0.1.2.3.5.6.7	-2.26
0.1.2.3.5.6.8	-2.5
0.1.2.3.5.6.9	-2.64
0.1.2.3.5.7.8	0.0
0.1.2.3.5.7.9	0.0
0.1.2.3.5.8.9	0.0
0.1.2.3.6.7.8	-2.9
0.1.2.3.6.7.9	-2.67
0.1.2.3.6.8.9	-2.63
0.1.2.3.7.8.9	0.0
0.1.2.4.5.6.7	-2.35
0.1.2.4.5.6.8	-2.46
0.1.2.4.5.6.9	-2.24
0.1.2.4.5.7.8	0.0
0.1.2.4.5.7.9	0.0
0.1.2.4.5.8.9	0.0
0.1.2.4.6.7.8	-2.76
0.1.2.4.6.7.9	-2.23
0.1.2.4.6.8.9	-2.21
0.1.2.4.7.8.9	0.0
0.1.2.5.6.7.8	-2.71
0.1.2.5.6.7.9	-2.42
0.1.2.5.6.8.9	-2.41
0.1.2.5.7.8.9	0.0
0.1.2.6.7.8.9	-2.42
0.1.3.4.5.6.7	-2.31
0.1.3.4.5.6.8	-2.25
0.1.3.4.5.6.9	-2.31
0.1.3.4.5.7.8	0.0
0.1.3.4.5.7.9	0.0
0.1.3.4.5.8.9	0.0
0.1.3.4.6.7.8	-2.57
0.1.3.4.6.7.9	-2.36
0.1.3.4.6.8.9	-2.33
0.1.3.4.7.8.9	0.0
0.1.3.5.6.7.8	-2.54
0.1.3.5.6.7.9	-2.56
0.1.3.5.6.8.9	-2.54
0.1.3.5.7.8.9	0.0
0.1.3.6.7.8.9	-2.62
0.1.4.5.6.7.8	-2.55
0.1.4.5.6.7.9	-2.17
0.1.4.5.6.8.9	-2.17
0.1.4.5.7.8.9	0.0
0.1.4.6.7.8.9	-2.2
0.1.5.6.7.8.9	-2.35
0.2.3.4.5.6.7	-2.36
0.2.3.4.5.6.8	-2.64
0.2.3.4.5.6.9	-2.45
0.2.3.4.5.7.8	0.0
0.2.3.4.5.7.9	0.0
0.2.3.4.5.8.9	0.0
0.2.3.4.6.7.8	-3.01
0.2.3.4.6.7.9	-2.44
0.2.3.4.6.8.9	-2.4
0.2.3.4.7.8.9	0.0
0.2.3.5.6.7.8	-3.04
0.2.3.5.6.7.9	-2.75
0.2.3.5.6.8.9	-2.72
0.2.3.5.7.8.9	0.0
0.2.3.6.7.8.9	-2.74
0.2.4.5.6.7.8	-2.93
0.2.4.5.6.7.9	-2.25
0.2.4.5.6.8.9	-2.24
0.2.4.5.7.8.9	0.0
0.2.4.6.7.8.9	-2.22
0.2.5.6.7.8.9	-2.47
0.3.4.5.6.7.8	-2.68
0.3.4.5.6.7.9	-2.33
0.3.4.5.6.8.9	-2.31
0.3.4.5.7.8.9	0.0
0.3.4.6.7.8.9	-2.35
0.3.5.6.7.8.9	-2.6
0.4.5.6.7.8.9	-2.14
1.2.3.4.5.6.7	-2.12
1.2.3.4.5.6.8	-2.38
1.2.3.4.5.6.9	-2.28
1.2.3.4.5.7.8	0.0
1.2.3.4.5.7.9	0.0
1.2.3.4.5.8.9	0.0
1.2.3.4.6.7.8	-2.66
1.2.3.4.6.7.9	-2.24
1.2.3.4.6.8.9	-2.23
1.2.3.4.7.8.9	0.0
1.2.3.5.6.7.8	-2.64
1.2.3.5.6.7.9	-2.47
1.2.3.5.6.8.9	-2.47
1.2.3.5.7.8.9	0.0
1.2.3.6.7.8.9	-2.44
1.2.4.5.6.7.8	-2.7
1.2.4.5.6.7.9	-2.14
1.2.4.5.6.8.9	-2.15
1.2.4.5.7.8.9	0.0
1.2.4.6.7.8.9	-2.1
1.2.5.6.7.8.9	-2.27
1.3.4.5.6.7.8	-2.44
1.3.4.5.6.7.9	-2.19
1.3.4.5.6.8.9	-2.19
1.3.4.5.7.8.9	0.0
1.3.4.6.7.8.9	-2.19
1.3.5.6.7.8.9	-2.36
1.4.5.6.7.8.9	-2.07
2.3.4.5.6.7.8	-2.9
2.3.4.5.6.7.9	-2.33
2.3.4.5.6.8.9	-2.33
2.3.4.5.7.8.9	0.0
2.3.4.6.7.8.9	-2.27
2.3.5.6.7.8.9	-2.56
2.4.5.6.7.8.9	-2.15
3.4.5.6.7.8.9	-2.19
