Configurations	Weights(%)
0.1.2.6.8	-3.83
0.1.2.6.9	-3.84
0.1.2.7.8	0.0
0.1.2.7.9	0.0
0.1.3.6.8	-3.63
0.1.3.6.9	-4.13
0.1.3.7.8	0.0
0.1.3.7.9	0.0
0.1.4.6.8	-3.58
0.1.4.6.9	-3.5
0.1.4.7.8	0.0
0.1.4.7.9	0.0
0.1.5.6.8	-3.48
0.1.5.6.9	-3.75
0.1.5.7.8	0.0
0.1.5.7.9	0.0
0.2.3.6.8	-4.27
0.2.3.6.9	-4.28
0.2.3.7.8	0.0
0.2.3.7.9	0.0
0.2.4.6.7	-4.05
0.2.4.6.8	-4.04
0.2.4.6.9	-3.5
0.2.4.7.8	0.0
0.2.4.7.9	0.0
0.2.4.8.9	0.0
0.2.5.6.7	-3.7
0.2.5.6.8	-4.03
0.2.5.6.9	-3.93
0.2.5.7.8	0.0
0.2.5.7.9	0.0
0.2.5.8.9	0.0
0.2.6.7.8	-4.59
0.2.6.7.9	-3.91
0.2.6.8.9	-3.85
0.2.7.8.9	0.0
0.3.4.6.7	-3.99
0.3.4.6.8	-3.73
0.3.4.6.9	-3.67
0.3.4.7.8	0.0
0.3.4.7.9	0.0
0.3.4.8.9	0.0
0.3.5.6.7	-3.64
0.3.5.6.8	-3.75
0.3.5.6.9	-4.09
0.3.5.7.8	0.0
0.3.5.7.9	0.0
0.3.5.8.9	0.0
0.3.6.7.8	-4.33
0.3.6.7.9	-4.19
0.3.6.8.9	-4.11
0.3.7.8.9	0.0
0.4.5.6.8	-3.74
0.4.5.6.9	-3.4
0.4.5.7.8	0.0
0.4.5.7.9	0.0
0.4.6.7.8	-4.16
0.4.6.7.9	-3.43
0.4.6.8.9	-3.39
0.4.7.8.9	0.0
0.5.6.7.8	-4.09
0.5.6.7.9	-3.74
0.5.6.8.9	-3.71
0.5.7.8.9	0.0
1.2.3.6.8	-3.71
1.2.3.6.9	-3.87
1.2.3.7.8	0.0
1.2.3.7.9	0.0
1.2.4.6.7	-3.69
1.2.4.6.8	-3.71
1.2.4.6.9	-3.37
1.2.4.7.8	0.0
1.2.4.7.9	0.0
1.2.4.8.9	0.0
1.2.5.6.7	-3.33
1.2.5.6.8	-3.65
1.2.5.6.9	-3.66
1.2.5.7.8	0.0
1.2.5.7.9	0.0
1.2.5.8.9	0.0
1.2.6.7.8	-4.08
1.2.6.7.9	-3.58
1.2.6.8.9	-3.57
1.2.7.8.9	0.0
1.3.4.6.7	-3.62
1.3.4.6.8	-3.39
1.3.4.6.9	-3.48
1.3.4.7.8	0.0
1.3.4.7.9	0.0
1.3.4.8.9	0.0
1.3.5.6.7	-3.26
1.3.5.6.8	-3.35
1.3.5.6.9	-3.78
1.3.5.7.8	0.0
1.3.5.7.9	0.0
1.3.5.8.9	0.0
1.3.6.7.8	-3.8
1.3.6.7.9	-3.8
1.3.6.8.9	-3.77
1.3.7.8.9	0.0
1.4.5.6.8	-3.53
1.4.5.6.9	-3.34
1.4.5.7.8	0.0
1.4.5.7.9	0.0
1.4.6.7.8	-3.87
1.4.6.7.9	-3.31
1.4.6.8.9	-3.31
1.4.7.8.9	0.0
1.5.6.7.8	-3.74
1.5.6.7.9	-3.51
1.5.6.8.9	-3.52
1.5.7.8.9	0.0
2.3.4.6.8	-3.96
2.3.4.6.9	-3.58
2.3.4.7.8	0.0
2.3.4.7.9	0.0
2.3.5.6.8	-4.0
2.3.5.6.9	-4.08
2.3.5.7.8	0.0
2.3.5.7.9	0.0
2.4.5.6.8	-4.1
2.4.5.6.9	-3.45
2.4.5.7.8	0.0
2.4.5.7.9	0.0
2.4.6.7.8	-4.43
2.4.6.7.9	-3.34
2.4.6.8.9	-3.32
2.4.7.8.9	0.0
2.5.6.7.8	-4.39
2.5.6.7.9	-3.71
2.5.6.8.9	-3.72
2.5.7.8.9	0.0
3.4.5.6.8	-3.66
3.4.5.6.9	-3.48
3.4.5.7.8	0.0
3.4.5.7.9	0.0
3.4.6.7.8	-4.03
3.4.6.7.9	-3.46
3.4.6.8.9	-3.42
3.4.7.8.9	0.0
3.5.6.7.8	-4.02
3.5.6.7.9	-3.82
3.5.6.8.9	-3.8
3.5.7.8.9	0.0
