Configurations	Weights(%)
0.1.2.3.6.8	-3.2
0.1.2.3.6.9	-3.33
0.1.2.3.7.8	0.0
0.1.2.3.7.9	0.0
0.1.2.4.6.7	-3.17
0.1.2.4.6.8	-3.07
0.1.2.4.6.9	-2.8
0.1.2.4.7.8	0.0
0.1.2.4.7.9	0.0
0.1.2.4.8.9	0.0
0.1.2.5.6.7	-2.89
0.1.2.5.6.8	-3.03
0.1.2.5.6.9	-3.06
0.1.2.5.7.8	0.0
0.1.2.5.7.9	0.0
0.1.2.5.8.9	0.0
0.1.2.6.7.8	-3.46
0.1.2.6.7.9	-3.06
0.1.2.6.8.9	-3.04
0.1.2.7.8.9	0.0
0.1.3.4.6.7	-3.11
0.1.3.4.6.8	-2.85
0.1.3.4.6.9	-2.95
0.1.3.4.7.8	0.0
0.1.3.4.7.9	0.0
0.1.3.4.8.9	0.0
0.1.3.5.6.7	-2.83
0.1.3.5.6.8	-2.83
0.1.3.5.6.9	-3.22
0.1.3.5.7.8	0.0
0.1.3.5.7.9	0.0
0.1.3.5.8.9	0.0
0.1.3.6.7.8	-3.28
0.1.3.6.7.9	-3.31
0.1.3.6.8.9	-3.27
0.1.3.7.8.9	0.0
0.1.4.5.6.8	-2.86
0.1.4.5.6.9	-2.75
0.1.4.5.7.8	0.0
0.1.4.5.7.9	0.0
0.1.4.6.7.8	-3.22
0.1.4.6.7.9	-2.78
0.1.4.6.8.9	-2.76
0.1.4.7.8.9	0.0
0.1.5.6.7.8	-3.12
0.1.5.6.7.9	-2.97
0.1.5.6.8.9	-2.96
0.1.5.7.8.9	0.0
0.2.3.4.6.7	-3.18
0.2.3.4.6.8	-3.31
0.2.3.4.6.9	-3.03
0.2.3.4.7.8	0.0
0.2.3.4.7.9	0.0
0.2.3.4.8.9	0.0
0.2.3.5.6.7	-2.93
0.2.3.5.6.8	-3.36
0.2.3.5.6.9	-3.44
0.2.3.5.7.8	0.0
0.2.3.5.7.9	0.0
0.2.3.5.8.9	0.0
0.2.3.6.7.8	-3.9
0.2.3.6.7.9	-3.46
0.2.3.6.8.9	-3.39
0.2.3.7.8.9	0.0
0.2.4.5.6.7	-3.01
0.2.4.5.6.8	-3.27
0.2.4.5.6.9	-2.84
0.2.4.5.7.8	0.0
0.2.4.5.7.9	0.0
0.2.4.5.8.9	0.0
0.2.4.6.7.8	-3.65
0.2.4.6.7.9	-2.81
0.2.4.6.8.9	-2.77
0.2.4.7.8.9	0.0
0.2.5.6.7.8	-3.63
0.2.5.6.7.9	-3.12
0.2.5.6.8.9	-3.1
0.2.5.7.8.9	0.0
0.2.6.7.8.9	-3.1
0.3.4.5.6.7	-2.97
0.3.4.5.6.8	-2.98
0.3.4.5.6.9	-2.92
0.3.4.5.7.8	0.0
0.3.4.5.7.9	0.0
0.3.4.5.8.9	0.0
0.3.4.6.7.8	-3.38
0.3.4.6.7.9	-2.96
0.3.4.6.8.9	-2.91
0.3.4.7.8.9	0.0
0.3.5.6.7.8	-3.38
0.3.5.6.7.9	-3.28
0.3.5.6.8.9	-3.24
0.3.5.7.8.9	0.0
0.3.6.7.8.9	-3.33
0.4.5.6.7.8	-3.34
0.4.5.6.7.9	-2.71
0.4.5.6.8.9	-2.69
0.4.5.7.8.9	0.0
0.4.6.7.8.9	-2.72
0.5.6.7.8.9	-2.96
1.2.3.4.6.7	-2.84
1.2.3.4.6.8	-2.95
1.2.3.4.6.9	-2.82
1.2.3.4.7.8	0.0
1.2.3.4.7.9	0.0
1.2.3.4.8.9	0.0
1.2.3.5.6.7	-2.59
1.2.3.5.6.8	-2.95
1.2.3.5.6.9	-3.12
1.2.3.5.7.8	0.0
1.2.3.5.7.9	0.0
1.2.3.5.8.9	0.0
1.2.3.6.7.8	-3.35
1.2.3.6.7.9	-3.08
1.2.3.6.8.9	-3.06
1.2.3.7.8.9	0.0
1.2.4.5.6.7	-2.76
1.2.4.5.6.8	-3.04
1.2.4.5.6.9	-2.73
1.2.4.5.7.8	0.0
1.2.4.5.7.9	0.0
1.2.4.5.8.9	0.0
1.2.4.6.7.8	-3.33
1.2.4.6.7.9	-2.66
1.2.4.6.8.9	-2.66
1.2.4.7.8.9	0.0
1.2.5.6.7.8	-3.25
1.2.5.6.7.9	-2.88
1.2.5.6.8.9	-2.89
1.2.5.7.8.9	0.0
1.2.6.7.8.9	-2.83
1.3.4.5.6.7	-2.71
1.3.4.5.6.8	-2.73
1.3.4.5.6.9	-2.77
1.3.4.5.7.8	0.0
1.3.4.5.7.9	0.0
1.3.4.5.8.9	0.0
1.3.4.6.7.8	-3.05
1.3.4.6.7.9	-2.77
1.3.4.6.8.9	-2.75
1.3.4.7.8.9	0.0
1.3.5.6.7.8	-3.0
1.3.5.6.7.9	-2.99
1.3.5.6.8.9	-2.98
1.3.5.7.8.9	0.0
1.3.6.7.8.9	-3.01
1.4.5.6.7.8	-3.13
1.4.5.6.7.9	-2.63
1.4.5.6.8.9	-2.64
1.4.5.7.8.9	0.0
1.4.6.7.8.9	-2.62
1.5.6.7.8.9	-2.77
2.3.4.5.6.8	-3.24
2.3.4.5.6.9	-2.94
2.3.4.5.7.8	0.0
2.3.4.5.7.9	0.0
2.3.4.6.7.8	-3.58
2.3.4.6.7.9	-2.87
2.3.4.6.8.9	-2.83
2.3.4.7.8.9	0.0
2.3.5.6.7.8	-3.6
2.3.5.6.7.9	-3.24
2.3.5.6.8.9	-3.22
2.3.5.7.8.9	0.0
2.4.5.6.7.8	-3.65
2.4.5.6.7.9	-2.72
2.4.5.6.8.9	-2.73
2.4.5.7.8.9	0.0
2.4.6.7.8.9	-2.64
2.5.6.7.8.9	-2.94
3.4.5.6.7.8	-3.26
3.4.5.6.7.9	-2.76
3.4.5.6.8.9	-2.75
3.4.5.7.8.9	0.0
3.4.6.7.8.9	-2.74
3.5.6.7.8.9	-3.03
