ChipID	Half	Layer0	Layer1	Layer2	Layer3	Layer4	Layer5	Layer6	Layer7	Layer8	Peff(%)
344	h0	0.76	0.857	0.952	0.668	0.696	0.957	1	0.786	0.867	7.52
345	h0	0.8	0.943	1.0	0.7	0.727	1.0	1	0.786	0.867	10.46
346	h0	0.8	1.0	1.0	0.636	0.664	0.783	1	0.786	0.735	5.0
347	h0	0.95	0.762	0.667	0.955	0.783	0.87	1	0.786	0.933	18.43
348	h0	1.0	0.762	0.7	1.0	0.818	0.909	1	0.786	0.933	23.27
349	h0	1.0	0.7	0.7	0.909	0.818	0.909	1	0.786	0.792	13.5
350	h0	0.76	0.667	0.952	0.764	0.696	0.957	1	0.786	0.8	12.35
351	h0	0.765	0.7	1.0	0.9	0.727	1.0	1	0.786	0.8	17.63
352	h0	0.7	0.7	1.0	0.818	0.727	1.0	1	0.786	0.679	10.19
353	h0	0.76	0.952	0.571	0.382	0.957	0.783	1	0.286	0.2	0.27
354	h0	0.84	1.0	0.648	0.4	1.0	0.818	1	0.286	0.2	0.41
355	h0	0.9	1.0	0.7	0.364	0.826	0.64	1	0.286	0.17	0.19
392	h0	0.665	0.952	0.667	0.859	0.957	0.696	1	0.786	0.933	14.17
393	h0	0.7	1.0	0.7	0.9	1.0	0.727	1	0.786	0.933	18.81
394	h0	0.7	1.0	0.7	0.9	1.0	0.727	1	0.786	0.933	17.96
395	h0	0.7	1.0	0.7	0.9	1.0	0.727	1	0.25	0.735	2.68
396	h0	0.95	0.762	0.952	0.668	0.696	0.696	1	0.786	0.867	12.16
397	h0	1.0	0.8	1.0	0.7	0.727	0.727	1	0.786	0.867	16.14
398	h0	1.0	0.8	1.0	0.7	0.747	0.727	1	0.786	0.867	16.58
399	h0	1.0	0.8	1.0	0.7	0.818	0.727	1	0.786	0.683	10.83
400	h0	0.9	0.614	1.0	0.655	0.909	0.727	1	0.929	0.79	15.22
401	h0	1.0	0.7	1.0	0.7	0.909	0.727	1	0.857	0.8	19.25
402	h0	1.0	0.7	1.0	0.7	0.909	0.727	1	0.857	0.8	19.25
403	h0	1.0	0.681	1.0	0.591	0.909	0.727	1	0.857	0.529	7.28
404	h0	0.7	0.7	0.7	0.7	0.636	0.818	1	0.929	0.8	8.66
405	h0	0.7	0.7	0.7	0.7	0.636	0.818	1	0.929	0.8	8.66
406	h0	0.7	0.7	0.7	0.7	0.636	0.818	1	0.929	0.8	8.66
407	h0	0.7	0.7	0.7	0.7	0.593	0.711	1	0.929	0.566	3.47
408	h0	0.8	1.0	0.8	1.0	0.818	1.0	1	1.0	0.8	39.08
409	h0	0.8	1.0	0.8	1.0	0.818	1.0	1	1.0	0.8	39.08
410	h0	0.8	1.0	0.8	1.0	0.818	1.0	1	1.0	0.8	39.08
411	h0	0.8	1.0	0.8	1.0	0.779	0.87	1	1.0	0.606	17.11
412	h0	0.9	0.7	1.0	0.7	1.0	0.727	1	0.929	0.8	20.66
413	h0	0.9	0.7	1.0	0.7	1.0	0.727	1	0.929	0.8	20.66
414	h0	0.9	0.7	1.0	0.7	1.0	0.727	1	0.929	0.8	20.66
415	h0	0.9	0.7	1.0	0.7	0.957	0.609	1	0.929	0.566	8.16
416	h0	0.58	0.729	0.652	0.645	0.636	0.708	1	0.857	0.752	4.13
417	h0	0.7	0.8	0.7	0.7	0.636	0.727	1	0.857	0.8	6.96
418	h0	0.7	0.8	0.7	0.7	0.636	0.727	1	0.857	0.8	6.96
419	h0	0.7	0.8	0.581	0.659	0.636	0.727	1	0.857	0.723	3.43
