Configurations	Weights(%)
0.1.2.3.4.5.6.7	-3.32
0.1.2.3.4.5.6.8	-3.27
0.1.2.3.4.5.6.9	-4.0
0.1.2.3.4.5.7.8	-2.96
0.1.2.3.4.5.7.9	-4.18
0.1.2.3.4.5.8.9	-3.87
0.1.2.3.4.6.7.8	-3.11
0.1.2.3.4.6.7.9	-3.82
0.1.2.3.4.6.8.9	-3.53
0.1.2.3.4.7.8.9	-3.66
0.1.2.3.5.6.7.8	-2.94
0.1.2.3.5.6.7.9	-4.2
0.1.2.3.5.6.8.9	-3.9
0.1.2.3.5.7.8.9	-4.02
0.1.2.3.6.7.8.9	-3.69
0.1.2.4.5.6.7.8	0.0
0.1.2.4.5.6.7.9	0.0
0.1.2.4.5.6.8.9	0.0
0.1.2.4.5.7.8.9	0.0
0.1.2.4.6.7.8.9	0.0
0.1.2.5.6.7.8.9	0.0
0.1.3.4.5.6.7.8	-2.96
0.1.3.4.5.6.7.9	-3.97
0.1.3.4.5.6.8.9	-3.65
0.1.3.4.5.7.8.9	-3.83
0.1.3.4.6.7.8.9	-3.52
0.1.3.5.6.7.8.9	-3.87
0.1.4.5.6.7.8.9	0.0
0.2.3.4.5.6.7.8	-3.17
0.2.3.4.5.6.7.9	-4.11
0.2.3.4.5.6.8.9	-3.83
0.2.3.4.5.7.8.9	-3.95
0.2.3.4.6.7.8.9	-3.67
0.2.3.5.6.7.8.9	-3.92
0.2.4.5.6.7.8.9	0.0
0.3.4.5.6.7.8.9	-3.72
1.2.3.4.5.6.7.8	-2.9
1.2.3.4.5.6.7.9	-3.88
1.2.3.4.5.6.8.9	-3.57
1.2.3.4.5.7.8.9	-3.71
1.2.3.4.6.7.8.9	-3.47
1.2.3.5.6.7.8.9	-3.78
1.2.4.5.6.7.8.9	0.0
1.3.4.5.6.7.8.9	-3.6
2.3.4.5.6.7.8.9	-3.65
