Configurations	Weights(%)
0.1.2.6.8	0.0
0.1.2.6.9	0.0
0.1.2.7.8	0.0
0.1.2.7.9	0.0
0.1.3.6.8	0.0
0.1.3.6.9	0.0
0.1.3.7.8	0.0
0.1.3.7.9	0.0
0.1.4.6.8	-5.63
0.1.4.6.9	-5.6
0.1.4.7.8	-6.4
0.1.4.7.9	-5.18
0.1.5.6.8	0.0
0.1.5.6.9	0.0
0.1.5.7.8	0.0
0.1.5.7.9	0.0
0.2.3.6.8	0.0
0.2.3.6.9	0.0
0.2.3.7.8	0.0
0.2.3.7.9	0.0
0.2.4.6.7	-5.46
0.2.4.6.8	-5.85
0.2.4.6.9	-5.91
0.2.4.7.8	-6.75
0.2.4.7.9	-5.52
0.2.4.8.9	-5.75
0.2.5.6.7	0.0
0.2.5.6.8	0.0
0.2.5.6.9	0.0
0.2.5.7.8	0.0
0.2.5.7.9	0.0
0.2.5.8.9	0.0
0.2.6.7.8	0.0
0.2.6.7.9	0.0
0.2.6.8.9	0.0
0.2.7.8.9	0.0
0.3.4.6.7	-5.19
0.3.4.6.8	-5.44
0.3.4.6.9	-4.85
0.3.4.7.8	-6.18
0.3.4.7.9	-4.59
0.3.4.8.9	-4.78
0.3.5.6.7	0.0
0.3.5.6.8	0.0
0.3.5.6.9	0.0
0.3.5.7.8	0.0
0.3.5.7.9	0.0
0.3.5.8.9	0.0
0.3.6.7.8	0.0
0.3.6.7.9	0.0
0.3.6.8.9	0.0
0.3.7.8.9	0.0
0.4.5.6.8	-5.69
0.4.5.6.9	-5.18
0.4.5.7.8	-6.41
0.4.5.7.9	-4.88
0.4.6.7.8	-6.05
0.4.6.7.9	-5.04
0.4.6.8.9	-5.25
0.4.7.8.9	-4.92
0.5.6.7.8	0.0
0.5.6.7.9	0.0
0.5.6.8.9	0.0
0.5.7.8.9	0.0
1.2.3.6.8	0.0
1.2.3.6.9	0.0
1.2.3.7.8	0.0
1.2.3.7.9	0.0
1.2.4.6.7	-5.31
1.2.4.6.8	-5.98
1.2.4.6.9	-6.35
1.2.4.7.8	-6.87
1.2.4.7.9	-5.78
1.2.4.8.9	-6.01
1.2.5.6.7	0.0
1.2.5.6.8	0.0
1.2.5.6.9	0.0
1.2.5.7.8	0.0
1.2.5.7.9	0.0
1.2.5.8.9	0.0
1.2.6.7.8	0.0
1.2.6.7.9	0.0
1.2.6.8.9	0.0
1.2.7.8.9	0.0
1.3.4.6.7	-5.13
1.3.4.6.8	-5.74
1.3.4.6.9	-5.42
1.3.4.7.8	-6.44
1.3.4.7.9	-5.08
1.3.4.8.9	-5.28
1.3.5.6.7	0.0
1.3.5.6.8	0.0
1.3.5.6.9	0.0
1.3.5.7.8	0.0
1.3.5.7.9	0.0
1.3.5.8.9	0.0
1.3.6.7.8	0.0
1.3.6.7.9	0.0
1.3.6.8.9	0.0
1.3.7.8.9	0.0
1.4.5.6.8	-5.9
1.4.5.6.9	-5.72
1.4.5.7.8	-6.56
1.4.5.7.9	-5.32
1.4.6.7.8	-6.16
1.4.6.7.9	-5.44
1.4.6.8.9	-5.67
1.4.7.8.9	-5.2
1.5.6.7.8	0.0
1.5.6.7.9	0.0
1.5.6.8.9	0.0
1.5.7.8.9	0.0
2.3.4.6.8	-5.7
2.3.4.6.9	-5.35
2.3.4.7.8	-6.53
2.3.4.7.9	-5.0
2.3.5.6.8	0.0
2.3.5.6.9	0.0
2.3.5.7.8	0.0
2.3.5.7.9	0.0
2.4.5.6.8	-5.89
2.4.5.6.9	-5.62
2.4.5.7.8	-6.68
2.4.5.7.9	-5.24
2.4.6.7.8	-6.32
2.4.6.7.9	-5.58
2.4.6.8.9	-5.76
2.4.7.8.9	-5.31
2.5.6.7.8	0.0
2.5.6.7.9	0.0
2.5.6.8.9	0.0
2.5.7.8.9	0.0
3.4.5.6.8	-5.92
3.4.5.6.9	-4.94
3.4.5.7.8	-6.58
3.4.5.7.9	-4.73
3.4.6.7.8	-6.09
3.4.6.7.9	-4.68
3.4.6.8.9	-4.84
3.4.7.8.9	-4.56
3.5.6.7.8	0.0
3.5.6.7.9	0.0
3.5.6.8.9	0.0
3.5.7.8.9	0.0
