 ChipID Half   Layer0  Layer1   Layer2   Layer3  Layer4   Layer5  Layer6  Layer7  Layer8  Pseaudo_Eff
    344   h0 0.434783       1 0.000000 0.480000       1 0.000000       1       1       1     0.000000
    345   h0 0.454545       1 0.000000 0.500000       1 0.000000       1       1       1     0.000000
    346   h0 0.355731       1 0.000000 0.280000       1 0.000000       1       1       1     0.000000
    347   h0 0.695652       1 0.960000 0.720000       1 0.962963       1       1       1     0.463026
    348   h0 0.727273       1 1.000000 0.750000       1 1.000000       1       1       1     0.545455
    349   h0 0.569170       1 0.640000 0.420000       1 0.407407       1       1       1     0.062330
    350   h0 0.695652       1 0.610909 0.240000       1 0.888889       1       1       1     0.090662
    351   h0 0.727273       1 0.636364 0.250000       1 0.923077       1       1       1     0.106802
    352   h0 0.600791       1 0.407273 0.140000       1 0.376068       1       1       1     0.012883
    353   h0 0.956522       1 0.436364 0.000000       1 0.074074       1       1       1     0.000000
    354   h0 1.000000       1 0.454545 0.000000       1 0.076923       1       1       1     0.000000
    355   h0 0.826087       1 0.290909 0.000000       1 0.031339       1       1       1     0.000000
    392   h0 0.956522       1 0.698182 0.800000       1 0.814815       1       1       1     0.435324
    393   h0 1.000000       1 0.727273 0.833333       1 0.846154       1       1       1     0.512821
    394   h0 1.000000       1 0.727273 0.448718       1 0.846154       1       1       1     0.276134
    395   h0 1.000000       1 0.669091 0.000000       1 0.501425       1       1       1     0.000000
    396   h0 0.695652       1 0.698182 0.960000       1 0.740741       1       1       1     0.345381
    397   h0 0.727273       1 0.727273 1.000000       1 0.769231       1       1       1     0.406866
    398   h0 0.727273       1 0.727273 1.000000       1 0.769231       1       1       1     0.406866
    399   h0 0.727273       1 0.669091 0.769231       1 0.455840       1       1       1     0.170629
    400   h0 0.909091       1 0.818182 0.750000       1 0.769231       1       1       1     0.429116
    401   h0 0.909091       1 0.818182 0.750000       1 0.769231       1       1       1     0.429116
    402   h0 0.909091       1 0.818182 0.680000       1 0.769231       1       1       1     0.389065
    403   h0 0.909091       1 0.654545 0.115385       1 0.598291       1       1       1     0.041078
    404   h0 0.727273       1 0.727273 0.833333       1 0.846154       1       1       1     0.372960
    405   h0 0.727273       1 0.727273 0.833333       1 0.846154       1       1       1     0.372960
    406   h0 0.727273       1 0.727273 0.833333       1 0.846154       1       1       1     0.372960
    407   h0 0.703557       1 0.461818 0.384615       1 0.188034       1       1       1     0.023498
    408   h0 0.727273       1 0.727273 1.000000       1 1.000000       1       1       1     0.528926
    409   h0 0.727273       1 0.727273 1.000000       1 1.000000       1       1       1     0.528926
    410   h0 0.727273       1 0.727273 1.000000       1 1.000000       1       1       1     0.528926
    411   h0 0.723320       1 0.490909 0.461538       1 0.222222       1       1       1     0.036419
    412   h0 1.000000       1 1.000000 0.750000       1 0.769231       1       1       1     0.576923
    413   h0 1.000000       1 1.000000 0.750000       1 0.769231       1       1       1     0.576923
    414   h0 1.000000       1 1.000000 0.750000       1 0.769231       1       1       1     0.576923
    415   h0 1.000000       1 0.680000 0.317308       1 0.142450       1       1       1     0.030736
    416   h0 0.727273       1 0.909091 0.750000       1 0.769231       1       1       1     0.381437
    417   h0 0.727273       1 0.909091 0.750000       1 0.769231       1       1       1     0.381437
    418   h0 0.727273       1 0.909091 0.730769       1 0.769231       1       1       1     0.371656
    419   h0 0.316206       1 0.181818 0.201923       1 0.643875       1       1       1     0.007475
    420   h0 0.956522       1 0.872727 0.960000       1 0.712251       1       1       1     0.570792
    421   h0 1.000000       1 0.909091 1.000000       1 0.769231       1       1       1     0.699301
    422   h0 1.000000       1 0.909091 1.000000       1 0.769231       1       1       1     0.699301
    423   h0 1.000000       1 0.836364 0.800000       1 0.455840       1       1       1     0.304999
    424   h0 0.695652       1 0.960000 0.720000       1 0.925926       1       1       1     0.445217
    425   h0 0.727273       1 1.000000 0.750000       1 1.000000       1       1       1     0.545455
    426   h0 0.632411       1 0.640000 0.420000       1 1.000000       1       1       1     0.169992
    427   h0 0.181818       1 0.000000 0.000000       1 0.592593       1       1       1     0.000000
    448   h0 0.695652       1 0.698182 0.720000       1 0.740741       1       1       1     0.259036
    449   h0 0.727273       1 0.727273 0.750000       1 0.769231       1       1       1     0.305149
    450   h0 0.727273       1 0.727273 0.750000       1 0.769231       1       1       1     0.305149
    451   h0 0.727273       1 0.669091 0.576923       1 0.643875       1       1       1     0.180760
    452   h0 0.189723       1 0.000000 0.000000       1 0.341880       1       1       1     0.000000
    453   h0 0.869565       1 0.960000 0.720000       1 0.740741       1       1       1     0.445217
    454   h0 0.909091       1 1.000000 0.750000       1 0.769231       1       1       1     0.524476
    455   h0 0.909091       1 1.000000 0.750000       1 0.769231       1       1       1     0.524476
    456   h0 0.909091       1 0.920000 0.600000       1 0.769231       1       1       1     0.386014
    457   h0 0.237154       1 0.000000 0.000000       1 0.569801       1       1       1     0.000000
    458   h0 0.695652       1 0.698182 0.720000       1 0.769231       1       1       1     0.268998
    459   h0 0.727273       1 0.727273 0.750000       1 0.769231       1       1       1     0.305149
    460   h0 0.727273       1 0.727273 0.750000       1 0.769231       1       1       1     0.305149
    461   h0 0.727273       1 0.669091 0.600000       1 0.769231       1       1       1     0.224590
    462   h0 0.189723       1 0.000000 0.000000       1 0.569801       1       1       1     0.000000
    463   h0 0.782609       1 0.698182 0.800000       1 0.732194       1       1       1     0.320058
    464   h0 0.818182       1 0.727273 0.833333       1 0.769231       1       1       1     0.381437
    465   h0 0.818182       1 0.727273 0.833333       1 0.769231       1       1       1     0.381437
    466   h0 0.818182       1 0.669091 0.666667       1 0.675214       1       1       1     0.246425
    467   h0 0.213439       1 0.000000 0.000000       1 0.398860       1       1       1     0.000000
    812   h1 0.434783       1 0.000000 0.400000       1 0.000000       1       1       1     0.000000
    813   h1 0.363636       1 0.000000 0.416667       1 0.059829       1       1       1     0.000000
    814   h1 0.300395       1 0.000000 0.216667       1 0.031339       1       1       1     0.000000
    815   h1 0.695652       1 0.960000 0.720000       1 1.000000       1       1       1     0.480835
    816   h1 0.727273       1 1.000000 0.750000       1 0.940171       1       1       1     0.512821
    817   h1 0.600791       1 0.600000 0.420000       1 0.376068       1       1       1     0.056936
    818   h1 0.695652       1 0.727273 0.333333       1 1.000000       1       1       1     0.168643
    819   h1 0.727273       1 0.727273 0.333333       1 0.940171       1       1       1     0.165760
    820   h1 0.600791       1 0.465455 0.173333       1 0.376068       1       1       1     0.018228
    821   h1 0.956522       1 0.436364 0.000000       1 0.000000       1       1       1     0.000000
    822   h1 1.000000       1 0.454545 0.000000       1 0.059829       1       1       1     0.000000
    823   h1 0.826087       1 0.290909 0.000000       1 0.031339       1       1       1     0.000000
    860   h1 0.956522       1 0.672727 0.880000       1 0.923077       1       1       1     0.522702
    861   h1 1.000000       1 0.727273 0.916667       1 0.923077       1       1       1     0.615385
    862   h1 1.000000       1 0.690909 0.476667       1 0.923077       1       1       1     0.304000
    863   h1 1.000000       1 0.585455 0.000000       1 0.512821       1       1       1     0.000000
    864   h1 0.695652       1 0.669091 1.000000       1 0.769231       1       1       1     0.358042
    865   h1 0.727273       1 0.727273 1.000000       1 0.769231       1       1       1     0.406866
    866   h1 0.727273       1 0.727273 1.000000       1 0.769231       1       1       1     0.406866
    867   h1 0.727273       1 0.669091 0.769231       1 0.427350       1       1       1     0.159964
    868   h1 0.909091       1 0.727273 0.750000       1 0.769231       1       1       1     0.381437
    869   h1 0.909091       1 0.727273 0.750000       1 0.769231       1       1       1     0.381437
    870   h1 0.909091       1 0.727273 0.660256       1 0.769231       1       1       1     0.335795
    871   h1 0.909091       1 0.581818 0.115385       1 0.569801       1       1       1     0.034775
    872   h1 0.727273       1 0.727273 0.916667       1 0.846154       1       1       1     0.410256
    873   h1 0.727273       1 0.727273 0.916667       1 0.846154       1       1       1     0.410256
    874   h1 0.727273       1 0.727273 0.916667       1 0.846154       1       1       1     0.410256
    875   h1 0.660079       1 0.450909 0.423077       1 0.156695       1       1       1     0.019731
    876   h1 0.727273       1 0.727273 1.000000       1 1.000000       1       1       1     0.528926
    877   h1 0.727273       1 0.727273 1.000000       1 1.000000       1       1       1     0.528926
    878   h1 0.727273       1 0.727273 1.000000       1 1.000000       1       1       1     0.528926
    879   h1 0.695652       1 0.465455 0.461538       1 0.222222       1       1       1     0.033210
    880   h1 1.000000       1 1.000000 0.750000       1 0.846154       1       1       1     0.634615
    881   h1 1.000000       1 1.000000 0.750000       1 0.846154       1       1       1     0.634615
    882   h1 1.000000       1 1.000000 0.750000       1 0.846154       1       1       1     0.634615
