 ChipID Half   Layer0  Layer1   Layer2   Layer3  Layer4   Layer5  Layer6  Layer7  Layer8  Pseaudo_Eff
    883   h1 0.956522       1 0.680000 0.288462       1 0.125356       1       1       1     0.023520
    884   h1 0.727273       1 0.818182 0.750000       1 0.769231       1       1       1     0.343293
    885   h1 0.727273       1 0.818182 0.750000       1 0.769231       1       1       1     0.343293
    886   h1 0.727273       1 0.818182 0.733974       1 0.769231       1       1       1     0.335958
    887   h1 0.284585       1 0.130909 0.259615       1 0.678063       1       1       1     0.006558
    888   h1 0.869565       1 0.960000 1.000000       1 0.846154       1       1       1     0.706355
    889   h1 0.909091       1 1.000000 1.000000       1 0.786325       1       1       1     0.714841
    890   h1 1.000000       1 1.000000 1.000000       1 0.817664       1       1       1     0.817664
    891   h1 1.000000       1 0.920000 0.769231       1 0.470085       1       1       1     0.332676
    892   h1 0.695652       1 0.909091 0.750000       1 0.923077       1       1       1     0.437823
    893   h1 0.727273       1 0.909091 0.750000       1 0.923077       1       1       1     0.457724
    894   h1 0.632411       1 0.640000 0.390000       1 0.923077       1       1       1     0.145708
    895   h1 0.181818       1 0.000000 0.000000       1 0.512821       1       1       1     0.000000
    916   h1 0.695652       1 0.752727 0.750000       1 0.769231       1       1       1     0.302098
    917   h1 0.727273       1 0.818182 0.750000       1 0.769231       1       1       1     0.343293
    918   h1 0.727273       1 0.818182 0.750000       1 0.769231       1       1       1     0.343293
    919   h1 0.727273       1 0.752727 0.570000       1 0.666667       1       1       1     0.208026
    920   h1 0.158103       1 0.000000 0.000000       1 0.398860       1       1       1     0.000000
    921   h1 0.869565       1 0.960000 0.733333       1 0.769231       1       1       1     0.470903
    922   h1 0.909091       1 1.000000 0.750000       1 0.769231       1       1       1     0.524476
    923   h1 0.909091       1 1.000000 0.750000       1 0.769231       1       1       1     0.524476
    924   h1 0.909091       1 0.920000 0.576923       1 0.769231       1       1       1     0.371167
    925   h1 0.197628       1 0.000000 0.000000       1 0.569801       1       1       1     0.000000
    926   h1 0.707510       1 0.698182 0.721154       1 0.769231       1       1       1     0.274022
    927   h1 0.727273       1 0.727273 0.750000       1 0.769231       1       1       1     0.305149
    928   h1 0.727273       1 0.727273 0.750000       1 0.769231       1       1       1     0.305149
    929   h1 0.727273       1 0.669091 0.576923       1 0.769231       1       1       1     0.215952
    930   h1 0.158103       1 0.000000 0.000000       1 0.569801       1       1       1     0.000000
    931   h1 0.909091       1 0.698182 0.881410       1 0.692308       1       1       1     0.387305
    932   h1 0.909091       1 0.727273 0.916667       1 0.754986       1       1       1     0.457567
    933   h1 0.909091       1 0.727273 0.916667       1 0.723647       1       1       1     0.438574
    934   h1 0.909091       1 0.669091 0.705128       1 0.589744       1       1       1     0.252944
    935   h1 0.197628       1 0.000000 0.000000       1 0.341880       1       1       1     0.000000
