 ChipID Half  Layer0   Layer1   Layer2  Layer3   Layer4  Layer5   Layer6  Layer7  Layer8  Pseaudo_Eff
    344   h0       1 0.871212 0.000000       1 0.641026       1 0.000000       1       1     0.000000
    345   h0       1 0.965909 0.000000       1 0.666667       1 0.000000       1       1     0.000000
    346   h0       1 0.708333 0.000000       1 0.307692       1 0.000000       1       1     0.000000
    347   h0       1 0.784091 0.960000       1 0.721154       1 0.800000       1       1     0.434266
    348   h0       1 0.818182 1.000000       1 0.750000       1 0.800000       1       1     0.490909
    349   h0       1 0.579545 0.640000       1 0.570513       1 0.635294       1       1     0.134434
    350   h0       1 0.958333 0.610909       1 0.801282       1 0.866667       1       1     0.406566
    351   h0       1 1.000000 0.636364       1 0.833333       1 0.866667       1       1     0.459596
    352   h0       1 0.708333 0.407273       1 0.352564       1 0.688235       1       1     0.070000
    353   h0       1 0.000000 0.436364       1 0.000000       1 0.000000       1       1     0.000000
    354   h0       1 0.000000 0.454545       1 0.000000       1 0.000000       1       1     0.000000
    355   h0       1 0.000000 0.290909       1 0.000000       1 0.000000       1       1     0.000000
    392   h0       1 0.696970 0.698182       1 0.721154       1 0.933333       1       1     0.327527
    393   h0       1 0.727273 0.727273       1 0.750000       1 0.933333       1       1     0.370248
    394   h0       1 0.647727 0.727273       1 0.750000       1 0.741176       1       1     0.261862
    395   h0       1 0.454545 0.669091       1 0.490385       1 0.000000       1       1     0.000000
    396   h0       1 0.696970 0.698182       1 0.801282       1 0.933333       1       1     0.363919
    397   h0       1 0.727273 0.727273       1 0.833333       1 0.933333       1       1     0.411387
    398   h0       1 0.727273 0.727273       1 0.833333       1 0.933333       1       1     0.411387
    399   h0       1 0.727273 0.669091       1 0.544872       1 0.658824       1       1     0.174681
    400   h0       1 0.727273 0.818182       1 0.750000       1 0.800000       1       1     0.357025
    401   h0       1 0.727273 0.818182       1 0.750000       1 0.800000       1       1     0.357025
    402   h0       1 0.727273 0.818182       1 0.750000       1 0.800000       1       1     0.357025
    403   h0       1 0.454545 0.654545       1 0.384615       1 0.333333       1       1     0.038144
    404   h0       1 0.818182 0.727273       1 0.750000       1 0.800000       1       1     0.357025
    405   h0       1 0.818182 0.727273       1 0.750000       1 0.800000       1       1     0.357025
    406   h0       1 0.818182 0.727273       1 0.750000       1 0.800000       1       1     0.357025
    407   h0       1 0.681818 0.461818       1 0.221154       1 0.405882       1       1     0.028264
    408   h0       1 1.000000 0.727273       1 0.750000       1 0.800000       1       1     0.436364
    409   h0       1 1.000000 0.727273       1 0.750000       1 0.800000       1       1     0.436364
    410   h0       1 1.000000 0.727273       1 0.750000       1 0.800000       1       1     0.436364
    411   h0       1 0.875000 0.490909       1 0.224359       1 0.423529       1       1     0.040817
    412   h0       1 0.727273 1.000000       1 0.833333       1 0.800000       1       1     0.484848
    413   h0       1 0.727273 1.000000       1 0.833333       1 0.800000       1       1     0.484848
    414   h0       1 0.727273 1.000000       1 0.833333       1 0.800000       1       1     0.484848
    415   h0       1 0.587121 0.680000       1 0.288462       1 0.358824       1       1     0.041324
    416   h0       1 0.689394 0.909091       1 1.000000       1 0.800000       1       1     0.501377
    417   h0       1 0.727273 0.909091       1 1.000000       1 0.800000       1       1     0.528926
    418   h0       1 0.727273 0.909091       1 1.000000       1 0.758824       1       1     0.501702
    419   h0       1 0.545455 0.181818       1 1.000000       1 0.205882       1       1     0.020418
    420   h0       1 0.696970 0.872727       1 0.721154       1 0.800000       1       1     0.350922
    421   h0       1 0.727273 0.909091       1 0.750000       1 0.800000       1       1     0.396694
    422   h0       1 0.727273 0.909091       1 0.750000       1 0.662745       1       1     0.328634
    423   h0       1 0.727273 0.836364       1 0.490385       1 0.094118       1       1     0.028074
    424   h0       1 0.696970 0.960000       1 0.721154       1 0.800000       1       1     0.386014
    425   h0       1 0.727273 1.000000       1 0.750000       1 0.800000       1       1     0.436364
    426   h0       1 0.674242 0.640000       1 0.653846       1 0.635294       1       1     0.179245
    427   h0       1 0.545455 0.000000       1 0.381410       1 0.000000       1       1     0.000000
    448   h0       1 0.958333 0.698182       1 0.961538       1 0.866667       1       1     0.557576
    449   h0       1 1.000000 0.727273       1 1.000000       1 0.866667       1       1     0.630303
    450   h0       1 1.000000 0.727273       1 1.000000       1 0.866667       1       1     0.630303
    451   h0       1 1.000000 0.669091       1 1.000000       1 0.611765       1       1     0.409326
    452   h0       1 0.166667 0.000000       1 0.846154       1 0.000000       1       1     0.000000
    453   h0       1 0.696970 0.960000       1 0.801282       1 0.800000       1       1     0.428904
    454   h0       1 0.727273 1.000000       1 0.833333       1 0.800000       1       1     0.484848
    455   h0       1 0.727273 1.000000       1 0.833333       1 0.800000       1       1     0.484848
    456   h0       1 0.727273 0.920000       1 0.833333       1 0.564706       1       1     0.314866
    457   h0       1 0.121212 0.000000       1 0.705128       1 0.000000       1       1     0.000000
    458   h0       1 0.784091 0.698182       1 0.801282       1 0.800000       1       1     0.350922
    459   h0       1 0.909091 0.727273       1 0.833333       1 0.800000       1       1     0.440771
    460   h0       1 0.909091 0.727273       1 0.833333       1 0.800000       1       1     0.440771
    461   h0       1 0.909091 0.669091       1 0.833333       1 0.564706       1       1     0.286242
    462   h0       1 0.151515 0.000000       1 0.705128       1 0.000000       1       1     0.000000
