 ChipID Half   Layer0  Layer1   Layer2   Layer3  Layer4  Layer5   Layer6  Layer7  Layer8  Pseaudo_Eff
    344   h0 0.434783       1 0.000000 0.480000       1       1 0.000000       1       1     0.000000
    345   h0 0.454545       1 0.000000 0.500000       1       1 0.000000       1       1     0.000000
    346   h0 0.355731       1 0.000000 0.280000       1       1 0.000000       1       1     0.000000
    347   h0 0.695652       1 0.960000 0.720000       1       1 0.800000       1       1     0.384668
    348   h0 0.727273       1 1.000000 0.750000       1       1 0.800000       1       1     0.436364
    349   h0 0.569170       1 0.640000 0.420000       1       1 0.635294       1       1     0.097195
    350   h0 0.695652       1 0.610909 0.240000       1       1 0.866667       1       1     0.088396
    351   h0 0.727273       1 0.636364 0.250000       1       1 0.866667       1       1     0.100275
    352   h0 0.600791       1 0.407273 0.140000       1       1 0.688235       1       1     0.023576
    353   h0 0.956522       1 0.436364 0.000000       1       1 0.000000       1       1     0.000000
    354   h0 1.000000       1 0.454545 0.000000       1       1 0.000000       1       1     0.000000
    355   h0 0.826087       1 0.290909 0.000000       1       1 0.000000       1       1     0.000000
    392   h0 0.956522       1 0.698182 0.800000       1       1 0.933333       1       1     0.498643
    393   h0 1.000000       1 0.727273 0.833333       1       1 0.933333       1       1     0.565657
    394   h0 1.000000       1 0.727273 0.448718       1       1 0.741176       1       1     0.241876
    395   h0 1.000000       1 0.669091 0.000000       1       1 0.000000       1       1     0.000000
    396   h0 0.695652       1 0.698182 0.960000       1       1 0.933333       1       1     0.435180
    397   h0 0.727273       1 0.727273 1.000000       1       1 0.933333       1       1     0.493664
    398   h0 0.727273       1 0.727273 1.000000       1       1 0.933333       1       1     0.493664
    399   h0 0.727273       1 0.669091 0.769231       1       1 0.658824       1       1     0.246609
    400   h0 0.909091       1 0.818182 0.750000       1       1 0.800000       1       1     0.446281
    401   h0 0.909091       1 0.818182 0.750000       1       1 0.800000       1       1     0.446281
    402   h0 0.909091       1 0.818182 0.680000       1       1 0.800000       1       1     0.404628
    403   h0 0.909091       1 0.654545 0.115385       1       1 0.333333       1       1     0.022886
    404   h0 0.727273       1 0.727273 0.833333       1       1 0.800000       1       1     0.352617
    405   h0 0.727273       1 0.727273 0.833333       1       1 0.800000       1       1     0.352617
    406   h0 0.727273       1 0.727273 0.833333       1       1 0.800000       1       1     0.352617
    407   h0 0.703557       1 0.461818 0.384615       1       1 0.405882       1       1     0.050722
    408   h0 0.727273       1 0.727273 1.000000       1       1 0.800000       1       1     0.423140
    409   h0 0.727273       1 0.727273 1.000000       1       1 0.800000       1       1     0.423140
    410   h0 0.727273       1 0.727273 1.000000       1       1 0.800000       1       1     0.423140
    411   h0 0.723320       1 0.490909 0.461538       1       1 0.423529       1       1     0.069410
    412   h0 1.000000       1 1.000000 0.750000       1       1 0.800000       1       1     0.600000
    413   h0 1.000000       1 1.000000 0.750000       1       1 0.800000       1       1     0.600000
    414   h0 1.000000       1 1.000000 0.750000       1       1 0.800000       1       1     0.600000
    415   h0 1.000000       1 0.680000 0.317308       1       1 0.358824       1       1     0.077423
    416   h0 0.727273       1 0.909091 0.750000       1       1 0.800000       1       1     0.396694
    417   h0 0.727273       1 0.909091 0.750000       1       1 0.800000       1       1     0.396694
    418   h0 0.727273       1 0.909091 0.730769       1       1 0.758824       1       1     0.366628
    419   h0 0.316206       1 0.181818 0.201923       1       1 0.205882       1       1     0.002390
    420   h0 0.956522       1 0.872727 0.960000       1       1 0.800000       1       1     0.641113
    421   h0 1.000000       1 0.909091 1.000000       1       1 0.800000       1       1     0.727273
    422   h0 1.000000       1 0.909091 1.000000       1       1 0.662745       1       1     0.602496
    423   h0 1.000000       1 0.836364 0.800000       1       1 0.094118       1       1     0.062973
    424   h0 0.695652       1 0.960000 0.720000       1       1 0.800000       1       1     0.384668
    425   h0 0.727273       1 1.000000 0.750000       1       1 0.800000       1       1     0.436364
    426   h0 0.632411       1 0.640000 0.420000       1       1 0.635294       1       1     0.107995
    427   h0 0.181818       1 0.000000 0.000000       1       1 0.000000       1       1     0.000000
    448   h0 0.695652       1 0.698182 0.720000       1       1 0.866667       1       1     0.303072
    449   h0 0.727273       1 0.727273 0.750000       1       1 0.866667       1       1     0.343802
    450   h0 0.727273       1 0.727273 0.750000       1       1 0.866667       1       1     0.343802
    451   h0 0.727273       1 0.669091 0.576923       1       1 0.611765       1       1     0.171745
    452   h0 0.189723       1 0.000000 0.000000       1       1 0.000000       1       1     0.000000
    453   h0 0.869565       1 0.960000 0.720000       1       1 0.800000       1       1     0.480835
    454   h0 0.909091       1 1.000000 0.750000       1       1 0.800000       1       1     0.545455
    455   h0 0.909091       1 1.000000 0.750000       1       1 0.800000       1       1     0.545455
    456   h0 0.909091       1 0.920000 0.600000       1       1 0.564706       1       1     0.283380
    457   h0 0.237154       1 0.000000 0.000000       1       1 0.000000       1       1     0.000000
    458   h0 0.695652       1 0.698182 0.720000       1       1 0.800000       1       1     0.279758
    459   h0 0.727273       1 0.727273 0.750000       1       1 0.800000       1       1     0.317355
    460   h0 0.727273       1 0.727273 0.750000       1       1 0.800000       1       1     0.317355
    461   h0 0.727273       1 0.669091 0.600000       1       1 0.564706       1       1     0.164875
    462   h0 0.189723       1 0.000000 0.000000       1       1 0.000000       1       1     0.000000
    463   h0 0.782609       1 0.698182 0.800000       1       1 0.800000       1       1     0.349698
    464   h0 0.818182       1 0.727273 0.833333       1       1 0.800000       1       1     0.396694
    465   h0 0.818182       1 0.727273 0.833333       1       1 0.800000       1       1     0.396694
    466   h0 0.818182       1 0.669091 0.666667       1       1 0.564706       1       1     0.206094
    467   h0 0.213439       1 0.000000 0.000000       1       1 0.000000       1       1     0.000000
    812   h1 0.434783       1 0.000000 0.400000       1       1 0.000000       1       1     0.000000
    813   h1 0.363636       1 0.000000 0.416667       1       1 0.000000       1       1     0.000000
    814   h1 0.300395       1 0.000000 0.216667       1       1 0.000000       1       1     0.000000
    815   h1 0.695652       1 0.960000 0.720000       1       1 0.733333       1       1     0.352612
    816   h1 0.727273       1 1.000000 0.750000       1       1 0.733333       1       1     0.400000
    817   h1 0.600791       1 0.600000 0.420000       1       1 0.635294       1       1     0.096183
    818   h1 0.695652       1 0.727273 0.333333       1       1 0.800000       1       1     0.134914
    819   h1 0.727273       1 0.727273 0.333333       1       1 0.800000       1       1     0.141047
    820   h1 0.600791       1 0.465455 0.173333       1       1 0.611765       1       1     0.029653
    821   h1 0.956522       1 0.436364 0.000000       1       1 0.000000       1       1     0.000000
    822   h1 1.000000       1 0.454545 0.000000       1       1 0.000000       1       1     0.000000
    823   h1 0.826087       1 0.290909 0.000000       1       1 0.000000       1       1     0.000000
    860   h1 0.956522       1 0.672727 0.880000       1       1 0.866667       1       1     0.490759
    861   h1 1.000000       1 0.727273 0.916667       1       1 0.866667       1       1     0.577778
    862   h1 1.000000       1 0.690909 0.476667       1       1 0.662745       1       1     0.218264
    863   h1 1.000000       1 0.585455 0.000000       1       1 0.000000       1       1     0.000000
    864   h1 0.695652       1 0.669091 1.000000       1       1 0.933333       1       1     0.434424
    865   h1 0.727273       1 0.727273 1.000000       1       1 0.933333       1       1     0.493664
    866   h1 0.727273       1 0.727273 1.000000       1       1 0.933333       1       1     0.493664
    867   h1 0.727273       1 0.669091 0.769231       1       1 0.658824       1       1     0.246609
    868   h1 0.909091       1 0.727273 0.750000       1       1 0.800000       1       1     0.396694
    869   h1 0.909091       1 0.727273 0.750000       1       1 0.800000       1       1     0.396694
    870   h1 0.909091       1 0.727273 0.660256       1       1 0.800000       1       1     0.349227
    871   h1 0.909091       1 0.581818 0.115385       1       1 0.329412       1       1     0.020104
    872   h1 0.727273       1 0.727273 0.916667       1       1 0.800000       1       1     0.387879
    873   h1 0.727273       1 0.727273 0.916667       1       1 0.800000       1       1     0.387879
    874   h1 0.727273       1 0.727273 0.916667       1       1 0.800000       1       1     0.387879
    875   h1 0.660079       1 0.450909 0.423077       1       1 0.403922       1       1     0.050863
    876   h1 0.727273       1 0.727273 1.000000       1       1 0.800000       1       1     0.423140
    877   h1 0.727273       1 0.727273 1.000000       1       1 0.800000       1       1     0.423140
    878   h1 0.727273       1 0.727273 1.000000       1       1 0.800000       1       1     0.423140
    879   h1 0.695652       1 0.465455 0.461538       1       1 0.400000       1       1     0.059777
    880   h1 1.000000       1 1.000000 0.750000       1       1 0.800000       1       1     0.600000
    881   h1 1.000000       1 1.000000 0.750000       1       1 0.800000       1       1     0.600000
    882   h1 1.000000       1 1.000000 0.750000       1       1 0.800000       1       1     0.600000
    883   h1 0.956522       1 0.680000 0.288462       1       1 0.376471       1       1     0.070635
    884   h1 0.727273       1 0.818182 0.750000       1       1 0.800000       1       1     0.357025
    885   h1 0.727273       1 0.818182 0.750000       1       1 0.800000       1       1     0.357025
    886   h1 0.727273       1 0.818182 0.733974       1       1 0.752941       1       1     0.328843
    887   h1 0.284585       1 0.130909 0.259615       1       1 0.247059       1       1     0.002390
    888   h1 0.869565       1 0.960000 1.000000       1       1 0.800000       1       1     0.667826
    889   h1 0.909091       1 1.000000 1.000000       1       1 0.800000       1       1     0.727273
    890   h1 1.000000       1 1.000000 1.000000       1       1 0.658824       1       1     0.658824
    891   h1 1.000000       1 0.920000 0.769231       1       1 0.141176       1       1     0.099910
    892   h1 0.695652       1 0.909091 0.750000       1       1 0.800000       1       1     0.379447
    893   h1 0.727273       1 0.909091 0.750000       1       1 0.800000       1       1     0.396694
    894   h1 0.632411       1 0.640000 0.390000       1       1 0.611765       1       1     0.096567
    895   h1 0.181818       1 0.000000 0.000000       1       1 0.000000       1       1     0.000000
    916   h1 0.695652       1 0.752727 0.750000       1       1 0.933333       1       1     0.366545
    917   h1 0.727273       1 0.818182 0.750000       1       1 0.933333       1       1     0.416529
    918   h1 0.727273       1 0.818182 0.750000       1       1 0.933333       1       1     0.416529
    919   h1 0.727273       1 0.752727 0.570000       1       1 0.658824       1       1     0.205579
    920   h1 0.158103       1 0.000000 0.000000       1       1 0.000000       1       1     0.000000
    921   h1 0.869565       1 0.960000 0.733333       1       1 0.866667       1       1     0.530551
    922   h1 0.909091       1 1.000000 0.750000       1       1 0.866667       1       1     0.590909
    923   h1 0.909091       1 1.000000 0.750000       1       1 0.866667       1       1     0.590909
    924   h1 0.909091       1 0.920000 0.576923       1       1 0.637255       1       1     0.307487
    925   h1 0.197628       1 0.000000 0.000000       1       1 0.000000       1       1     0.000000
    926   h1 0.707510       1 0.698182 0.721154       1       1 0.800000       1       1     0.284983
    927   h1 0.727273       1 0.727273 0.750000       1       1 0.800000       1       1     0.317355
    928   h1 0.727273       1 0.727273 0.750000       1       1 0.800000       1       1     0.317355
    929   h1 0.727273       1 0.669091 0.576923       1       1 0.564706       1       1     0.158534
    930   h1 0.158103       1 0.000000 0.000000       1       1 0.000000       1       1     0.000000
    931   h1 0.909091       1 0.698182 0.881410       1       1 0.800000       1       1     0.447552
    932   h1 0.909091       1 0.727273 0.916667       1       1 0.800000       1       1     0.484848
    933   h1 0.909091       1 0.727273 0.916667       1       1 0.800000       1       1     0.484848
    934   h1 0.909091       1 0.669091 0.705128       1       1 0.564706       1       1     0.242205
    935   h1 0.197628       1 0.000000 0.000000       1       1 0.000000       1       1     0.000000
