 ChipID Half  Layer0   Layer1   Layer2  Layer3   Layer4  Layer5  Layer6   Layer7  Layer8  Pseaudo_Eff
    344   h0       1 0.871212 0.000000       1 0.641026       1       1 0.062500       1     0.000000
    345   h0       1 0.965909 0.000000       1 0.666667       1       1 0.062500       1     0.000000
    346   h0       1 0.708333 0.000000       1 0.307692       1       1 0.044643       1     0.000000
    347   h0       1 0.784091 0.960000       1 0.721154       1       1 0.812500       1     0.441051
    348   h0       1 0.818182 1.000000       1 0.750000       1       1 0.812500       1     0.498580
    349   h0       1 0.579545 0.640000       1 0.570513       1       1 0.580357       1     0.122808
    350   h0       1 0.958333 0.610909       1 0.801282       1       1 0.125000       1     0.058639
    351   h0       1 1.000000 0.636364       1 0.833333       1       1 0.125000       1     0.066288
    352   h0       1 0.708333 0.407273       1 0.352564       1       1 0.089286       1     0.009081
    353   h0       1 0.000000 0.436364       1 0.000000       1       1 0.000000       1     0.000000
    354   h0       1 0.000000 0.454545       1 0.000000       1       1 0.000000       1     0.000000
    355   h0       1 0.000000 0.290909       1 0.000000       1       1 0.000000       1     0.000000
    392   h0       1 0.696970 0.698182       1 0.721154       1       1 0.812500       1     0.285124
    393   h0       1 0.727273 0.727273       1 0.750000       1       1 0.812500       1     0.322314
    394   h0       1 0.647727 0.727273       1 0.750000       1       1 0.580357       1     0.205044
    395   h0       1 0.454545 0.669091       1 0.490385       1       1 0.000000       1     0.000000
    396   h0       1 0.696970 0.698182       1 0.801282       1       1 0.812500       1     0.316804
    397   h0       1 0.727273 0.727273       1 0.833333       1       1 0.812500       1     0.358127
    398   h0       1 0.727273 0.727273       1 0.833333       1       1 0.687500       1     0.303030
    399   h0       1 0.727273 0.669091       1 0.544872       1       1 0.225000       1     0.059657
    400   h0       1 0.727273 0.818182       1 0.750000       1       1 0.812500       1     0.362603
    401   h0       1 0.727273 0.818182       1 0.750000       1       1 0.812500       1     0.362603
    402   h0       1 0.727273 0.818182       1 0.750000       1       1 0.792857       1     0.353837
    403   h0       1 0.454545 0.654545       1 0.384615       1       1 0.278571       1     0.031877
    404   h0       1 0.818182 0.727273       1 0.750000       1       1 0.875000       1     0.390496
    405   h0       1 0.818182 0.727273       1 0.750000       1       1 0.875000       1     0.390496
    406   h0       1 0.818182 0.727273       1 0.750000       1       1 0.875000       1     0.390496
    407   h0       1 0.681818 0.461818       1 0.221154       1       1 0.350000       1     0.024373
    408   h0       1 1.000000 0.727273       1 0.750000       1       1 0.875000       1     0.477273
    409   h0       1 1.000000 0.727273       1 0.750000       1       1 0.875000       1     0.477273
    410   h0       1 1.000000 0.727273       1 0.750000       1       1 0.875000       1     0.477273
    411   h0       1 0.875000 0.490909       1 0.224359       1       1 0.350000       1     0.033730
    412   h0       1 0.727273 1.000000       1 0.833333       1       1 0.812500       1     0.492424
    413   h0       1 0.727273 1.000000       1 0.833333       1       1 0.812500       1     0.492424
    414   h0       1 0.727273 1.000000       1 0.833333       1       1 0.812500       1     0.492424
    415   h0       1 0.587121 0.680000       1 0.288462       1       1 0.325000       1     0.037429
    416   h0       1 0.689394 0.909091       1 1.000000       1       1 0.812500       1     0.509211
    417   h0       1 0.727273 0.909091       1 1.000000       1       1 0.812500       1     0.537190
    418   h0       1 0.727273 0.909091       1 1.000000       1       1 0.787500       1     0.520661
    419   h0       1 0.545455 0.181818       1 1.000000       1       1 0.235714       1     0.023377
    420   h0       1 0.696970 0.872727       1 0.721154       1       1 0.812500       1     0.356405
    421   h0       1 0.727273 0.909091       1 0.750000       1       1 0.812500       1     0.402893
    422   h0       1 0.727273 0.909091       1 0.750000       1       1 0.687500       1     0.340909
    423   h0       1 0.727273 0.836364       1 0.490385       1       1 0.225000       1     0.067114
    424   h0       1 0.696970 0.960000       1 0.721154       1       1 0.812500       1     0.392045
    425   h0       1 0.727273 1.000000       1 0.750000       1       1 0.812500       1     0.443182
    426   h0       1 0.674242 0.640000       1 0.653846       1       1 0.580357       1     0.163745
    427   h0       1 0.545455 0.000000       1 0.381410       1       1 0.000000       1     0.000000
    448   h0       1 0.958333 0.698182       1 0.961538       1       1 0.812500       1     0.522727
    449   h0       1 1.000000 0.727273       1 1.000000       1       1 0.812500       1     0.590909
    450   h0       1 1.000000 0.727273       1 1.000000       1       1 0.812500       1     0.590909
    451   h0       1 1.000000 0.669091       1 1.000000       1       1 0.487500       1     0.326182
    452   h0       1 0.166667 0.000000       1 0.846154       1       1 0.000000       1     0.000000
    453   h0       1 0.696970 0.960000       1 0.801282       1       1 0.812500       1     0.435606
    454   h0       1 0.727273 1.000000       1 0.833333       1       1 0.812500       1     0.492424
    455   h0       1 0.727273 1.000000       1 0.833333       1       1 0.812500       1     0.492424
    456   h0       1 0.727273 0.920000       1 0.833333       1       1 0.487500       1     0.271818
    457   h0       1 0.121212 0.000000       1 0.705128       1       1 0.000000       1     0.000000
    458   h0       1 0.784091 0.698182       1 0.801282       1       1 0.812500       1     0.356405
    459   h0       1 0.909091 0.727273       1 0.833333       1       1 0.812500       1     0.447658
    460   h0       1 0.909091 0.727273       1 0.833333       1       1 0.812500       1     0.447658
    461   h0       1 0.909091 0.669091       1 0.833333       1       1 0.487500       1     0.247107
    462   h0       1 0.151515 0.000000       1 0.705128       1       1 0.000000       1     0.000000
    463   h0       1 0.958333 0.698182       1 0.721154       1       1 0.812500       1     0.392045
    464   h0       1 1.000000 0.727273       1 0.750000       1       1 0.812500       1     0.443182
    465   h0       1 1.000000 0.727273       1 0.750000       1       1 0.812500       1     0.443182
    466   h0       1 1.000000 0.669091       1 0.548077       1       1 0.487500       1     0.178773
    467   h0       1 0.166667 0.000000       1 0.141026       1       1 0.000000       1     0.000000
    812   h1       1 0.916667 0.000000       1 0.583333       1       1 0.062500       1     0.000000
    813   h1       1 1.000000 0.000000       1 0.583333       1       1 0.062500       1     0.000000
    814   h1       1 0.750000 0.000000       1 0.269231       1       1 0.042857       1     0.000000
    815   h1       1 0.750000 0.960000       1 0.750000       1       1 0.812500       1     0.438750
    816   h1       1 0.818182 1.000000       1 0.750000       1       1 0.812500       1     0.498580
    817   h1       1 0.613636 0.600000       1 0.525641       1       1 0.580357       1     0.112317
    818   h1       1 0.916667 0.727273       1 0.916667       1       1 0.187500       1     0.114583
    819   h1       1 1.000000 0.727273       1 0.916667       1       1 0.187500       1     0.125000
    820   h1       1 0.750000 0.465455       1 0.423077       1       1 0.133929       1     0.019780
    821   h1       1 0.000000 0.436364       1 0.000000       1       1 0.000000       1     0.000000
    822   h1       1 0.000000 0.454545       1 0.000000       1       1 0.000000       1     0.000000
    823   h1       1 0.000000 0.290909       1 0.000000       1       1 0.000000       1     0.000000
    860   h1       1 0.666667 0.672727       1 0.750000       1       1 0.812500       1     0.273295
    861   h1       1 0.727273 0.727273       1 0.750000       1       1 0.812500       1     0.322314
    862   h1       1 0.636364 0.690909       1 0.750000       1       1 0.557143       1     0.183719
    863   h1       1 0.363636 0.585455       1 0.461538       1       1 0.000000       1     0.000000
    864   h1       1 0.666667 0.669091       1 0.916667       1       1 0.812500       1     0.332222
    865   h1       1 0.727273 0.727273       1 0.916667       1       1 0.812500       1     0.393939
    866   h1       1 0.727273 0.727273       1 0.916667       1       1 0.675000       1     0.327273
