 ChipID Half  Layer0   Layer1   Layer2  Layer3   Layer4  Layer5  Layer6  Layer7   Layer8  Pseaudo_Eff
    344   h0       1 0.871212 0.000000       1 0.641026       1       1       1 0.000000     0.000000
    345   h0       1 0.965909 0.000000       1 0.666667       1       1       1 0.000000     0.000000
    346   h0       1 0.708333 0.000000       1 0.307692       1       1       1 0.000000     0.000000
    347   h0       1 0.784091 0.960000       1 0.721154       1       1       1 0.764706     0.415107
    348   h0       1 0.818182 1.000000       1 0.750000       1       1       1 0.823529     0.505348
    349   h0       1 0.579545 0.640000       1 0.570513       1       1       1 0.390093     0.082547
    350   h0       1 0.958333 0.610909       1 0.801282       1       1       1 0.058824     0.027595
    351   h0       1 1.000000 0.636364       1 0.833333       1       1       1 0.058824     0.031194
    352   h0       1 0.708333 0.407273       1 0.352564       1       1       1 0.027864     0.002834
    353   h0       1 0.000000 0.436364       1 0.000000       1       1       1 0.000000     0.000000
    354   h0       1 0.000000 0.454545       1 0.000000       1       1       1 0.000000     0.000000
    355   h0       1 0.000000 0.290909       1 0.000000       1       1       1 0.000000     0.000000
    392   h0       1 0.696970 0.698182       1 0.721154       1       1       1 0.823529     0.288994
    393   h0       1 0.727273 0.727273       1 0.750000       1       1       1 0.823529     0.326689
    394   h0       1 0.647727 0.727273       1 0.750000       1       1       1 0.390093     0.137822
    395   h0       1 0.454545 0.669091       1 0.490385       1       1       1 0.000000     0.000000
    396   h0       1 0.696970 0.698182       1 0.801282       1       1       1 0.882353     0.344041
    397   h0       1 0.727273 0.727273       1 0.833333       1       1       1 0.860681     0.379364
    398   h0       1 0.727273 0.727273       1 0.833333       1       1       1 0.823529     0.362988
    399   h0       1 0.727273 0.669091       1 0.544872       1       1       1 0.238390     0.063207
    400   h0       1 0.727273 0.818182       1 0.750000       1       1       1 0.823529     0.367526
    401   h0       1 0.727273 0.818182       1 0.750000       1       1       1 0.823529     0.367526
    402   h0       1 0.727273 0.818182       1 0.750000       1       1       1 0.823529     0.367526
    403   h0       1 0.454545 0.654545       1 0.384615       1       1       1 0.043344     0.004960
    404   h0       1 0.818182 0.727273       1 0.750000       1       1       1 0.823529     0.367526
    405   h0       1 0.818182 0.727273       1 0.750000       1       1       1 0.823529     0.367526
    406   h0       1 0.818182 0.727273       1 0.750000       1       1       1 0.823529     0.367526
    407   h0       1 0.681818 0.461818       1 0.221154       1       1       1 0.068111     0.004743
    408   h0       1 1.000000 0.727273       1 0.750000       1       1       1 0.823529     0.449198
    409   h0       1 1.000000 0.727273       1 0.750000       1       1       1 0.823529     0.449198
    410   h0       1 1.000000 0.727273       1 0.750000       1       1       1 0.823529     0.449198
    411   h0       1 0.875000 0.490909       1 0.224359       1       1       1 0.065015     0.006266
    412   h0       1 0.727273 1.000000       1 0.833333       1       1       1 0.823529     0.499109
    413   h0       1 0.727273 1.000000       1 0.833333       1       1       1 0.823529     0.499109
    414   h0       1 0.727273 1.000000       1 0.833333       1       1       1 0.767802     0.465334
    415   h0       1 0.587121 0.680000       1 0.288462       1       1       1 0.038700     0.004457
    416   h0       1 0.689394 0.909091       1 1.000000       1       1       1 0.823529     0.516124
    417   h0       1 0.727273 0.909091       1 1.000000       1       1       1 0.823529     0.544482
    418   h0       1 0.727273 0.909091       1 1.000000       1       1       1 0.823529     0.544482
    419   h0       1 0.545455 0.181818       1 1.000000       1       1       1 0.255418     0.025331
    420   h0       1 0.696970 0.872727       1 0.721154       1       1       1 0.823529     0.361243
    421   h0       1 0.727273 0.909091       1 0.750000       1       1       1 0.823529     0.408362
    422   h0       1 0.727273 0.909091       1 0.750000       1       1       1 0.606811     0.300898
    423   h0       1 0.727273 0.836364       1 0.490385       1       1       1 0.119195     0.035554
    424   h0       1 0.696970 0.960000       1 0.721154       1       1       1 0.823529     0.397367
    425   h0       1 0.727273 1.000000       1 0.750000       1       1       1 0.823529     0.449198
    426   h0       1 0.674242 0.640000       1 0.653846       1       1       1 0.390093     0.110063
    427   h0       1 0.545455 0.000000       1 0.381410       1       1       1 0.000000     0.000000
    448   h0       1 0.958333 0.698182       1 0.961538       1       1       1 0.823529     0.529823
    449   h0       1 1.000000 0.727273       1 1.000000       1       1       1 0.823529     0.598930
    450   h0       1 1.000000 0.727273       1 1.000000       1       1       1 0.823529     0.598930
    451   h0       1 1.000000 0.669091       1 1.000000       1       1       1 0.572755     0.383225
    452   h0       1 0.166667 0.000000       1 0.846154       1       1       1 0.061920     0.000000
    453   h0       1 0.696970 0.960000       1 0.801282       1       1       1 0.823529     0.441519
    454   h0       1 0.727273 1.000000       1 0.833333       1       1       1 0.823529     0.499109
    455   h0       1 0.727273 1.000000       1 0.833333       1       1       1 0.823529     0.499109
    456   h0       1 0.727273 0.920000       1 0.833333       1       1       1 0.823529     0.459180
    457   h0       1 0.121212 0.000000       1 0.705128       1       1       1 0.108359     0.000000
    458   h0       1 0.784091 0.698182       1 0.801282       1       1       1 0.823529     0.361243
    459   h0       1 0.909091 0.727273       1 0.833333       1       1       1 0.823529     0.453735
    460   h0       1 0.909091 0.727273       1 0.833333       1       1       1 0.823529     0.453735
    461   h0       1 0.909091 0.669091       1 0.833333       1       1       1 0.823529     0.417436
    462   h0       1 0.151515 0.000000       1 0.705128       1       1       1 0.108359     0.000000
    463   h0       1 0.958333 0.698182       1 0.721154       1       1       1 0.823529     0.397367
    464   h0       1 1.000000 0.727273       1 0.750000       1       1       1 0.823529     0.449198
    465   h0       1 1.000000 0.727273       1 0.750000       1       1       1 0.856037     0.466929
    466   h0       1 1.000000 0.669091       1 0.548077       1       1       1 0.255418     0.093665
    467   h0       1 0.166667 0.000000       1 0.141026       1       1       1 0.000000     0.000000
    812   h1       1 0.916667 0.000000       1 0.583333       1       1       1 0.000000     0.000000
    813   h1       1 1.000000 0.000000       1 0.583333       1       1       1 0.000000     0.000000
    814   h1       1 0.750000 0.000000       1 0.269231       1       1       1 0.000000     0.000000
    815   h1       1 0.750000 0.960000       1 0.750000       1       1       1 0.764706     0.412941
    816   h1       1 0.818182 1.000000       1 0.750000       1       1       1 0.764706     0.469251
    817   h1       1 0.613636 0.600000       1 0.525641       1       1       1 0.342105     0.066208
    818   h1       1 0.916667 0.727273       1 0.916667       1       1       1 0.106811     0.065273
    819   h1       1 1.000000 0.727273       1 0.916667       1       1       1 0.058824     0.039216
    820   h1       1 0.750000 0.465455       1 0.423077       1       1       1 0.026316     0.003887
    821   h1       1 0.000000 0.436364       1 0.000000       1       1       1 0.000000     0.000000
    822   h1       1 0.000000 0.454545       1 0.000000       1       1       1 0.000000     0.000000
    823   h1       1 0.000000 0.290909       1 0.000000       1       1       1 0.000000     0.000000
    860   h1       1 0.666667 0.672727       1 0.750000       1       1       1 0.823529     0.277005
    861   h1       1 0.727273 0.727273       1 0.750000       1       1       1 0.823529     0.326689
    862   h1       1 0.636364 0.690909       1 0.750000       1       1       1 0.368421     0.121488
    863   h1       1 0.363636 0.585455       1 0.461538       1       1       1 0.000000     0.000000
    864   h1       1 0.666667 0.669091       1 0.916667       1       1       1 0.823529     0.336732
    865   h1       1 0.727273 0.727273       1 0.916667       1       1       1 0.823529     0.399287
    866   h1       1 0.727273 0.727273       1 0.916667       1       1       1 0.823529     0.399287
    867   h1       1 0.727273 0.669091       1 0.564103       1       1       1 0.216718     0.059489
    868   h1       1 0.715909 0.727273       1 0.750000       1       1       1 0.823529     0.321585
    869   h1       1 0.727273 0.727273       1 0.750000       1       1       1 0.823529     0.326689
    870   h1       1 0.727273 0.727273       1 0.750000       1       1       1 0.823529     0.326689
    871   h1       1 0.367424 0.581818       1 0.394231       1       1       1 0.021672     0.001826
    872   h1       1 0.818182 0.727273       1 0.750000       1       1       1 0.823529     0.367526
    873   h1       1 0.818182 0.727273       1 0.750000       1       1       1 0.823529     0.367526
    874   h1       1 0.818182 0.727273       1 0.750000       1       1       1 0.823529     0.367526
    875   h1       1 0.681818 0.450909       1 0.182692       1       1       1 0.044892     0.002521
    876   h1       1 1.000000 0.727273       1 0.750000       1       1       1 0.823529     0.449198
    877   h1       1 1.000000 0.727273       1 0.750000       1       1       1 0.823529     0.449198
    878   h1       1 1.000000 0.727273       1 0.750000       1       1       1 0.823529     0.449198
    879   h1       1 0.833333 0.465455       1 0.198718       1       1       1 0.043344     0.003341
    880   h1       1 0.727273 1.000000       1 0.916667       1       1       1 0.823529     0.549020
    881   h1       1 0.727273 1.000000       1 0.916667       1       1       1 0.823529     0.549020
    882   h1       1 0.727273 1.000000       1 0.916667       1       1       1 0.773994     0.515996
    883   h1       1 0.587121 0.680000       1 0.271605       1       1       1 0.037152     0.004029
    884   h1       1 0.681818 0.818182       1 1.000000       1       1       1 0.823529     0.459407
    885   h1       1 0.727273 0.818182       1 1.000000       1       1       1 0.823529     0.490034
    886   h1       1 0.727273 0.818182       1 1.000000       1       1       1 0.823529     0.490034
    887   h1       1 0.606061 0.130909       1 1.000000       1       1       1 0.253870     0.020142
    888   h1       1 0.666667 0.960000       1 0.750000       1       1       1 0.823529     0.395294
    889   h1       1 0.727273 1.000000       1 0.750000       1       1       1 0.801858     0.437377
    890   h1       1 0.727273 1.000000       1 0.750000       1       1       1 0.602167     0.328455
    891   h1       1 0.727273 0.920000       1 0.461538       1       1       1 0.123839     0.038243
    892   h1       1 0.666667 0.909091       1 0.750000       1       1       1 0.837461     0.380664
    893   h1       1 0.727273 0.909091       1 0.750000       1       1       1 0.882353     0.437530
    894   h1       1 0.704545 0.640000       1 0.701923       1       1       1 0.394737     0.124936
    895   h1       1 0.636364 0.000000       1 0.410256       1       1       1 0.000000     0.000000
    916   h1       1 0.916667 0.752727       1 1.000000       1       1       1 0.823529     0.568235
    917   h1       1 1.000000 0.818182       1 1.000000       1       1       1 0.823529     0.673797
    918   h1       1 1.000000 0.818182       1 1.000000       1       1       1 0.823529     0.673797
    919   h1       1 1.000000 0.752727       1 1.000000       1       1       1 0.530960     0.399668
    920   h1       1 0.166667 0.000000       1 0.807692       1       1       1 0.054180     0.000000
    921   h1       1 0.666667 0.960000       1 0.750000       1       1       1 0.823529     0.395294
    922   h1       1 0.727273 1.000000       1 0.750000       1       1       1 0.823529     0.449198
    923   h1       1 0.727273 1.000000       1 0.750000       1       1       1 0.823529     0.449198
    924   h1       1 0.727273 0.920000       1 0.750000       1       1       1 0.823529     0.413262
    925   h1       1 0.121212 0.000000       1 0.605769       1       1       1 0.108359     0.000000
    926   h1       1 0.833333 0.698182       1 0.750000       1       1       1 0.823529     0.359358
    927   h1       1 0.909091 0.727273       1 0.750000       1       1       1 0.823529     0.408362
    928   h1       1 0.909091 0.727273       1 0.750000       1       1       1 0.823529     0.408362
    929   h1       1 0.909091 0.669091       1 0.750000       1       1       1 0.823529     0.375693
    930   h1       1 0.151515 0.000000       1 0.611111       1       1       1 0.108359     0.000000
    931   h1       1 0.833333 0.698182       1 0.750000       1       1       1 0.823529     0.359358
    932   h1       1 0.909091 0.727273       1 0.750000       1       1       1 0.825077     0.409129
    933   h1       1 0.909091 0.727273       1 0.750000       1       1       1 0.823529     0.408362
    934   h1       1 0.909091 0.669091       1 0.525641       1       1       1 0.235294     0.075230
    935   h1       1 0.151515 0.000000       1 0.134615       1       1       1 0.000000     0.000000
