 ChipID Half   Layer0  Layer1   Layer2   Layer3  Layer4  Layer5  Layer6   Layer7  Layer8  Pseaudo_Eff
    344   h0 0.434783       1 0.000000 0.480000       1       1       1 0.062500       1     0.000000
    345   h0 0.454545       1 0.000000 0.500000       1       1       1 0.062500       1     0.000000
    346   h0 0.355731       1 0.000000 0.280000       1       1       1 0.044643       1     0.000000
    347   h0 0.695652       1 0.960000 0.720000       1       1       1 0.812500       1     0.390678
    348   h0 0.727273       1 1.000000 0.750000       1       1       1 0.812500       1     0.443182
    349   h0 0.569170       1 0.640000 0.420000       1       1       1 0.580357       1     0.088791
    350   h0 0.695652       1 0.610909 0.240000       1       1       1 0.125000       1     0.012749
    351   h0 0.727273       1 0.636364 0.250000       1       1       1 0.125000       1     0.014463
    352   h0 0.600791       1 0.407273 0.140000       1       1       1 0.089286       1     0.003059
    353   h0 0.956522       1 0.436364 0.000000       1       1       1 0.000000       1     0.000000
    354   h0 1.000000       1 0.454545 0.000000       1       1       1 0.000000       1     0.000000
    355   h0 0.826087       1 0.290909 0.000000       1       1       1 0.000000       1     0.000000
    392   h0 0.956522       1 0.698182 0.800000       1       1       1 0.812500       1     0.434087
    393   h0 1.000000       1 0.727273 0.833333       1       1       1 0.812500       1     0.492424
    394   h0 1.000000       1 0.727273 0.448718       1       1       1 0.580357       1     0.189394
    395   h0 1.000000       1 0.669091 0.000000       1       1       1 0.000000       1     0.000000
    396   h0 0.695652       1 0.698182 0.960000       1       1       1 0.812500       1     0.378840
    397   h0 0.727273       1 0.727273 1.000000       1       1       1 0.812500       1     0.429752
    398   h0 0.727273       1 0.727273 1.000000       1       1       1 0.687500       1     0.363636
    399   h0 0.727273       1 0.669091 0.769231       1       1       1 0.225000       1     0.084221
    400   h0 0.909091       1 0.818182 0.750000       1       1       1 0.812500       1     0.453254
    401   h0 0.909091       1 0.818182 0.750000       1       1       1 0.812500       1     0.453254
    402   h0 0.909091       1 0.818182 0.680000       1       1       1 0.792857       1     0.401015
    403   h0 0.909091       1 0.654545 0.115385       1       1       1 0.278571       1     0.019126
    404   h0 0.727273       1 0.727273 0.833333       1       1       1 0.875000       1     0.385675
    405   h0 0.727273       1 0.727273 0.833333       1       1       1 0.875000       1     0.385675
    406   h0 0.727273       1 0.727273 0.833333       1       1       1 0.875000       1     0.385675
    407   h0 0.703557       1 0.461818 0.384615       1       1       1 0.350000       1     0.043739
    408   h0 0.727273       1 0.727273 1.000000       1       1       1 0.875000       1     0.462810
    409   h0 0.727273       1 0.727273 1.000000       1       1       1 0.875000       1     0.462810
    410   h0 0.727273       1 0.727273 1.000000       1       1       1 0.875000       1     0.462810
    411   h0 0.723320       1 0.490909 0.461538       1       1       1 0.350000       1     0.057360
    412   h0 1.000000       1 1.000000 0.750000       1       1       1 0.812500       1     0.609375
    413   h0 1.000000       1 1.000000 0.750000       1       1       1 0.812500       1     0.609375
    414   h0 1.000000       1 1.000000 0.750000       1       1       1 0.812500       1     0.609375
    415   h0 1.000000       1 0.680000 0.317308       1       1       1 0.325000       1     0.070125
    416   h0 0.727273       1 0.909091 0.750000       1       1       1 0.812500       1     0.402893
    417   h0 0.727273       1 0.909091 0.750000       1       1       1 0.812500       1     0.402893
    418   h0 0.727273       1 0.909091 0.730769       1       1       1 0.787500       1     0.380483
    419   h0 0.316206       1 0.181818 0.201923       1       1       1 0.235714       1     0.002736
    420   h0 0.956522       1 0.872727 0.960000       1       1       1 0.812500       1     0.651130
    421   h0 1.000000       1 0.909091 1.000000       1       1       1 0.812500       1     0.738636
    422   h0 1.000000       1 0.909091 1.000000       1       1       1 0.687500       1     0.625000
    423   h0 1.000000       1 0.836364 0.800000       1       1       1 0.225000       1     0.150545
    424   h0 0.695652       1 0.960000 0.720000       1       1       1 0.812500       1     0.390678
    425   h0 0.727273       1 1.000000 0.750000       1       1       1 0.812500       1     0.443182
    426   h0 0.632411       1 0.640000 0.420000       1       1       1 0.580357       1     0.098656
    427   h0 0.181818       1 0.000000 0.000000       1       1       1 0.000000       1     0.000000
    448   h0 0.695652       1 0.698182 0.720000       1       1       1 0.812500       1     0.284130
    449   h0 0.727273       1 0.727273 0.750000       1       1       1 0.812500       1     0.322314
    450   h0 0.727273       1 0.727273 0.750000       1       1       1 0.812500       1     0.322314
    451   h0 0.727273       1 0.669091 0.576923       1       1       1 0.487500       1     0.136860
    452   h0 0.189723       1 0.000000 0.000000       1       1       1 0.000000       1     0.000000
    453   h0 0.869565       1 0.960000 0.720000       1       1       1 0.812500       1     0.488348
    454   h0 0.909091       1 1.000000 0.750000       1       1       1 0.812500       1     0.553977
    455   h0 0.909091       1 1.000000 0.750000       1       1       1 0.812500       1     0.553977
    456   h0 0.909091       1 0.920000 0.600000       1       1       1 0.487500       1     0.244636
    457   h0 0.237154       1 0.000000 0.000000       1       1       1 0.000000       1     0.000000
    458   h0 0.695652       1 0.698182 0.720000       1       1       1 0.812500       1     0.284130
    459   h0 0.727273       1 0.727273 0.750000       1       1       1 0.812500       1     0.322314
    460   h0 0.727273       1 0.727273 0.750000       1       1       1 0.812500       1     0.322314
    461   h0 0.727273       1 0.669091 0.600000       1       1       1 0.487500       1     0.142334
    462   h0 0.189723       1 0.000000 0.000000       1       1       1 0.000000       1     0.000000
    463   h0 0.782609       1 0.698182 0.800000       1       1       1 0.812500       1     0.355162
    464   h0 0.818182       1 0.727273 0.833333       1       1       1 0.812500       1     0.402893
    465   h0 0.818182       1 0.727273 0.833333       1       1       1 0.812500       1     0.402893
    466   h0 0.818182       1 0.669091 0.666667       1       1       1 0.487500       1     0.177917
    467   h0 0.213439       1 0.000000 0.000000       1       1       1 0.000000       1     0.000000
    812   h1 0.434783       1 0.000000 0.400000       1       1       1 0.062500       1     0.000000
    813   h1 0.363636       1 0.000000 0.416667       1       1       1 0.062500       1     0.000000
    814   h1 0.300395       1 0.000000 0.216667       1       1       1 0.042857       1     0.000000
    815   h1 0.695652       1 0.960000 0.720000       1       1       1 0.812500       1     0.390678
    816   h1 0.727273       1 1.000000 0.750000       1       1       1 0.812500       1     0.443182
    817   h1 0.600791       1 0.600000 0.420000       1       1       1 0.580357       1     0.087866
    818   h1 0.695652       1 0.727273 0.333333       1       1       1 0.187500       1     0.031621
    819   h1 0.727273       1 0.727273 0.333333       1       1       1 0.187500       1     0.033058
    820   h1 0.600791       1 0.465455 0.173333       1       1       1 0.133929       1     0.006492
    821   h1 0.956522       1 0.436364 0.000000       1       1       1 0.000000       1     0.000000
    822   h1 1.000000       1 0.454545 0.000000       1       1       1 0.000000       1     0.000000
    823   h1 0.826087       1 0.290909 0.000000       1       1       1 0.000000       1     0.000000
    860   h1 0.956522       1 0.672727 0.880000       1       1       1 0.812500       1     0.460087
    861   h1 1.000000       1 0.727273 0.916667       1       1       1 0.812500       1     0.541667
    862   h1 1.000000       1 0.690909 0.476667       1       1       1 0.557143       1     0.183486
    863   h1 1.000000       1 0.585455 0.000000       1       1       1 0.000000       1     0.000000
    864   h1 0.695652       1 0.669091 1.000000       1       1       1 0.812500       1     0.378182
    865   h1 0.727273       1 0.727273 1.000000       1       1       1 0.812500       1     0.429752
    866   h1 0.727273       1 0.727273 1.000000       1       1       1 0.675000       1     0.357025
    867   h1 0.727273       1 0.669091 0.769231       1       1       1 0.235714       1     0.088232
    868   h1 0.909091       1 0.727273 0.750000       1       1       1 0.812500       1     0.402893
    869   h1 0.909091       1 0.727273 0.750000       1       1       1 0.812500       1     0.402893
    870   h1 0.909091       1 0.727273 0.660256       1       1       1 0.769643       1     0.335975
    871   h1 0.909091       1 0.581818 0.115385       1       1       1 0.255357       1     0.015584
    872   h1 0.727273       1 0.727273 0.916667       1       1       1 0.812500       1     0.393939
    873   h1 0.727273       1 0.727273 0.916667       1       1       1 0.812500       1     0.393939
    874   h1 0.727273       1 0.727273 0.916667       1       1       1 0.812500       1     0.393939
    875   h1 0.660079       1 0.450909 0.423077       1       1       1 0.325000       1     0.040925
    876   h1 0.727273       1 0.727273 1.000000       1       1       1 0.875000       1     0.462810
    877   h1 0.727273       1 0.727273 1.000000       1       1       1 0.875000       1     0.462810
    878   h1 0.727273       1 0.727273 1.000000       1       1       1 0.875000       1     0.462810
    879   h1 0.695652       1 0.465455 0.461538       1       1       1 0.350000       1     0.052305
    880   h1 1.000000       1 1.000000 0.750000       1       1       1 0.812500       1     0.609375
    881   h1 1.000000       1 1.000000 0.750000       1       1       1 0.812500       1     0.609375
    882   h1 1.000000       1 1.000000 0.750000       1       1       1 0.812500       1     0.609375
    883   h1 0.956522       1 0.680000 0.288462       1       1       1 0.325000       1     0.060978
    884   h1 0.727273       1 0.818182 0.750000       1       1       1 0.812500       1     0.362603
    885   h1 0.727273       1 0.818182 0.750000       1       1       1 0.812500       1     0.362603
    886   h1 0.727273       1 0.818182 0.733974       1       1       1 0.801786       1     0.350176
    887   h1 0.284585       1 0.130909 0.259615       1       1       1 0.255357       1     0.002470
    888   h1 0.869565       1 0.960000 1.000000       1       1       1 0.812500       1     0.678261
    889   h1 0.909091       1 1.000000 1.000000       1       1       1 0.812500       1     0.738636
    890   h1 1.000000       1 1.000000 1.000000       1       1       1 0.675000       1     0.675000
    891   h1 1.000000       1 0.920000 0.769231       1       1       1 0.235714       1     0.166813
    892   h1 0.695652       1 0.909091 0.750000       1       1       1 0.812500       1     0.385375
    893   h1 0.727273       1 0.909091 0.750000       1       1       1 0.812500       1     0.402893
    894   h1 0.632411       1 0.640000 0.390000       1       1       1 0.557143       1     0.087945
    895   h1 0.181818       1 0.000000 0.000000       1       1       1 0.000000       1     0.000000
    916   h1 0.695652       1 0.752727 0.750000       1       1       1 0.812500       1     0.319091
