ChipID	Half	Layer0	Layer1	Layer2	Layer3	Layer4	Layer5	Layer6	Layer7	Layer8	Peff(%)	Peff_Original(%)
332	h0	0.632	0.95	0.95	0.667	0.668	1	1.0	1	0.968	24.6	24.6
333	h0	0.667	1.0	1.0	0.7	0.7	1	1.0	1	1.0	32.68	32.68
334	h0	0.667	1.0	1.0	0.7	0.691	1	1.0	1	1.0	32.26	32.26
335	h0	0.947	0.739	0.665	0.952	0.764	1	0.846	1	0.968	27.72	27.72
336	h0	1.0	0.744	0.7	1.0	0.8	1	0.846	1	1.0	35.25	35.25
337	h0	1.0	0.667	0.7	1.0	0.8	1	0.846	1	1.0	31.6	31.6
338	h0	0.842	0.95	0.76	0.667	0.859	1	0.742	1	0.968	25.02	25.02
339	h0	0.889	1.0	0.765	0.7	0.9	1	0.846	1	1.0	36.25	36.25
340	h0	0.889	1.0	0.7	0.7	0.9	1	0.846	1	1.0	33.17	33.17
341	h0	0.947	0.633	0.95	0.952	0.668	1	1.0	1	1.0	36.22	36.22
342	h0	0.971	0.667	1.0	1.0	0.7	1	1.0	1	1.0	45.34	45.34
343	h0	0.889	0.667	1.0	1.0	0.682	1	1.0	1	1.0	40.44	40.44
356	h0	0.632	0.95	0.76	0.857	0.955	1	0.769	1	0.968	27.8	27.8
357	h0	0.667	1.0	0.8	0.9	1.0	1	0.769	1	1.0	36.93	36.93
358	h0	0.667	1.0	0.8	0.9	1.0	1	0.769	1	1.0	36.93	36.93
359	h0	0.667	1.0	0.8	0.8	1.0	1	0.725	1	1.0	30.95	30.95
360	h0	0.947	0.739	0.95	0.667	0.095	1	0.769	1	0.968	3.14	22.05
361	h0	1.0	0.778	1.0	0.7	0.1	1	0.769	1	1.0	4.19	29.32
362	h0	1.0	0.778	1.0	0.7	0.1	1	0.769	1	1.0	4.19	29.69
363	h0	1.0	0.778	1.0	0.7	0.2	1	0.769	1	1.0	8.38	33.5
364	h0	0.737	0.533	0.64	0.652	0.0	1	0.769	1	1.0	0.0	9.28
365	h0	1.0	0.667	0.8	0.7	0.0	1	0.769	1	1.0	0.0	22.98
366	h0	1.0	0.667	0.8	0.7	0.0	1	0.769	1	1.0	0.0	22.98
367	h0	1.0	0.667	0.8	0.605	0.0	1	0.769	1	1.0	0.0	19.86
368	h0	0.643	1.0	0.7	1.0	0.1	1	0.923	1	1.0	4.15	24.93
369	h0	0.667	1.0	0.7	1.0	0.1	1	0.923	1	1.0	4.31	25.86
370	h0	0.667	1.0	0.7	1.0	0.1	1	0.923	1	1.0	4.31	25.86
371	h0	0.667	1.0	0.7	1.0	0.1	1	0.923	1	1.0	4.31	25.86
372	h0	0.947	0.778	1.0	0.7	1.0	1	1.0	1	1.0	51.57	51.57
373	h0	1.0	0.778	1.0	0.7	1.0	1	1.0	1	1.0	54.46	54.46
374	h0	1.0	0.778	1.0	0.7	1.0	1	1.0	1	1.0	54.46	54.46
375	h0	1.0	0.778	1.0	0.7	1.0	1	1.0	1	1.0	54.46	54.46
376	h0	0.661	0.639	0.7	0.7	0.8	1	0.846	1	1.0	14.01	14.01
377	h0	0.667	0.667	0.7	0.7	0.8	1	0.846	1	1.0	14.75	14.75
378	h0	0.667	0.667	0.7	0.7	0.8	1	0.846	1	1.0	14.75	14.75
379	h0	0.667	0.667	0.7	0.7	0.8	1	0.846	1	1.0	14.75	14.75
380	h0	0.655	0.9	0.595	0.952	0.564	1	0.75	1	0.968	13.67	13.67
381	h0	0.889	1.0	0.7	1.0	0.6	1	0.769	1	1.0	28.71	28.71
382	h0	0.889	1.0	0.7	1.0	0.6	1	0.769	1	1.0	28.71	28.71
383	h0	0.889	1.0	0.7	1.0	0.6	1	0.769	1	1.0	28.71	28.71
384	h0	0.947	0.844	0.855	0.952	0.573	1	0.769	1	0.968	27.75	27.75
385	h0	1.0	0.889	0.9	1.0	0.6	1	0.769	1	1.0	36.92	36.92
386	h0	1.0	0.889	0.9	1.0	0.6	1	0.769	1	1.0	36.92	36.92
387	h0	1.0	0.889	0.9	1.0	0.6	1	0.769	1	1.0	36.92	36.92
388	h0	0.632	0.633	0.855	0.667	0.955	1	0.766	1	0.968	16.16	16.16
389	h0	0.667	0.667	0.9	0.7	1.0	1	0.769	1	1.0	21.55	21.55
390	h0	0.667	0.667	0.9	0.7	1.0	1	0.769	1	1.0	21.55	21.55
391	h0	0.667	0.667	0.9	0.7	1.0	1	0.725	1	1.0	20.32	20.32
428	h0	0.632	0.633	0.665	0.952	0.0	1	0.769	1	1.0	0.0	13.01
429	h0	0.667	0.667	0.7	1.0	0.0	1	0.769	1	1.0	0.0	16.76
430	h0	0.667	0.667	0.7	1.0	0.0	1	0.769	1	1.0	0.0	16.64
431	h0	0.667	0.667	0.7	1.0	0.0	1	0.769	1	1.0	0.0	14.37
432	h0	0.667	0.633	0.56	0.619	0.0	1	0.412	1	1.0	0.0	4.0
433	h0	0.737	0.95	0.95	0.762	0.0	1	0.67	1	1.0	0.0	32.43
434	h0	0.778	1.0	1.0	0.8	0.0	1	0.769	1	1.0	0.0	47.86
435	h0	0.778	1.0	1.0	0.8	0.0	1	0.769	1	1.0	0.0	47.86
436	h0	0.778	1.0	1.0	0.8	0.0	1	0.769	1	1.0	0.0	47.86
437	h0	0.778	0.95	0.8	0.495	0.0	1	0.484	1	1.0	0.0	14.17
438	h0	0.842	0.433	0.95	0.667	0.955	1	0.58	1	0.968	12.39	12.39
439	h0	0.889	0.656	1.0	0.7	1.0	1	0.769	1	1.0	31.39	31.39
440	h0	0.889	0.667	1.0	0.7	1.0	1	0.769	1	1.0	31.92	31.92
441	h0	0.889	0.667	1.0	0.7	1.0	1	0.769	1	1.0	31.92	31.92
442	h0	0.889	0.644	0.8	0.433	1.0	1	0.519	1	1.0	10.29	10.29
443	h0	0.632	0.844	0.665	0.667	0.859	1	0.769	1	1.0	15.63	15.63
444	h0	0.667	0.889	0.7	0.7	0.9	1	0.769	1	1.0	20.11	20.11
445	h0	0.667	0.889	0.7	0.7	0.9	1	0.769	1	1.0	20.11	20.11
446	h0	0.667	0.889	0.7	0.7	0.9	1	0.769	1	1.0	20.11	20.11
447	h0	0.667	0.95	0.56	0.433	0.9	1	0.412	1	1.0	5.7	5.7
800	h1	0.632	0.9	0.95	0.571	0.668	1	1.0	1	0.968	19.95	19.95
801	h1	0.667	1.0	1.0	0.643	0.7	1	1.0	1	1.0	30.02	30.02
802	h1	0.667	1.0	1.0	0.7	0.691	1	1.0	1	1.0	32.26	32.26
803	h1	0.947	0.6	0.76	0.952	0.764	1	0.846	1	0.968	25.72	25.72
804	h1	1.0	0.667	0.8	0.962	0.8	1	0.846	1	1.0	34.74	34.74
805	h1	1.0	0.667	0.8	0.9	0.8	1	0.846	1	1.0	32.5	32.5
806	h1	0.842	0.9	0.665	0.667	0.859	1	0.742	1	1.0	21.42	21.42
807	h1	0.889	1.0	0.7	0.7	0.9	1	0.769	1	1.0	30.15	30.15
