Configurations	Weights(%)
0.1.2.3.4.5.6.7	-2.96
0.1.2.3.4.5.6.8	-2.81
0.1.2.3.4.5.6.9	-3.26
0.1.2.3.4.5.7.8	-2.78
0.1.2.3.4.5.7.9	-3.04
0.1.2.3.4.5.8.9	-3.13
0.1.2.3.4.6.7.8	0.0
0.1.2.3.4.6.7.9	0.0
0.1.2.3.4.6.8.9	0.0
0.1.2.3.4.7.8.9	0.0
0.1.2.3.5.6.7.8	-2.98
0.1.2.3.5.6.7.9	-3.22
0.1.2.3.5.6.8.9	-3.29
0.1.2.3.5.7.8.9	-3.04
0.1.2.3.6.7.8.9	0.0
0.1.2.4.5.6.7.8	-2.56
0.1.2.4.5.6.7.9	-3.0
0.1.2.4.5.6.8.9	-3.05
0.1.2.4.5.7.8.9	-2.87
0.1.2.4.6.7.8.9	0.0
0.1.2.5.6.7.8.9	-2.97
0.1.3.4.5.6.7.8	-2.63
0.1.3.4.5.6.7.9	-2.97
0.1.3.4.5.6.8.9	-3.03
0.1.3.4.5.7.8.9	-2.83
0.1.3.4.6.7.8.9	0.0
0.1.3.5.6.7.8.9	-3.03
0.1.4.5.6.7.8.9	-2.82
0.2.3.4.5.6.7.8	-2.58
0.2.3.4.5.6.7.9	-3.25
0.2.3.4.5.6.8.9	-3.29
0.2.3.4.5.7.8.9	-3.09
0.2.3.4.6.7.8.9	0.0
0.2.3.5.6.7.8.9	-3.17
0.2.4.5.6.7.8.9	-3.07
0.3.4.5.6.7.8.9	-2.98
1.2.3.4.5.6.7.8	-2.48
1.2.3.4.5.6.7.9	-2.89
1.2.3.4.5.6.8.9	-2.93
1.2.3.4.5.7.8.9	-2.73
1.2.3.4.6.7.8.9	0.0
1.2.3.5.6.7.8.9	-2.9
1.2.4.5.6.7.8.9	-2.75
1.3.4.5.6.7.8.9	-2.73
2.3.4.5.6.7.8.9	-2.93
