Configurations	Weights(%)
0.1.2.3.4.6.7	0.0
0.1.2.3.4.6.8	0.0
0.1.2.3.4.6.9	0.0
0.1.2.3.4.7.8	0.0
0.1.2.3.4.7.9	0.0
0.1.2.3.4.8.9	0.0
0.1.2.3.5.6.7	-3.66
0.1.2.3.5.6.8	-3.92
0.1.2.3.5.6.9	-3.61
0.1.2.3.5.7.8	-3.74
0.1.2.3.5.7.9	-4.16
0.1.2.3.5.8.9	-3.7
0.1.2.3.6.7.8	0.0
0.1.2.3.6.7.9	0.0
0.1.2.3.6.8.9	0.0
0.1.2.3.7.8.9	0.0
0.1.2.4.5.6.7	-3.6
0.1.2.4.5.6.8	-4.27
0.1.2.4.5.6.9	-3.5
0.1.2.4.5.7.8	-4.13
0.1.2.4.5.7.9	-3.94
0.1.2.4.5.8.9	-3.58
0.1.2.4.6.7.8	0.0
0.1.2.4.6.7.9	0.0
0.1.2.4.6.8.9	0.0
0.1.2.4.7.8.9	0.0
0.1.2.5.6.7.8	-4.12
0.1.2.5.6.7.9	-3.62
0.1.2.5.6.8.9	-3.26
0.1.2.5.7.8.9	-3.7
0.1.2.6.7.8.9	0.0
0.1.3.4.5.6.7	-3.6
0.1.3.4.5.6.8	-3.8
0.1.3.4.5.6.9	-3.74
0.1.3.4.5.7.8	-3.65
0.1.3.4.5.7.9	-4.28
0.1.3.4.5.8.9	-3.85
0.1.3.4.6.7.8	0.0
0.1.3.4.6.7.9	0.0
0.1.3.4.6.8.9	0.0
0.1.3.4.7.8.9	0.0
0.1.3.5.6.7.8	-3.87
0.1.3.5.6.7.9	-4.0
0.1.3.5.6.8.9	-3.57
0.1.3.5.7.8.9	-4.1
0.1.3.6.7.8.9	0.0
0.1.4.5.6.7.8	-4.05
0.1.4.5.6.7.9	-3.7
0.1.4.5.6.8.9	-3.37
0.1.4.5.7.8.9	-3.79
0.1.4.6.7.8.9	0.0
0.1.5.6.7.8.9	-3.54
0.2.3.4.5.6.7	-3.5
0.2.3.4.5.6.8	-3.91
0.2.3.4.5.6.9	-3.38
0.2.3.4.5.7.8	-3.76
0.2.3.4.5.7.9	-3.85
0.2.3.4.5.8.9	-3.46
0.2.3.4.6.7.8	0.0
0.2.3.4.6.7.9	0.0
0.2.3.4.6.8.9	0.0
0.2.3.4.7.8.9	0.0
0.2.3.5.6.7.8	-3.84
0.2.3.5.6.7.9	-3.56
0.2.3.5.6.8.9	-3.17
0.2.3.5.7.8.9	-3.64
0.2.3.6.7.8.9	0.0
0.2.4.5.6.7.8	-4.31
0.2.4.5.6.7.9	-3.47
0.2.4.5.6.8.9	-3.16
0.2.4.5.7.8.9	-3.54
0.2.4.6.7.8.9	0.0
0.2.5.6.7.8.9	-3.26
0.3.4.5.6.7.8	-3.76
0.3.4.5.6.7.9	-3.63
0.3.4.5.6.8.9	-3.26
0.3.4.5.7.8.9	-3.71
0.3.4.6.7.8.9	0.0
0.3.5.6.7.8.9	-3.49
0.4.5.6.7.8.9	-3.3
1.2.3.4.5.6.7	-3.89
1.2.3.4.5.6.8	-4.0
1.2.3.4.5.6.9	-3.71
1.2.3.4.5.7.8	-3.88
1.2.3.4.5.7.9	-4.25
1.2.3.4.5.8.9	-3.84
1.2.3.4.6.7.8	0.0
1.2.3.4.6.7.9	0.0
1.2.3.4.6.8.9	0.0
1.2.3.4.7.8.9	0.0
1.2.3.5.6.7.8	-4.06
1.2.3.5.6.7.9	-3.94
1.2.3.5.6.8.9	-3.53
1.2.3.5.7.8.9	-4.06
1.2.3.6.7.8.9	0.0
1.2.4.5.6.7.8	-4.25
1.2.4.5.6.7.9	-3.65
1.2.4.5.6.8.9	-3.34
1.2.4.5.7.8.9	-3.76
1.2.4.6.7.8.9	0.0
1.2.5.6.7.8.9	-3.49
1.3.4.5.6.7.8	-3.92
1.3.4.5.6.7.9	-4.06
1.3.4.5.6.8.9	-3.69
1.3.4.5.7.8.9	-4.21
1.3.4.6.7.8.9	0.0
1.3.5.6.7.8.9	-3.95
1.4.5.6.7.8.9	-3.58
2.3.4.5.6.7.8	-3.91
2.3.4.5.6.7.9	-3.59
2.3.4.5.6.8.9	-3.24
2.3.4.5.7.8.9	-3.69
2.3.4.6.7.8.9	0.0
2.3.5.6.7.8.9	-3.45
2.4.5.6.7.8.9	-3.28
3.4.5.6.7.8.9	-3.52
