Configurations	Weights(%)
0.1.2.3.4.6.7	-4.06
0.1.2.3.4.6.8	-3.8
0.1.2.3.4.6.9	-3.33
0.1.2.3.4.7.8	-3.91
0.1.2.3.4.7.9	-3.43
0.1.2.3.4.8.9	-3.47
0.1.2.3.5.6.7	0.0
0.1.2.3.5.6.8	0.0
0.1.2.3.5.6.9	0.0
0.1.2.3.5.7.8	0.0
0.1.2.3.5.7.9	0.0
0.1.2.3.5.8.9	0.0
0.1.2.3.6.7.8	0.0
0.1.2.3.6.7.9	0.0
0.1.2.3.6.8.9	0.0
0.1.2.3.7.8.9	0.0
0.1.2.4.5.6.7	-3.9
0.1.2.4.5.6.8	-3.69
0.1.2.4.5.6.9	-3.17
0.1.2.4.5.7.8	-3.84
0.1.2.4.5.7.9	-3.23
0.1.2.4.5.8.9	-3.32
0.1.2.4.6.7.8	-3.96
0.1.2.4.6.7.9	-3.14
0.1.2.4.6.8.9	-3.19
0.1.2.4.7.8.9	-3.27
0.1.2.5.6.7.8	0.0
0.1.2.5.6.7.9	0.0
0.1.2.5.6.8.9	0.0
0.1.2.5.7.8.9	0.0
0.1.2.6.7.8.9	0.0
0.1.3.4.5.6.7	-3.9
0.1.3.4.5.6.8	-3.54
0.1.3.4.5.6.9	-3.28
0.1.3.4.5.7.8	-3.66
0.1.3.4.5.7.9	-3.36
0.1.3.4.5.8.9	-3.43
0.1.3.4.6.7.8	-3.82
0.1.3.4.6.7.9	-3.32
0.1.3.4.6.8.9	-3.35
0.1.3.4.7.8.9	-3.45
0.1.3.5.6.7.8	0.0
0.1.3.5.6.7.9	0.0
0.1.3.5.6.8.9	0.0
0.1.3.5.7.8.9	0.0
0.1.3.6.7.8.9	0.0
0.1.4.5.6.7.8	-3.73
0.1.4.5.6.7.9	-3.1
0.1.4.5.6.8.9	-3.16
0.1.4.5.7.8.9	-3.23
0.1.4.6.7.8.9	-3.19
0.1.5.6.7.8.9	0.0
0.2.3.4.5.6.7	-4.16
0.2.3.4.5.6.8	-3.79
0.2.3.4.5.6.9	-3.41
0.2.3.4.5.7.8	-3.92
0.2.3.4.5.7.9	-3.52
0.2.3.4.5.8.9	-3.58
0.2.3.4.6.7.8	-4.12
0.2.3.4.6.7.9	-3.39
0.2.3.4.6.8.9	-3.4
0.2.3.4.7.8.9	-3.53
0.2.3.5.6.7.8	0.0
0.2.3.5.6.7.9	0.0
0.2.3.5.6.8.9	0.0
0.2.3.5.7.8.9	0.0
0.2.3.6.7.8.9	0.0
0.2.4.5.6.7.8	-3.96
0.2.4.5.6.7.9	-3.17
0.2.4.5.6.8.9	-3.23
0.2.4.5.7.8.9	-3.32
0.2.4.6.7.8.9	-3.2
0.2.5.6.7.8.9	0.0
0.3.4.5.6.7.8	-3.76
0.3.4.5.6.7.9	-3.28
0.3.4.5.6.8.9	-3.32
0.3.4.5.7.8.9	-3.42
0.3.4.6.7.8.9	-3.36
0.3.5.6.7.8.9	0.0
0.4.5.6.7.8.9	-3.13
1.2.3.4.5.6.7	-3.69
1.2.3.4.5.6.8	-3.62
1.2.3.4.5.6.9	-3.19
1.2.3.4.5.7.8	-3.76
1.2.3.4.5.7.9	-3.26
1.2.3.4.5.8.9	-3.34
1.2.3.4.6.7.8	-3.87
1.2.3.4.6.7.9	-3.14
1.2.3.4.6.8.9	-3.18
1.2.3.4.7.8.9	-3.27
1.2.3.5.6.7.8	0.0
1.2.3.5.6.7.9	0.0
1.2.3.5.6.8.9	0.0
1.2.3.5.7.8.9	0.0
1.2.3.6.7.8.9	0.0
1.2.4.5.6.7.8	-3.85
1.2.4.5.6.7.9	-3.02
1.2.4.5.6.8.9	-3.1
1.2.4.5.7.8.9	-3.15
1.2.4.6.7.8.9	-3.04
1.2.5.6.7.8.9	0.0
1.3.4.5.6.7.8	-3.63
1.3.4.5.6.7.9	-3.1
1.3.4.5.6.8.9	-3.15
1.3.4.5.7.8.9	-3.22
1.3.4.6.7.8.9	-3.17
1.3.5.6.7.8.9	0.0
1.4.5.6.7.8.9	-3.02
2.3.4.5.6.7.8	-3.95
2.3.4.5.6.7.9	-3.25
2.3.4.5.6.8.9	-3.3
2.3.4.5.7.8.9	-3.39
2.3.4.6.7.8.9	-3.24
2.3.5.6.7.8.9	0.0
2.4.5.6.7.8.9	-3.11
3.4.5.6.7.8.9	-3.17
