Configurations	Weights(%)
0.1.2.3.4.5.6.7	-3.22
0.1.2.3.4.5.6.8	-2.98
0.1.2.3.4.5.6.9	-2.62
0.1.2.3.4.5.7.8	-3.08
0.1.2.3.4.5.7.9	-2.69
0.1.2.3.4.5.8.9	-2.73
0.1.2.3.4.6.7.8	-3.23
0.1.2.3.4.6.7.9	-2.61
0.1.2.3.4.6.8.9	-2.63
0.1.2.3.4.7.8.9	-2.71
0.1.2.3.5.6.7.8	0.0
0.1.2.3.5.6.7.9	0.0
0.1.2.3.5.6.8.9	0.0
0.1.2.3.5.7.8.9	0.0
0.1.2.3.6.7.8.9	0.0
0.1.2.4.5.6.7.8	-3.11
0.1.2.4.5.6.7.9	-2.44
0.1.2.4.5.6.8.9	-2.49
0.1.2.4.5.7.8.9	-2.55
0.1.2.4.6.7.8.9	-2.47
0.1.2.5.6.7.8.9	0.0
0.1.3.4.5.6.7.8	-2.98
0.1.3.4.5.6.7.9	-2.55
0.1.3.4.5.6.8.9	-2.58
0.1.3.4.5.7.8.9	-2.65
0.1.3.4.6.7.8.9	-2.62
0.1.3.5.6.7.8.9	0.0
0.1.4.5.6.7.8.9	-2.44
0.2.3.4.5.6.7.8	-3.24
0.2.3.4.5.6.7.9	-2.67
0.2.3.4.5.6.8.9	-2.69
0.2.3.4.5.7.8.9	-2.78
0.2.3.4.6.7.8.9	-2.68
0.2.3.5.6.7.8.9	0.0
0.2.4.5.6.7.8.9	-2.5
0.3.4.5.6.7.8.9	-2.59
1.2.3.4.5.6.7.8	-3.05
1.2.3.4.5.6.7.9	-2.47
1.2.3.4.5.6.8.9	-2.51
1.2.3.4.5.7.8.9	-2.57
1.2.3.4.6.7.8.9	-2.48
1.2.3.5.6.7.8.9	0.0
1.2.4.5.6.7.8.9	-2.38
1.3.4.5.6.7.8.9	-2.44
2.3.4.5.6.7.8.9	-2.56
