ChipID	Half	Layer0	Layer1	Layer2	Layer3	Layer4	Layer5	Layer6	Layer7	Layer8	Peff(%)	Peff_Original(%)
344	h0	0.632	0.947	0.76	0.762	0.955	0.668	1	1	1	20.54	20.54
345	h0	0.667	0.971	0.8	0.8	1.0	0.7	1	1	1	26.95	26.95
346	h0	0.667	0.889	0.7	0.8	1.0	0.682	1	1	1	21.04	21.04
347	h0	0.947	0.842	0.95	0.667	0.668	0.859	1	1	1	26.93	26.93
348	h0	1.0	0.889	1.0	0.7	0.7	0.9	1	1	1	36.42	36.42
349	h0	1.0	0.889	1.0	0.7	0.7	0.9	1	1	1	36.42	36.42
350	h0	0.737	0.0	0.76	0.667	0.955	0.764	1	1	1	0.0	23.98
351	h0	0.754	0.0	0.765	0.7	1.0	0.8	1	1	1	0.0	32.3
352	h0	0.667	0.0	0.7	0.7	1.0	0.8	1	1	1	0.0	26.15
353	h0	0.947	0.0	0.76	0.952	0.668	0.668	1	1	1	0.0	17.95
354	h0	1.0	0.0	0.84	1.0	0.7	0.7	1	1	1	0.0	25.5
355	h0	1.0	0.0	0.9	1.0	0.673	0.691	1	1	1	0.0	25.93
392	h0	0.737	0.632	0.665	0.952	0.764	0.955	1	1	1	19.99	19.99
393	h0	0.778	0.667	0.7	1.0	0.8	1.0	1	1	1	27.0	27.0
394	h0	0.778	0.667	0.7	1.0	0.8	1.0	1	1	1	27.0	27.0
395	h0	0.778	0.667	0.7	1.0	0.8	1.0	1	1	1	27.0	27.0
396	h0	0.632	0.947	0.95	0.667	0.955	0.668	1	1	1	22.48	22.48
397	h0	0.667	1.0	1.0	0.7	1.0	0.7	1	1	1	30.36	30.36
398	h0	0.667	1.0	1.0	0.7	1.0	0.7	1	1	1	30.36	30.36
399	h0	0.667	1.0	1.0	0.7	1.0	0.7	1	1	1	30.36	30.36
400	h0	0.842	0.614	0.9	0.614	1.0	0.655	1	1	1	18.71	18.71
401	h0	1.0	0.778	1.0	0.7	1.0	0.7	1	1	1	38.12	38.12
402	h0	1.0	0.778	1.0	0.7	1.0	0.7	1	1	1	38.12	38.12
403	h0	1.0	0.778	1.0	0.671	1.0	0.7	1	1	1	33.95	33.95
404	h0	0.632	0.667	0.7	0.7	0.6	0.7	1	1	1	8.68	8.68
405	h0	0.667	0.667	0.7	0.7	0.6	0.7	1	1	1	9.16	9.16
406	h0	0.667	0.667	0.7	0.7	0.6	0.7	1	1	1	9.16	9.16
407	h0	0.667	0.667	0.7	0.7	0.6	0.7	1	1	1	9.16	9.16
408	h0	0.842	0.947	0.8	1.0	0.8	1.0	1	1	1	51.03	51.03
409	h0	0.889	1.0	0.8	1.0	0.8	1.0	1	1	1	56.9	56.9
410	h0	0.889	1.0	0.8	1.0	0.8	1.0	1	1	1	56.9	56.9
411	h0	0.889	1.0	0.8	1.0	0.8	1.0	1	1	1	56.9	56.9
412	h0	0.842	0.655	0.9	0.7	1.0	0.7	1	1	1	24.32	24.32
413	h0	0.889	0.667	0.9	0.7	1.0	0.7	1	1	1	26.15	26.15
414	h0	0.889	0.667	0.9	0.7	1.0	0.7	1	1	1	26.15	26.15
415	h0	0.889	0.667	0.9	0.7	1.0	0.7	1	1	1	26.15	26.15
416	h0	0.462	0.737	0.58	0.686	0.577	0.645	1	1	1	5.04	5.04
417	h0	0.667	1.0	0.7	0.8	0.6	0.7	1	1	1	15.69	15.69
418	h0	0.667	1.0	0.7	0.8	0.6	0.7	1	1	1	15.69	15.69
419	h0	0.667	1.0	0.7	0.8	0.6	0.7	1	1	1	15.69	15.69
420	h0	0.947	0.0	0.665	0.857	0.573	0.668	1	1	1	0.0	19.56
421	h0	1.0	0.0	0.7	0.9	0.6	0.7	1	1	1	0.0	26.46
422	h0	1.0	0.0	0.7	0.9	0.6	0.7	1	1	1	0.0	26.46
423	h0	1.0	0.0	0.7	0.9	0.6	0.7	1	1	1	0.0	26.46
424	h0	0.737	0.0	0.95	0.857	0.668	0.955	1	1	1	0.0	24.19
425	h0	0.778	0.0	1.0	0.9	0.7	1.0	1	1	1	0.0	32.69
426	h0	0.778	0.0	1.0	0.9	0.7	1.0	1	1	1	0.0	32.69
427	h0	0.778	0.0	1.0	0.9	0.7	1.0	1	1	1	0.0	32.69
448	h0	0.947	0.632	0.76	0.667	0.668	0.764	1	1	1	14.38	14.38
449	h0	1.0	0.667	0.8	0.7	0.7	0.8	1	1	1	19.43	19.43
450	h0	1.0	0.667	0.8	0.7	0.695	0.8	1	1	1	19.29	19.29
451	h0	1.0	0.667	0.8	0.7	0.605	0.8	1	1	1	16.79	16.79
452	h0	1.0	0.667	0.68	0.467	0.655	0.8	1	1	1	10.31	10.31
