ChipID	Half	Layer0	Layer1	Layer2	Layer3	Layer4	Layer5	Layer6	Layer7	Layer8	Peff(%)	Peff_Original(%)
229	h0	0.952	1	0.607	0.87	0.697	0.873	1	1.0	1	30.59	30.59
230	h0	1.0	1	0.636	0.909	0.727	0.909	1	1.0	1	38.2	38.2
231	h0	1.0	1	0.579	0.711	0.515	0.606	1	0.929	1	11.94	11.94
232	h0	0.667	1	0.694	0.957	0.958	0.698	1	0.968	1	28.67	28.67
233	h0	0.7	1	0.727	1.0	1.0	0.727	1	0.929	1	34.37	34.37
234	h0	0.7	1	0.678	0.783	1.0	0.667	1	0.929	1	23.03	23.03
235	h0	0.667	1	0.955	0.696	0.697	0.698	1	0.968	1	20.88	20.88
236	h0	0.7	1	1.0	0.727	0.727	0.727	1	0.929	1	24.99	24.99
237	h0	0.7	1	1.0	0.688	0.727	0.727	1	0.929	1	23.65	23.65
238	h0	0.952	1	0.781	0.696	0.784	0.697	1	0.968	1	27.37	27.37
239	h0	1.0	1	0.773	0.727	0.818	0.727	1	1.0	1	33.42	33.42
240	h0	1.0	1	0.711	0.708	0.818	0.727	1	1.0	1	29.94	29.94
241	h0	0.952	1	0.868	0.957	0.697	0.697	1	0.968	1	37.19	37.19
242	h0	0.957	1	0.959	1.0	0.727	0.727	1	1.0	1	48.51	48.51
243	h0	0.9	1	0.909	0.783	0.595	0.697	1	1.0	1	26.57	26.57
288	h0	0.952	1	0.694	0.696	0.697	0.873	1	0.968	1	27.08	27.08
289	h0	1.0	1	0.727	0.727	0.727	0.909	1	1.0	1	34.93	34.93
290	h0	1.0	1	0.727	0.727	0.758	0.909	1	1.0	1	36.42	36.42
291	h0	1.0	1	0.727	0.727	0.818	0.871	1	0.929	1	34.98	34.98
292	h0	0.667	1	0.694	0.957	0.697	0.96	1	0.968	1	28.69	28.69
293	h0	0.7	1	0.727	1.0	0.727	1.0	1	1.0	1	37.0	37.0
294	h0	0.7	1	0.727	1.0	0.701	1.0	1	1.0	1	35.67	35.67
295	h0	0.7	1	0.727	1.0	0.64	1.0	1	1.0	1	32.57	32.57
296	h0	0.667	1	0.868	0.783	0.958	0.697	1	0.968	1	29.3	29.3
297	h0	0.7	1	0.909	0.818	1.0	0.727	1	1.0	1	37.84	37.84
298	h0	0.7	1	0.909	0.818	1.0	0.727	1	1.0	1	37.84	37.84
299	h0	0.7	1	0.909	0.818	1.0	0.727	1	1.0	1	37.84	37.84
300	h0	0.81	1	0.785	0.664	0.75	0.693	1	1.0	1	21.94	21.94
301	h0	1.0	1	0.909	0.727	0.909	0.727	1	1.0	1	43.67	43.67
302	h0	1.0	1	0.909	0.727	0.909	0.727	1	1.0	1	43.67	43.67
303	h0	1.0	1	0.909	0.522	0.909	0.727	1	1.0	1	31.36	31.36
304	h0	0.652	1	0.727	0.818	0.636	0.818	1	1.0	1	20.17	20.17
305	h0	0.7	1	0.727	0.818	0.636	0.818	1	1.0	1	21.66	21.66
306	h0	0.7	1	0.727	0.818	0.636	0.818	1	1.0	1	21.66	21.66
307	h0	0.7	1	0.727	0.818	0.534	0.589	1	1.0	1	13.09	13.09
308	h0	0.762	1	0.818	1.0	0.818	1.0	1	0.968	1	49.36	49.36
309	h0	0.8	1	0.818	1.0	0.818	1.0	1	1.0	1	53.53	53.53
310	h0	0.8	1	0.818	1.0	0.818	1.0	1	1.0	1	53.53	53.53
311	h0	0.8	1	0.818	1.0	0.712	0.792	1	1.0	1	36.9	36.9
312	h0	0.952	1	1.0	0.727	1.0	0.727	1	1.0	1	50.32	50.32
313	h0	1.0	1	1.0	0.727	1.0	0.727	1	1.0	1	52.85	52.85
314	h0	1.0	1	1.0	0.727	1.0	0.727	1	1.0	1	52.85	52.85
315	h0	1.0	1	1.0	0.727	0.875	0.545	1	1.0	1	34.67	34.67
316	h0	0.571	1	0.653	0.585	0.818	0.652	1	1.0	1	11.63	11.63
317	h0	0.7	1	0.727	0.727	0.818	0.727	1	1.0	1	22.0	22.0
318	h0	0.7	1	0.727	0.727	0.818	0.727	1	1.0	1	22.0	22.0
319	h0	0.7	1	0.603	0.656	0.818	0.727	1	1.0	1	16.47	16.47
320	h0	0.857	1	0.694	0.87	0.784	0.697	1	0.968	1	27.37	27.37
321	h0	0.9	1	0.727	0.909	0.818	0.727	1	1.0	1	35.37	35.37
322	h0	0.9	1	0.727	0.909	0.818	0.727	1	1.0	1	35.37	35.37
323	h0	0.9	1	0.727	0.909	0.818	0.727	1	1.0	1	35.37	35.37
324	h0	0.857	1	0.955	0.87	0.61	0.958	1	0.968	1	40.28	40.28
325	h0	0.9	1	1.0	0.909	0.636	1.0	1	1.0	1	52.03	52.03
326	h0	0.9	1	1.0	0.909	0.636	1.0	1	1.0	1	52.03	52.03
327	h0	0.9	1	1.0	0.909	0.636	1.0	1	1.0	1	52.03	52.03
328	h0	0.667	1	0.694	0.696	0.958	0.784	1	0.968	1	23.42	23.42
329	h0	0.7	1	0.727	0.727	1.0	0.818	1	1.0	1	30.26	30.26
330	h0	0.7	1	0.727	0.727	1.0	0.818	1	1.0	1	30.26	30.26
331	h0	0.7	1	0.727	0.727	1.0	0.784	1	1.0	1	29.01	29.01
697	h1	0.905	1	0.694	0.783	0.697	0.836	1	1.0	1	28.66	28.66
698	h1	1.0	1	0.727	0.818	0.727	0.909	1	1.0	1	39.3	39.3
699	h1	1.0	1	0.661	0.676	0.515	0.606	1	1.0	1	13.95	13.95
700	h1	0.667	1	0.781	0.87	0.958	0.669	1	0.968	1	28.12	28.12
701	h1	0.7	1	0.818	0.964	1.0	0.727	1	1.0	1	40.13	40.13
702	h1	0.7	1	0.777	0.826	1.0	0.669	1	1.0	1	30.06	30.06
703	h1	0.667	1	0.781	0.783	0.697	0.669	1	0.968	1	18.41	18.41
704	h1	0.7	1	0.818	0.767	0.727	0.727	1	1.0	1	23.21	23.21
705	h1	0.7	1	0.818	0.696	0.727	0.727	1	1.0	1	21.06	21.06
706	h1	0.857	1	0.694	0.696	0.784	0.697	1	1.0	1	22.62	22.62
707	h1	0.9	1	0.727	0.727	0.818	0.727	1	1.0	1	28.29	28.29
708	h1	0.9	1	0.702	0.711	0.818	0.727	1	1.0	1	26.71	26.71
709	h1	0.952	1	0.868	0.957	0.697	0.697	1	0.968	1	37.19	37.19
710	h1	0.962	1	0.909	1.0	0.727	0.727	1	1.0	1	46.22	46.22
711	h1	0.9	1	0.826	0.826	0.595	0.697	1	1.0	1	25.47	25.47
756	h1	0.952	1	0.781	0.696	0.697	0.836	1	0.968	1	29.19	29.19
757	h1	1.0	1	0.818	0.727	0.727	0.909	1	1.0	1	39.3	39.3
758	h1	1.0	1	0.818	0.727	0.727	0.909	1	1.0	1	39.3	39.3
759	h1	1.0	1	0.818	0.727	0.727	0.871	1	1.0	1	37.66	37.66
760	h1	0.667	1	0.694	0.957	0.784	0.92	1	0.968	1	30.93	30.93
761	h1	0.7	1	0.727	1.0	0.765	1.0	1	1.0	1	38.93	38.93
762	h1	0.7	1	0.727	1.0	0.727	1.0	1	1.0	1	37.0	37.0
763	h1	0.7	1	0.727	1.0	0.727	1.0	1	1.0	1	37.0	37.0
764	h1	0.667	1	0.781	0.783	0.958	0.669	1	0.968	1	25.3	25.3
765	h1	0.7	1	0.818	0.818	1.0	0.727	1	1.0	1	34.05	34.05
766	h1	0.7	1	0.818	0.818	1.0	0.727	1	1.0	1	34.05	34.05
767	h1	0.7	1	0.818	0.818	1.0	0.727	1	1.0	1	34.05	34.05
768	h1	0.762	1	0.864	0.628	0.75	0.684	1	1.0	1	21.21	21.21
769	h1	1.0	1	1.0	0.727	0.818	0.727	1	1.0	1	43.23	43.23
770	h1	1.0	1	1.0	0.727	0.818	0.727	1	1.0	1	43.23	43.23
771	h1	1.0	1	1.0	0.573	0.818	0.727	1	1.0	1	34.08	34.08
772	h1	0.652	1	0.727	0.727	0.727	0.818	1	1.0	1	20.49	20.49
773	h1	0.7	1	0.727	0.727	0.727	0.818	1	1.0	1	22.0	22.0
774	h1	0.7	1	0.727	0.727	0.727	0.818	1	1.0	1	22.0	22.0
775	h1	0.7	1	0.727	0.727	0.636	0.648	1	1.0	1	15.25	15.25
776	h1	0.633	1	0.727	1.0	0.727	1.0	1	0.968	1	32.39	32.39
777	h1	0.7	1	0.727	1.0	0.727	1.0	1	1.0	1	37.0	37.0
778	h1	0.7	1	0.727	1.0	0.727	1.0	1	1.0	1	37.0	37.0
779	h1	0.7	1	0.727	1.0	0.636	0.792	1	1.0	1	25.63	25.63
780	h1	0.905	1	1.0	0.727	1.0	0.727	1	1.0	1	47.83	47.83
781	h1	1.0	1	1.0	0.727	1.0	0.727	1	1.0	1	52.85	52.85
782	h1	1.0	1	1.0	0.727	1.0	0.727	1	1.0	1	52.85	52.85
783	h1	1.0	1	1.0	0.727	0.917	0.545	1	1.0	1	36.33	36.33
784	h1	0.605	1	0.69	0.609	0.818	0.652	1	0.968	1	13.12	13.12
785	h1	0.7	1	0.727	0.727	0.818	0.727	1	1.0	1	22.0	22.0
786	h1	0.7	1	0.727	0.727	0.818	0.727	1	1.0	1	22.0	22.0
787	h1	0.7	1	0.583	0.621	0.818	0.727	1	1.0	1	15.07	15.07
788	h1	0.762	1	0.694	0.87	0.697	0.669	1	0.968	1	20.77	20.77
789	h1	0.8	1	0.727	0.909	0.727	0.727	1	1.0	1	27.94	27.94
790	h1	0.8	1	0.727	0.909	0.727	0.727	1	1.0	1	27.94	27.94
791	h1	0.8	1	0.727	0.909	0.727	0.727	1	1.0	1	27.94	27.94
792	h1	0.952	1	0.955	0.957	0.697	0.92	1	0.968	1	54.01	54.01
793	h1	1.0	1	1.0	1.0	0.727	1.0	1	1.0	1	72.7	72.7
794	h1	1.0	1	1.0	0.909	0.727	1.0	1	1.0	1	66.08	66.08
795	h1	1.0	1	1.0	0.909	0.727	1.0	1	1.0	1	66.08	66.08
796	h1	0.633	1	0.694	0.696	0.958	0.784	1	0.968	1	22.23	22.23
797	h1	0.7	1	0.727	0.727	1.0	0.818	1	1.0	1	30.26	30.26
798	h1	0.7	1	0.727	0.727	1.0	0.818	1	1.0	1	30.26	30.26
799	h1	0.7	1	0.727	0.727	1.0	0.784	1	1.0	1	29.01	29.01
