Configurations	Weights(%)
0.1.2.3.4.6.7	-3.88
0.1.2.3.4.6.8	-4.52
0.1.2.3.4.6.9	-3.71
0.1.2.3.4.7.8	0.0
0.1.2.3.4.7.9	0.0
0.1.2.3.4.8.9	0.0
0.1.2.3.5.6.7	-3.81
0.1.2.3.5.6.8	-4.28
0.1.2.3.5.6.9	-4.01
0.1.2.3.5.7.8	0.0
0.1.2.3.5.7.9	0.0
0.1.2.3.5.8.9	0.0
0.1.2.3.6.7.8	-4.48
0.1.2.3.6.7.9	-3.9
0.1.2.3.6.8.9	-3.62
0.1.2.3.7.8.9	0.0
0.1.2.4.5.6.7	-3.74
0.1.2.4.5.6.8	-4.57
0.1.2.4.5.6.9	-3.89
0.1.2.4.5.7.8	0.0
0.1.2.4.5.7.9	0.0
0.1.2.4.5.8.9	0.0
0.1.2.4.6.7.8	-5.0
0.1.2.4.6.7.9	-3.81
0.1.2.4.6.8.9	-3.61
0.1.2.4.7.8.9	0.0
0.1.2.5.6.7.8	-4.49
0.1.2.5.6.7.9	-4.05
0.1.2.5.6.8.9	-3.8
0.1.2.5.7.8.9	0.0
0.1.2.6.7.8.9	-3.72
0.1.3.4.5.6.7	-3.76
0.1.3.4.5.6.8	-4.12
0.1.3.4.5.6.9	-4.04
0.1.3.4.5.7.8	0.0
0.1.3.4.5.7.9	0.0
0.1.3.4.5.8.9	0.0
0.1.3.4.6.7.8	-4.35
0.1.3.4.6.7.9	-3.86
0.1.3.4.6.8.9	-3.6
0.1.3.4.7.8.9	0.0
0.1.3.5.6.7.8	-4.3
0.1.3.5.6.7.9	-4.32
0.1.3.5.6.8.9	-3.99
0.1.3.5.7.8.9	0.0
0.1.3.6.7.8.9	-3.83
0.1.4.5.6.7.8	-4.37
0.1.4.5.6.7.9	-4.01
0.1.4.5.6.8.9	-3.79
0.1.4.5.7.8.9	0.0
0.1.4.6.7.8.9	-3.65
0.1.5.6.7.8.9	-3.99
0.2.3.4.5.6.7	-3.71
0.2.3.4.5.6.8	-4.22
0.2.3.4.5.6.9	-3.77
0.2.3.4.5.7.8	0.0
0.2.3.4.5.7.9	0.0
0.2.3.4.5.8.9	0.0
0.2.3.4.6.7.8	-4.59
0.2.3.4.6.7.9	-3.73
0.2.3.4.6.8.9	-3.5
0.2.3.4.7.8.9	0.0
0.2.3.5.6.7.8	-4.27
0.2.3.5.6.7.9	-4.0
0.2.3.5.6.8.9	-3.72
0.2.3.5.7.8.9	0.0
0.2.3.6.7.8.9	-3.67
0.2.4.5.6.7.8	-4.62
0.2.4.5.6.7.9	-3.88
0.2.4.5.6.8.9	-3.68
0.2.4.5.7.8.9	0.0
0.2.4.6.7.8.9	-3.67
0.2.5.6.7.8.9	-3.84
0.3.4.5.6.7.8	-4.14
0.3.4.5.6.7.9	-3.94
0.3.4.5.6.8.9	-3.68
0.3.4.5.7.8.9	0.0
0.3.4.6.7.8.9	-3.59
0.3.5.6.7.8.9	-3.95
0.4.5.6.7.8.9	-3.74
1.2.3.4.5.6.7	-4.08
1.2.3.4.5.6.8	-4.38
1.2.3.4.5.6.9	-3.9
1.2.3.4.5.7.8	0.0
1.2.3.4.5.7.9	0.0
1.2.3.4.5.8.9	0.0
1.2.3.4.6.7.8	-4.68
1.2.3.4.6.7.9	-3.73
1.2.3.4.6.8.9	-3.47
1.2.3.4.7.8.9	0.0
1.2.3.5.6.7.8	-4.57
1.2.3.5.6.7.9	-4.15
1.2.3.5.6.8.9	-3.83
1.2.3.5.7.8.9	0.0
1.2.3.6.7.8.9	-3.68
1.2.4.5.6.7.8	-4.65
1.2.4.5.6.7.9	-3.85
1.2.4.5.6.8.9	-3.63
1.2.4.5.7.8.9	0.0
1.2.4.6.7.8.9	-3.51
1.2.5.6.7.8.9	-3.81
1.3.4.5.6.7.8	-4.37
1.3.4.5.6.7.9	-4.19
1.3.4.5.6.8.9	-3.9
1.3.4.5.7.8.9	0.0
1.3.4.6.7.8.9	-3.67
1.3.5.6.7.8.9	-4.17
1.4.5.6.7.8.9	-3.8
2.3.4.5.6.7.8	-4.36
2.3.4.5.6.7.9	-3.79
2.3.4.5.6.8.9	-3.53
2.3.4.5.7.8.9	0.0
2.3.4.6.7.8.9	-3.45
2.3.5.6.7.8.9	-3.77
2.4.5.6.7.8.9	-3.57
3.4.5.6.7.8.9	-3.75
