ChipID	Half	Layer0	Layer1	Layer2	Layer3	Layer4	Layer5	Layer6	Layer7	Layer8	Peff(%)
344	h0	0.941	1	1	0.632	1	0.95	1	1	0.742	37.31
345	h0	1.0	1	1	0.667	1	1.0	1	1	0.769	47.34
346	h0	1.0	1	1	0.667	1	1.0	1	1	0.769	51.29
347	h0	0.588	1	1	0.947	1	0.633	1	1	0.742	19.41
348	h0	0.625	1	1	1.0	1	0.778	1	1	0.769	28.75
349	h0	0.625	1	1	1.0	1	0.778	1	1	0.769	28.75
350	h0	0.941	1	1	0.947	1	0.844	1	1	0.742	45.54
351	h0	1.0	1	1	1.0	1	0.889	1	1	0.769	57.84
352	h0	1.0	1	1	1.0	1	0.889	1	1	0.769	57.84
353	h0	0.706	1	1	0.632	1	0.844	1	1	0.742	26.94
354	h0	0.75	1	1	0.667	1	0.889	1	1	0.769	34.2
355	h0	0.632	1	1	0.667	1	0.889	1	1	0.769	28.82
392	h0	0.941	1	1	0.632	1	0.633	1	1	0.964	26.93
393	h0	1.0	1	1	0.667	1	0.667	1	1	0.923	31.58
394	h0	1.0	1	1	0.667	1	0.667	1	1	0.923	31.58
395	h0	1.0	1	1	0.667	1	0.667	1	1	0.923	31.58
396	h0	0.588	1	1	0.947	1	0.95	1	1	0.89	34.93
397	h0	0.625	1	1	1.0	1	1.0	1	1	0.923	44.36
398	h0	0.625	1	1	1.0	1	1.0	1	1	0.923	44.36
399	h0	0.625	1	1	1.0	1	1.0	1	1	0.923	44.36
400	h0	0.706	1	1	0.655	1	0.622	1	1	0.604	11.45
401	h0	1.0	1	1	0.889	1	0.778	1	1	0.769	40.9
402	h0	1.0	1	1	0.889	1	0.778	1	1	0.769	40.9
403	h0	1.0	1	1	0.889	1	0.778	1	1	0.769	40.9
404	h0	0.574	1	1	0.626	1	0.667	1	1	0.643	12.19
405	h0	0.75	1	1	0.667	1	0.667	1	1	0.769	23.68
406	h0	0.75	1	1	0.667	1	0.667	1	1	0.769	23.68
407	h0	0.75	1	1	0.667	1	0.667	1	1	0.769	23.68
408	h0	0.669	1	1	0.947	1	1.0	1	1	0.635	33.03
409	h0	0.875	1	1	1.0	1	1.0	1	1	0.769	67.29
410	h0	0.875	1	1	1.0	1	1.0	1	1	0.769	67.29
411	h0	0.875	1	1	1.0	1	1.0	1	1	0.769	67.29
412	h0	0.721	1	1	0.632	1	0.656	1	1	0.695	15.06
413	h0	0.875	1	1	0.667	1	0.667	1	1	0.846	27.86
414	h0	0.875	1	1	0.667	1	0.667	1	1	0.846	27.86
415	h0	0.875	1	1	0.667	1	0.667	1	1	0.846	27.86
416	h0	0.412	1	1	0.737	1	0.8	1	1	0.714	11.43
417	h0	0.875	1	1	1.0	1	1.0	1	1	1.0	67.29
418	h0	0.875	1	1	1.0	1	1.0	1	1	1.0	67.29
419	h0	0.875	1	1	1.0	1	1.0	1	1	1.0	67.29
420	h0	0.941	1	1	0.842	1	0.95	1	1	0.742	41.44
421	h0	1.0	1	1	0.889	1	1.0	1	1	0.769	52.57
422	h0	1.0	1	1	0.889	1	1.0	1	1	0.769	52.57
423	h0	1.0	1	1	0.889	1	1.0	1	1	0.769	52.57
424	h0	0.706	1	1	0.632	1	0.633	1	1	0.742	15.55
425	h0	0.75	1	1	0.667	1	0.667	1	1	0.769	19.73
426	h0	0.75	1	1	0.667	1	0.667	1	1	0.769	19.73
427	h0	0.75	1	1	0.667	1	0.667	1	1	0.769	19.73
448	h0	0.941	1	1	0.632	1	0.633	1	1	0.742	20.73
449	h0	1.0	1	1	0.667	1	0.667	1	1	0.769	26.31
450	h0	1.0	1	1	0.667	1	0.667	1	1	0.769	26.31
451	h0	1.0	1	1	0.667	1	0.667	1	1	0.769	26.31
452	h0	1.0	1	1	0.667	1	0.667	1	1	0.769	26.31
453	h0	0.0	1	1	0.842	1	0.95	1	1	0.214	0.0
454	h0	0.574	1	1	0.889	1	1.0	1	1	0.769	29.74
455	h0	0.75	1	1	0.889	1	1.0	1	1	0.769	39.43
456	h0	0.75	1	1	0.889	1	1.0	1	1	0.769	39.43
457	h0	0.75	1	1	0.889	1	1.0	1	1	0.769	39.43
458	h0	0.824	1	1	0.632	1	0.844	1	1	0.923	23.16
459	h0	0.875	1	1	0.667	1	0.889	1	1	0.846	33.75
460	h0	0.875	1	1	0.667	1	0.889	1	1	0.846	33.75
461	h0	0.875	1	1	0.667	1	0.889	1	1	0.846	33.75
462	h0	0.875	1	1	0.667	1	0.889	1	1	0.846	33.75
463	h0	0.706	1	1	0.842	1	0.633	1	1	0.742	20.72
464	h0	0.75	1	1	0.889	1	0.667	1	1	0.769	26.3
465	h0	0.75	1	1	0.889	1	0.667	1	1	0.769	26.3
466	h0	0.75	1	1	0.889	1	0.667	1	1	0.769	26.3
467	h0	0.75	1	1	0.889	1	0.667	1	1	0.769	26.3
812	h1	0.882	1	1	0.696	1	0.9	1	1	0.742	39.52
813	h1	1.0	1	1	0.76	1	1.0	1	1	0.769	58.44
814	h1	1.0	1	1	0.667	1	1.0	1	1	0.769	51.29
815	h1	0.551	1	1	0.895	1	0.7	1	1	0.714	20.11
816	h1	0.625	1	1	1.0	1	0.778	1	1	0.769	31.63
817	h1	0.625	1	1	1.0	1	0.778	1	1	0.769	31.63
818	h1	0.882	1	1	0.895	1	0.8	1	1	0.714	36.79
819	h1	1.0	1	1	1.0	1	0.889	1	1	0.769	57.84
820	h1	1.0	1	1	1.0	1	0.889	1	1	0.769	57.84
821	h1	0.662	1	1	0.596	1	0.8	1	1	0.742	22.58
822	h1	0.75	1	1	0.667	1	0.889	1	1	0.769	34.2
823	h1	0.64	1	1	0.667	1	0.889	1	1	0.769	29.18
860	h1	0.882	1	1	0.596	1	0.6	1	1	0.89	20.83
861	h1	1.0	1	1	0.667	1	0.667	1	1	0.923	31.58
862	h1	1.0	1	1	0.667	1	0.667	1	1	0.923	31.58
863	h1	1.0	1	1	0.667	1	0.667	1	1	0.923	31.58
864	h1	0.551	1	1	0.895	1	0.9	1	1	0.964	31.75
865	h1	0.625	1	1	1.0	1	1.0	1	1	1.0	48.06
866	h1	0.625	1	1	1.0	1	1.0	1	1	1.0	48.06
867	h1	0.625	1	1	1.0	1	1.0	1	1	1.0	48.06
868	h1	0.618	1	1	0.608	1	0.583	1	1	0.577	8.09
869	h1	0.875	1	1	0.889	1	0.778	1	1	0.769	35.79
870	h1	0.875	1	1	1.0	1	0.778	1	1	0.769	40.26
871	h1	0.875	1	1	0.889	1	0.778	1	1	0.769	35.79
872	h1	0.574	1	1	0.591	1	0.667	1	1	0.61	9.59
873	h1	0.75	1	1	0.667	1	0.667	1	1	0.769	21.71
874	h1	0.75	1	1	0.667	1	0.667	1	1	0.769	21.71
875	h1	0.75	1	1	0.667	1	0.667	1	1	0.769	21.71
876	h1	0.669	1	1	0.895	1	0.95	1	1	0.61	28.49
877	h1	0.875	1	1	1.0	1	1.0	1	1	0.769	67.29
878	h1	0.875	1	1	1.0	1	1.0	1	1	0.769	67.29
879	h1	0.875	1	1	1.0	1	1.0	1	1	0.769	67.29
880	h1	0.669	1	1	0.632	1	0.644	1	1	0.665	13.73
881	h1	0.875	1	1	0.667	1	0.667	1	1	0.769	27.63
882	h1	0.875	1	1	0.667	1	0.667	1	1	0.769	27.63
883	h1	0.875	1	1	0.667	1	0.667	1	1	0.769	27.63
884	h1	0.353	1	1	0.684	1	0.75	1	1	0.714	8.52
885	h1	0.75	1	1	1.0	1	1.0	1	1	1.0	57.68
886	h1	0.75	1	1	1.0	1	1.0	1	1	1.0	57.68
887	h1	0.75	1	1	1.0	1	1.0	1	1	1.0	57.68
888	h1	0.882	1	1	0.795	1	0.9	1	1	0.742	34.74
889	h1	1.0	1	1	0.889	1	1.0	1	1	0.769	52.57
890	h1	1.0	1	1	0.889	1	1.0	1	1	0.769	52.57
891	h1	1.0	1	1	0.889	1	1.0	1	1	0.769	52.57
892	h1	0.551	1	1	0.596	1	0.6	1	1	0.742	10.85
893	h1	0.625	1	1	0.667	1	0.667	1	1	0.769	16.44
894	h1	0.625	1	1	0.667	1	0.667	1	1	0.769	16.44
895	h1	0.625	1	1	0.667	1	0.667	1	1	0.769	16.44
916	h1	0.882	1	1	0.596	1	0.6	1	1	0.816	19.1
917	h1	1.0	1	1	0.667	1	0.667	1	1	0.846	28.94
918	h1	1.0	1	1	0.667	1	0.667	1	1	0.846	28.94
919	h1	1.0	1	1	0.667	1	0.667	1	1	0.846	28.94
920	h1	1.0	1	1	0.667	1	0.667	1	1	0.846	28.94
921	h1	0.0	1	1	0.696	1	0.9	1	1	0.214	0.0
922	h1	0.574	1	1	0.778	1	1.0	1	1	0.769	25.58
923	h1	0.75	1	1	0.778	1	1.0	1	1	0.769	34.51
924	h1	0.75	1	1	0.778	1	1.0	1	1	0.769	34.51
925	h1	0.75	1	1	0.778	1	1.0	1	1	0.769	34.51
926	h1	0.772	1	1	0.596	1	0.8	1	1	0.89	19.98
927	h1	0.875	1	1	0.667	1	0.889	1	1	0.923	36.83
