Configurations	Weights(%)
0.1.2.3.4.5.6.7	-1.82
0.1.2.3.4.5.6.8	-1.72
0.1.2.3.4.5.6.9	-1.67
0.1.2.3.4.5.7.8	-1.84
0.1.2.3.4.5.7.9	-1.77
0.1.2.3.4.5.8.9	-1.76
0.1.2.3.4.6.7.8	0.0
0.1.2.3.4.6.7.9	0.0
0.1.2.3.4.6.8.9	0.0
0.1.2.3.4.7.8.9	0.0
0.1.2.3.5.6.7.8	-1.93
0.1.2.3.5.6.7.9	-1.8
0.1.2.3.5.6.8.9	-1.78
0.1.2.3.5.7.8.9	-1.9
0.1.2.3.6.7.8.9	0.0
0.1.2.4.5.6.7.8	-2.01
0.1.2.4.5.6.7.9	-1.57
0.1.2.4.5.6.8.9	-1.56
0.1.2.4.5.7.8.9	-1.65
0.1.2.4.6.7.8.9	0.0
0.1.2.5.6.7.8.9	-1.65
0.1.3.4.5.6.7.8	-1.81
0.1.3.4.5.6.7.9	-1.58
0.1.3.4.5.6.8.9	-1.57
0.1.3.4.5.7.8.9	-1.66
0.1.3.4.6.7.8.9	0.0
0.1.3.5.6.7.8.9	-1.69
0.1.4.5.6.7.8.9	-1.49
0.2.3.4.5.6.7.8	-2.17
0.2.3.4.5.6.7.9	-1.77
0.2.3.4.5.6.8.9	-1.75
0.2.3.4.5.7.8.9	-1.87
0.2.3.4.6.7.8.9	0.0
0.2.3.5.6.7.8.9	-1.94
0.2.4.5.6.7.8.9	-1.62
0.3.4.5.6.7.8.9	-1.64
1.2.3.4.5.6.7.8	-1.94
1.2.3.4.5.6.7.9	-1.62
1.2.3.4.5.6.8.9	-1.62
1.2.3.4.5.7.8.9	-1.7
1.2.3.4.6.7.8.9	0.0
1.2.3.5.6.7.8.9	-1.71
1.2.4.5.6.7.8.9	-1.53
1.3.4.5.6.7.8.9	-1.52
2.3.4.5.6.7.8.9	-1.7
