Configurations	Weights(%)
0.1.2.3.4.5.6.7	-1.77
0.1.2.3.4.5.6.8	-1.72
0.1.2.3.4.5.6.9	-1.51
0.1.2.3.4.5.7.8	-1.84
0.1.2.3.4.5.7.9	-1.61
0.1.2.3.4.5.8.9	-1.59
0.1.2.3.4.6.7.8	-2.01
0.1.2.3.4.6.7.9	-1.47
0.1.2.3.4.6.8.9	-1.44
0.1.2.3.4.7.8.9	-1.55
0.1.2.3.5.6.7.8	-1.93
0.1.2.3.5.6.7.9	-1.59
0.1.2.3.5.6.8.9	-1.57
0.1.2.3.5.7.8.9	-1.69
0.1.2.3.6.7.8.9	-1.54
0.1.2.4.5.6.7.8	-2.01
0.1.2.4.5.6.7.9	-1.43
0.1.2.4.5.6.8.9	-1.42
0.1.2.4.5.7.8.9	-1.51
0.1.2.4.6.7.8.9	-1.38
0.1.2.5.6.7.8.9	-1.46
0.1.3.4.5.6.7.8	0.0
0.1.3.4.5.6.7.9	0.0
0.1.3.4.5.6.8.9	0.0
0.1.3.4.5.7.8.9	0.0
0.1.3.4.6.7.8.9	0.0
0.1.3.5.6.7.8.9	0.0
0.1.4.5.6.7.8.9	0.0
0.2.3.4.5.6.7.8	-2.17
0.2.3.4.5.6.7.9	-1.65
0.2.3.4.5.6.8.9	-1.63
0.2.3.4.5.7.8.9	-1.75
0.2.3.4.6.7.8.9	-1.59
0.2.3.5.6.7.8.9	-1.78
0.2.4.5.6.7.8.9	-1.51
0.3.4.5.6.7.8.9	0.0
1.2.3.4.5.6.7.8	-1.94
1.2.3.4.5.6.7.9	-1.49
1.2.3.4.5.6.8.9	-1.49
1.2.3.4.5.7.8.9	-1.58
1.2.3.4.6.7.8.9	-1.43
1.2.3.5.6.7.8.9	-1.55
1.2.4.5.6.7.8.9	-1.42
1.3.4.5.6.7.8.9	0.0
2.3.4.5.6.7.8.9	-1.6
