ChipID	Half	Layer0	Layer1	Layer2	Layer3	Layer4	Layer5	Layer6	Layer7	Layer8	Peff(%)	Peff_Original(%)
332	h0	1	1	0.95	0.667	0.668	0.868	1.0	1	0.968	35.56	35.56
333	h0	1	1	1.0	0.7	0.7	0.909	1.0	1	1.0	44.54	44.54
334	h0	1	1	1.0	0.7	0.691	0.826	1.0	1	1.0	39.95	39.95
335	h0	1	1	0.665	0.952	0.764	0.868	0.846	1	0.968	34.38	34.38
336	h0	1	1	0.7	1.0	0.8	0.909	0.846	1	1.0	43.06	43.06
337	h0	1	1	0.7	1.0	0.8	0.909	0.846	1	1.0	43.06	43.06
338	h0	1	1	0.76	0.667	0.859	0.694	0.742	1	0.968	21.71	21.71
339	h0	1	1	0.765	0.7	0.9	0.727	0.846	1	1.0	29.64	29.64
340	h0	1	1	0.7	0.7	0.9	0.727	0.846	1	1.0	27.12	27.12
341	h0	1	1	0.95	0.952	0.668	0.694	1.0	1	1.0	41.93	41.93
342	h0	1	1	1.0	1.0	0.7	0.727	1.0	1	1.0	50.89	50.89
343	h0	1	1	1.0	1.0	0.682	0.719	1.0	1	1.0	49.04	49.04
356	h0	1	1	0.76	0.857	0.955	0.694	0.769	1	0.968	32.13	32.13
357	h0	1	1	0.8	0.9	1.0	0.727	0.769	1	1.0	40.25	40.25
358	h0	1	1	0.8	0.9	1.0	0.727	0.769	1	1.0	40.25	40.25
359	h0	1	1	0.8	0.8	1.0	0.727	0.725	1	1.0	33.73	33.73
360	h0	1	1	0.95	0.667	0.668	0.781	0.769	1	0.968	24.61	24.61
361	h0	1	1	1.0	0.7	0.7	0.818	0.769	1	1.0	30.82	30.82
362	h0	1	1	1.0	0.7	0.709	0.818	0.769	1	1.0	31.22	31.22
363	h0	1	1	1.0	0.7	0.8	0.818	0.769	1	1.0	35.23	35.23
364	h0	1	1	0.64	0.652	0.736	0.711	0.769	1	1.0	16.79	16.79
365	h0	1	1	0.8	0.7	0.8	0.727	0.769	1	1.0	25.05	25.05
366	h0	1	1	0.8	0.7	0.8	0.727	0.769	1	1.0	25.05	25.05
367	h0	1	1	0.8	0.605	0.8	0.727	0.769	1	1.0	21.65	21.65
368	h0	1	1	0.7	1.0	0.5	1.0	0.923	1	1.0	32.3	38.77
369	h0	1	1	0.7	1.0	0.5	1.0	0.923	1	1.0	32.3	38.77
370	h0	1	1	0.7	1.0	0.5	1.0	0.923	1	1.0	32.3	38.77
371	h0	1	1	0.7	1.0	0.5	1.0	0.923	1	1.0	32.3	38.77
372	h0	1	1	1.0	0.7	0.0	0.727	1.0	1	1.0	0.0	50.89
373	h0	1	1	1.0	0.7	0.0	0.727	1.0	1	1.0	0.0	50.89
374	h0	1	1	1.0	0.7	0.0	0.727	1.0	1	1.0	0.0	50.89
375	h0	1	1	1.0	0.7	0.0	0.727	1.0	1	1.0	0.0	50.89
376	h0	1	1	0.7	0.7	0.0	0.727	0.846	1	1.0	0.0	24.11
377	h0	1	1	0.7	0.7	0.0	0.727	0.846	1	1.0	0.0	24.11
378	h0	1	1	0.7	0.7	0.0	0.727	0.846	1	1.0	0.0	24.11
379	h0	1	1	0.7	0.7	0.0	0.727	0.846	1	1.0	0.0	24.11
380	h0	1	1	0.595	0.952	0.0	1.0	0.75	1	0.968	0.0	23.19
381	h0	1	1	0.7	1.0	0.0	1.0	0.769	1	1.0	0.0	32.3
382	h0	1	1	0.7	1.0	0.0	1.0	0.769	1	1.0	0.0	32.3
383	h0	1	1	0.7	1.0	0.0	1.0	0.769	1	1.0	0.0	32.3
384	h0	1	1	0.855	0.952	0.573	0.781	0.769	1	0.968	27.12	27.12
385	h0	1	1	0.9	1.0	0.6	0.818	0.769	1	1.0	33.97	33.97
386	h0	1	1	0.9	1.0	0.6	0.818	0.769	1	1.0	33.97	33.97
387	h0	1	1	0.9	1.0	0.6	0.818	0.769	1	1.0	33.97	33.97
388	h0	1	1	0.855	0.667	0.955	0.955	0.766	1	0.968	38.57	38.57
389	h0	1	1	0.9	0.7	1.0	1.0	0.769	1	1.0	48.45	48.45
390	h0	1	1	0.9	0.7	1.0	1.0	0.769	1	1.0	48.45	48.45
391	h0	1	1	0.9	0.7	1.0	1.0	0.725	1	1.0	45.68	45.68
428	h0	1	1	0.665	0.952	0.668	0.955	0.769	1	1.0	31.06	31.06
429	h0	1	1	0.7	1.0	0.7	1.0	0.769	1	1.0	37.68	37.68
430	h0	1	1	0.7	1.0	0.695	1.0	0.769	1	1.0	37.41	37.41
431	h0	1	1	0.7	1.0	0.6	1.0	0.769	1	1.0	32.3	32.3
432	h0	1	1	0.56	0.619	0.664	1.0	0.412	1	1.0	9.48	9.48
433	h0	1	1	0.95	0.762	0.955	0.694	0.67	1	1.0	32.15	32.15
434	h0	1	1	1.0	0.8	1.0	0.727	0.769	1	1.0	44.73	44.73
435	h0	1	1	1.0	0.8	1.0	0.727	0.769	1	1.0	44.73	44.73
436	h0	1	1	1.0	0.8	1.0	0.727	0.769	1	1.0	44.73	44.73
437	h0	1	1	0.8	0.495	1.0	0.727	0.484	1	1.0	13.93	13.93
438	h0	1	1	0.95	0.667	0.0	0.781	0.58	1	0.968	0.0	26.53
439	h0	1	1	1.0	0.7	0.0	0.818	0.769	1	1.0	0.0	44.03
440	h0	1	1	1.0	0.7	0.0	0.818	0.769	1	1.0	0.0	44.03
441	h0	1	1	1.0	0.7	0.0	0.818	0.769	1	1.0	0.0	44.03
442	h0	1	1	0.8	0.433	0.0	0.818	0.519	1	1.0	0.0	14.71
443	h0	1	1	0.665	0.667	0.859	0.694	0.769	1	1.0	20.33	20.33
444	h0	1	1	0.7	0.7	0.9	0.727	0.769	1	1.0	24.65	24.65
445	h0	1	1	0.7	0.7	0.9	0.727	0.769	1	1.0	24.65	24.65
446	h0	1	1	0.7	0.7	0.9	0.727	0.769	1	1.0	24.65	24.65
447	h0	1	1	0.56	0.433	0.9	0.727	0.412	1	1.0	6.54	6.54
800	h1	1	1	0.95	0.571	0.668	0.781	1.0	1	0.968	27.39	27.39
801	h1	1	1	1.0	0.643	0.7	0.818	1.0	1	1.0	36.82	36.82
802	h1	1	1	1.0	0.7	0.691	0.744	1.0	1	1.0	35.99	35.99
803	h1	1	1	0.76	0.952	0.764	0.955	0.846	1	0.968	43.23	43.23
804	h1	1	1	0.8	0.962	0.8	1.0	0.846	1	1.0	52.09	52.09
805	h1	1	1	0.8	0.9	0.8	1.0	0.846	1	1.0	48.73	48.73
806	h1	1	1	0.665	0.667	0.859	0.694	0.742	1	1.0	19.62	19.62
807	h1	1	1	0.7	0.7	0.9	0.727	0.769	1	1.0	24.65	24.65
808	h1	1	1	0.7	0.7	0.9	0.727	0.769	1	1.0	24.65	24.65
809	h1	1	1	0.95	0.952	0.668	0.694	0.923	1	0.968	37.46	37.46
810	h1	1	1	1.0	1.0	0.7	0.727	0.923	1	1.0	46.97	46.97
811	h1	1	1	1.0	1.0	0.682	0.719	0.923	1	1.0	45.26	45.26
