ChipID	Half	Layer0	Layer1	Layer2	Layer3	Layer4	Layer5	Layer6	Layer7	Layer8	Peff(%)
344	h0	1	0.706	0.84	0.632	0.632	0.95	1	0.72	0.742	10.7
345	h0	1	0.75	0.889	0.667	0.667	1.0	1	0.75	0.769	15.79
346	h0	1	0.75	1.0	0.667	0.667	1.0	1	0.75	0.769	19.24
347	h0	1	0.824	0.63	0.947	0.947	0.633	1	0.72	0.742	11.68
348	h0	1	0.875	0.667	1.0	1.0	0.778	1	0.75	0.769	20.14
349	h0	1	0.875	0.667	1.0	1.0	0.778	1	0.75	0.769	20.14
350	h0	1	0.588	0.944	0.947	0.632	0.844	1	0.72	0.742	12.22
351	h0	1	0.625	1.0	1.0	0.667	0.889	1	0.75	0.769	18.08
352	h0	1	0.625	1.0	1.0	0.667	0.889	1	0.75	0.769	18.08
353	h0	1	0.941	0.735	0.632	0.947	0.844	1	0.72	0.742	17.99
354	h0	1	1.0	0.765	0.667	1.0	0.889	1	0.75	0.769	26.16
355	h0	1	1.0	0.667	0.667	1.0	0.889	1	0.75	0.769	22.81
392	h0	1	0.824	0.944	0.632	0.632	0.633	1	0.72	0.964	10.13
393	h0	1	0.875	1.0	0.667	0.667	0.667	1	0.75	0.923	13.82
394	h0	1	0.875	1.0	0.667	0.667	0.667	1	0.75	0.923	13.82
395	h0	1	0.875	1.0	0.667	0.737	0.667	1	0.75	0.923	15.27
396	h0	1	0.706	0.63	0.947	0.737	0.95	1	0.96	0.89	18.7
397	h0	1	0.75	0.667	1.0	0.778	1.0	1	1.0	0.923	27.62
398	h0	1	0.75	0.667	1.0	0.778	1.0	1	1.0	0.923	27.62
399	h0	1	0.75	0.667	1.0	0.713	1.0	1	1.0	0.923	25.32
400	h0	1	0.647	0.778	0.655	0.895	0.622	1	0.63	0.604	4.6
401	h0	1	1.0	1.0	0.889	1.0	0.778	1	0.75	0.769	30.68
402	h0	1	1.0	1.0	0.889	1.0	0.778	1	0.75	0.769	30.68
403	h0	1	1.0	1.0	0.889	1.0	0.778	1	0.75	0.769	30.68
404	h0	1	0.544	0.556	0.626	0.526	0.667	1	0.7	0.643	2.37
405	h0	1	0.625	0.667	0.667	0.556	0.667	1	0.833	0.769	6.1
406	h0	1	0.625	0.667	0.667	0.556	0.667	1	0.833	0.769	6.1
407	h0	1	0.625	0.667	0.667	0.556	0.667	1	0.833	0.769	6.1
408	h0	1	0.824	0.79	0.947	0.737	1.0	1	0.84	0.635	19.9
409	h0	1	1.0	0.889	1.0	0.778	1.0	1	1.0	0.769	53.19
410	h0	1	1.0	0.889	1.0	0.778	1.0	1	1.0	0.769	53.19
411	h0	1	1.0	0.889	1.0	0.778	1.0	1	1.0	0.769	53.19
412	h0	1	0.522	0.691	0.632	1.0	0.656	1	0.66	0.695	4.97
413	h0	1	0.625	0.778	0.667	1.0	0.667	1	0.75	0.846	11.61
414	h0	1	0.625	0.778	0.667	1.0	0.667	1	0.75	0.846	11.61
415	h0	1	0.625	0.778	0.667	1.0	0.667	1	0.75	0.846	11.61
416	h0	1	0.647	0.37	0.737	0.433	0.8	1	0.59	0.714	1.7
417	h0	1	1.0	0.667	1.0	0.556	1.0	1	0.75	1.0	21.39
418	h0	1	1.0	0.667	1.0	0.556	1.0	1	0.75	1.0	21.39
419	h0	1	1.0	0.667	1.0	0.556	1.0	1	0.75	1.0	21.39
420	h0	1	0.588	0.944	0.842	0.737	0.95	1	0.88	0.742	15.85
421	h0	1	0.625	1.0	0.889	0.778	1.0	1	0.917	0.769	23.44
422	h0	1	0.625	1.0	0.889	0.778	1.0	1	0.917	0.769	23.44
423	h0	1	0.625	1.0	0.889	0.778	1.0	1	0.917	0.769	23.44
424	h0	1	0.941	0.63	0.632	0.842	0.633	1	0.72	0.742	7.92
425	h0	1	1.0	0.667	0.667	0.889	0.667	1	0.75	0.769	11.7
426	h0	1	1.0	0.667	0.667	0.889	0.667	1	0.75	0.769	11.7
427	h0	1	1.0	0.667	0.667	0.889	0.667	1	0.75	0.769	11.7
448	h0	1	0.941	0.944	0.632	0.947	0.633	1	0.8	0.742	14.82
449	h0	1	1.0	1.0	0.667	1.0	0.667	1	0.833	0.769	21.92
450	h0	1	1.0	1.0	0.667	1.0	0.667	1	0.833	0.769	21.92
451	h0	1	1.0	1.0	0.667	1.0	0.667	1	0.833	0.769	21.92
452	h0	1	1.0	1.0	0.667	1.0	0.667	1	0.833	0.769	21.92
453	h0	1	0.588	0.21	0.842	0.421	0.95	1	0.28	0.214	0.15
454	h0	1	0.625	0.593	0.889	0.76	1.0	1	0.75	0.769	10.95
455	h0	1	0.625	0.667	0.889	0.778	1.0	1	0.75	0.769	12.79
456	h0	1	0.625	0.667	0.889	0.778	1.0	1	0.75	0.769	12.79
457	h0	1	0.625	0.667	0.889	0.778	1.0	1	0.75	0.769	12.79
458	h0	1	0.353	0.944	0.632	0.947	0.844	1	0.323	0.923	2.87
459	h0	1	0.581	1.0	0.667	1.0	0.889	1	0.75	0.846	16.81
460	h0	1	0.625	1.0	0.667	1.0	0.889	1	0.75	0.846	18.08
461	h0	1	0.625	1.0	0.667	1.0	0.889	1	0.75	0.846	18.08
462	h0	1	0.625	1.0	0.667	1.0	0.889	1	0.75	0.846	18.08
463	h0	1	0.941	0.63	0.842	0.737	0.633	1	0.88	0.742	11.28
464	h0	1	1.0	0.667	0.889	0.778	0.667	1	0.917	0.769	16.69
465	h0	1	1.0	0.667	0.889	0.778	0.667	1	0.917	0.769	16.69
466	h0	1	1.0	0.667	0.889	0.778	0.667	1	0.917	0.769	16.69
467	h0	1	1.0	0.667	0.889	0.778	0.667	1	0.917	0.769	16.69
812	h1	1	0.824	0.889	0.696	0.632	0.9	1	0.72	0.742	14.94
813	h1	1	0.875	1.0	0.76	0.667	1.0	1	0.75	0.769	25.58
814	h1	1	0.875	1.0	0.667	0.667	1.0	1	0.75	0.769	22.45
815	h1	1	0.824	0.494	0.895	0.947	0.7	1	0.72	0.714	10.13
816	h1	1	0.875	0.556	1.0	1.0	0.778	1	0.75	0.769	18.47
817	h1	1	0.75	0.556	1.0	1.0	0.778	1	0.75	0.769	15.83
818	h1	1	0.588	0.889	0.895	0.632	0.8	1	0.72	0.714	9.92
819	h1	1	0.625	1.0	1.0	0.667	0.889	1	0.75	0.769	18.08
820	h1	1	0.625	1.0	1.0	0.667	0.889	1	0.75	0.769	18.08
821	h1	1	0.941	0.593	0.596	0.947	0.8	1	0.72	0.742	12.98
822	h1	1	1.0	0.667	0.667	1.0	0.889	1	0.75	0.769	22.81
823	h1	1	1.0	0.667	0.667	1.0	0.889	1	0.75	0.769	22.81
860	h1	1	0.824	0.889	0.596	0.632	0.6	1	0.72	0.89	7.87
861	h1	1	0.875	1.0	0.667	0.667	0.667	1	0.75	0.923	13.82
862	h1	1	0.757	1.0	0.667	0.667	0.667	1	0.75	0.923	11.96
863	h1	1	0.772	1.0	0.667	0.667	0.667	1	0.75	0.923	12.2
864	h1	1	0.706	0.593	0.895	0.737	0.9	1	0.96	0.964	17.07
865	h1	1	0.765	0.667	1.0	0.778	1.0	1	1.0	1.0	30.53
866	h1	1	0.875	0.667	1.0	0.778	1.0	1	1.0	1.0	34.92
867	h1	1	0.86	0.667	1.0	0.778	1.0	1	1.0	1.0	34.32
868	h1	1	0.588	0.778	0.608	0.895	0.583	1	0.63	0.577	3.38
869	h1	1	1.0	1.0	0.889	1.0	0.778	1	0.75	0.769	30.68
870	h1	1	1.0	1.0	1.0	1.0	0.778	1	0.75	0.769	34.51
871	h1	1	1.0	1.0	0.889	1.0	0.778	1	0.75	0.769	30.68
872	h1	1	0.507	0.648	0.591	0.632	0.667	1	0.63	0.61	2.19
873	h1	1	0.625	0.778	0.667	0.667	0.667	1	0.75	0.769	7.04
874	h1	1	0.625	0.778	0.667	0.667	0.667	1	0.75	0.769	7.04
875	h1	1	0.625	0.778	0.667	0.667	0.667	1	0.75	0.769	7.04
876	h1	1	0.824	0.648	0.895	0.737	0.95	1	0.8	0.61	13.41
877	h1	1	1.0	0.778	1.0	0.778	1.0	1	1.0	0.769	46.55
878	h1	1	1.0	0.778	1.0	0.778	1.0	1	1.0	0.769	46.55
879	h1	1	1.0	0.778	1.0	0.778	1.0	1	1.0	0.769	46.55
880	h1	1	0.522	0.741	0.632	0.947	0.644	1	0.63	0.665	4.73
881	h1	1	0.625	0.889	0.667	1.0	0.667	1	0.75	0.769	13.16
882	h1	1	0.625	0.889	0.667	1.0	0.667	1	0.75	0.769	13.16
883	h1	1	0.625	0.889	0.667	1.0	0.667	1	0.833	0.769	14.62
884	h1	1	0.588	0.42	0.684	0.503	0.75	1	0.63	0.714	1.89
885	h1	1	1.0	0.667	1.0	0.667	1.0	1	0.75	1.0	25.66
886	h1	1	1.0	0.667	1.0	0.667	1.0	1	0.75	1.0	25.66
887	h1	1	1.0	0.667	1.0	0.667	1.0	1	0.75	1.0	25.66
888	h1	1	0.588	0.889	0.795	0.842	0.9	1	0.96	0.742	16.64
889	h1	1	0.625	1.0	0.889	0.889	1.0	1	1.0	0.769	29.21
890	h1	1	0.625	1.0	0.889	0.889	1.0	1	1.0	0.769	29.21
891	h1	1	0.625	1.0	0.889	0.889	1.0	1	1.0	0.769	29.21
892	h1	1	0.941	0.593	0.596	0.842	0.6	1	0.72	0.742	6.66
893	h1	1	1.0	0.667	0.667	0.889	0.667	1	0.75	0.769	11.7
894	h1	1	1.0	0.667	0.667	0.889	0.667	1	0.75	0.769	11.7
895	h1	1	1.0	0.667	0.667	0.889	0.667	1	0.75	0.769	11.7
916	h1	1	0.941	0.889	0.596	0.947	0.6	1	0.8	0.816	13.72
917	h1	1	1.0	1.0	0.667	1.0	0.667	1	0.833	0.846	24.11
918	h1	1	1.0	1.0	0.667	1.0	0.667	1	0.833	0.846	24.11
919	h1	1	1.0	1.0	0.667	1.0	0.667	1	0.833	0.846	24.11
920	h1	1	1.0	1.0	0.667	1.0	0.667	1	0.833	0.846	24.11
921	h1	1	0.588	0.099	0.696	0.316	0.9	1	0.207	0.214	0.03
922	h1	1	0.625	0.574	0.778	0.579	1.0	1	0.75	0.769	6.94
923	h1	1	0.625	0.667	0.778	0.667	1.0	1	0.75	0.769	9.59
924	h1	1	0.625	0.667	0.778	0.667	1.0	1	0.75	0.769	9.59
925	h1	1	0.625	0.667	0.778	0.667	1.0	1	0.75	0.769	9.59
926	h1	1	0.353	0.889	0.596	0.947	0.8	1	0.3	0.89	2.31
927	h1	1	0.581	1.0	0.667	1.0	0.889	1	0.75	0.923	18.34
928	h1	1	0.625	1.0	0.667	1.0	0.889	1	0.75	0.923	19.73
929	h1	1	0.625	1.0	0.667	1.0	0.889	1	0.75	0.923	19.73
930	h1	1	0.625	1.0	0.667	1.0	0.889	1	0.75	0.923	19.73
931	h1	1	0.941	0.593	0.696	0.632	0.6	1	0.8	0.742	6.49
932	h1	1	1.0	0.667	0.778	0.667	0.667	1	0.833	0.769	11.37
933	h1	1	1.0	0.667	0.778	0.667	0.667	1	0.833	0.769	11.37
934	h1	1	1.0	0.667	0.778	0.667	0.667	1	0.833	0.769	11.37
935	h1	1	1.0	0.667	0.778	0.667	0.667	1	0.833	0.769	11.37
